RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,1,47959,Bryson DeChambeau,327.6,2621,8
2,0,33974,Dean Burmester,324.1,2593,8
3,0,28237,Rory McIlroy,320.8,2566,8
4,0,45486,Joaquin Niemann,320.1,2561,8
5,0,54421,Garrick Higgo,318.6,2549,8
6,0,30944,Jason Kokrak,317.6,2541,8
7,-1,51766,Wyndham Clark,317.4,2539,8
8,7,33667,Carlos Ortiz,316.9,2535,8
9,0,39058,Lucas Herbert,316.8,2534,8
9,0,36689,Brooks Koepka,316.8,2534,8
11,-7,46970,Jon Rahm,315.3,2522,8
12,0,34587,Chan Kim,315.1,2521,8
13,0,52686,Rasmus Hojgaard,314.4,2515,8
14,0,28089,Jason Day,314.0,2512,8
15,0,01810,Phil Mickelson,313.3,2506,8
16,8,46046,Scottie Scheffler,312.6,2501,8
17,0,47989,Sam Horsfield,312.1,2497,8
18,0,31323,Gary Woodland,311.1,2489,8
19,0,25364,Paul Casey,311.0,2488,8
20,0,12716,Charley Hoffman,310.6,2485,8
21,0,32139,Danny Willett,310.3,2482,8
22,0,45157,Cam Davis,309.4,2475,8
23,0,35104,Tom Lewis,309.0,2472,8
24,0,54334,Ben Cook,307.3,2458,8
25,0,35450,Patrick Cantlay,306.9,2455,8
26,0,33948,Byeong Hun An,306.5,2452,8
26,-12,47483,Will Zalatoris,306.5,2452,8
28,0,33141,Keegan Bradley,306.4,2451,8
29,13,49964,Aaron Wise,306.1,2449,8
30,0,33204,Shane Lowry,306.0,2448,8
31,0,33597,Harry Higgs,305.8,2446,8
32,0,39971,Sungjae Im,305.4,2443,8
33,0,20229,Stewart Cink,305.1,2441,8
34,-16,34046,Jordan Spieth,304.0,2432,8
35,0,46717,Viktor Hovland,303.9,2431,8
36,0,37189,Harold Varner III,303.6,2429,8
37,0,48887,Matt Wallace,303.3,2426,8
38,-5,34099,Harris English,303.1,2425,8
38,0,26329,Louis Oosthuizen,303.1,2425,8
40,0,27214,Kevin Streelman,302.8,2422,8
41,0,50525,Collin Morikawa,302.3,2418,8
42,2,27349,Alex Noren,301.9,2415,8
43,0,45526,Abraham Ancer,301.8,2414,8
43,0,29725,Tony Finau,301.8,2414,8
45,-23,46402,Talor Gooch,301.6,2413,8
46,0,31646,Emiliano Grillo,301.4,2411,8
46,0,34363,Tyrrell Hatton,301.4,2411,8
48,0,35891,Cameron Smith,300.8,2406,8
49,0,29974,Branden Grace,300.3,2402,8
50,0,22405,Justin Rose,299.5,2396,8
51,0,29420,Billy Horschel,299.4,2395,8
52,0,34360,Patrick Reed,299.1,2393,8
53,0,20766,Padraig Harrington,298.5,2388,8
54,-29,40026,Daniel Berger,298.4,2387,8
55,0,25804,Bubba Watson,298.0,2384,8
56,-33,32839,Hideki Matsuyama,297.9,2383,8
57,0,40098,Matt Fitzpatrick,296.4,2371,8
58,0,29518,Brendan Steele,295.6,2365,8
59,0,39997,Corey Conners,295.4,2363,8
59,0,26300,Matt Jones,295.4,2363,8
61,-13,27936,Martin Laird,294.9,2359,8
62,0,34431,Robert Streb,294.8,2358,8
63,0,52215,Robert MacIntyre,294.6,2357,8
64,0,35181,Daniel van Tonder,294.5,2356,8
65,0,33399,Adam Hadwin,293.8,2350,8
66,0,25632,Jimmy Walker,293.4,2347,8
67,0,45522,Christiaan Bezuidenhout,292.6,2341,8
68,0,19846,Brian Gay,291.8,2334,8
68,0,29221,Webb Simpson,291.8,2334,8
70,0,31569,Jason Scrivener,291.3,2330,8
70,0,47128,Richy Werenski,291.3,2330,8
72,0,59872,Brad Marek,290.9,2327,8
73,0,47993,Denny McCarthy,290.8,2326,8
74,0,24138,Ian Poulter,289.6,2317,8
75,0,32102,Rickie Fowler,289.0,2312,8
76,-61,20396,Lee Westwood,288.0,2304,8
77,0,34076,Joel Dahmen,287.5,2300,8
78,0,21528,Henrik Stenson,286.4,2291,8
79,0,06527,Steve Stricker,285.1,2281,8
80,0,35532,Tom Hoge,283.4,2267,8
81,0,34098,Russell Henley,282.6,2261,8
