RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,12716,Charley Hoffman,70.83,51,72,-0.27
2,15,27936,Martin Laird,69.44,50,72,-0.22
2,0,26329,Louis Oosthuizen,69.44,50,72,-0.28
4,0,33141,Keegan Bradley,68.06,49,72,-0.20
4,0,25364,Paul Casey,68.06,49,72,-0.27
4,0,50525,Collin Morikawa,68.06,49,72,-0.29
4,0,45486,Joaquin Niemann,68.06,49,72,-0.24
4,0,35181,Daniel van Tonder,68.06,49,72,-0.16
9,0,39997,Corey Conners,66.67,48,72,-0.21
9,0,36689,Brooks Koepka,66.67,48,72,-0.40
11,15,32839,Hideki Matsuyama,65.28,47,72,-0.19
12,0,35450,Patrick Cantlay,63.89,46,72,-0.28
12,0,31646,Emiliano Grillo,63.89,46,72,-0.28
12,0,29420,Billy Horschel,63.89,46,72,-0.33
12,0,34587,Chan Kim,63.89,46,72,-0.33
12,0,33204,Shane Lowry,63.89,46,72,-0.24
12,0,01810,Phil Mickelson,63.89,46,72,-0.43
12,0,48887,Matt Wallace,63.89,46,72,-0.20
19,0,52215,Robert MacIntyre,62.50,45,72,-0.27
20,0,45526,Abraham Ancer,61.11,44,72,-0.27
20,0,29725,Tony Finau,61.11,44,72,-0.30
20,0,22405,Justin Rose,61.11,44,72,-0.41
20,0,27214,Kevin Streelman,61.11,44,72,-0.30
20,-19,47483,Will Zalatoris,61.11,44,72,-0.32
25,-21,40026,Daniel Berger,59.72,43,72,-0.26
25,0,32102,Rickie Fowler,59.72,43,72,-0.30
25,0,34098,Russell Henley,59.72,43,72,-0.21
25,0,46717,Viktor Hovland,59.72,43,72,-0.26
25,0,28237,Rory McIlroy,59.72,43,72,-0.28
25,1,46970,Jon Rahm,59.72,43,72,-0.30
25,-8,34046,Jordan Spieth,59.72,43,72,-0.14
32,0,34076,Joel Dahmen,58.33,42,72,-0.31
32,0,39058,Lucas Herbert,58.33,42,72,-0.29
32,0,33597,Harry Higgs,58.33,42,72,-0.21
32,0,39971,Sungjae Im,58.33,42,72,-0.29
32,0,30944,Jason Kokrak,58.33,42,72,-0.29
32,0,29221,Webb Simpson,58.33,42,72,-0.26
32,0,31323,Gary Woodland,58.33,42,72,-0.33
39,0,45522,Christiaan Bezuidenhout,56.94,41,72,-0.27
39,0,54334,Ben Cook,56.94,41,72,-0.29
39,0,45157,Cam Davis,56.94,41,72,-0.34
39,0,28089,Jason Day,56.94,41,72,-0.22
39,0,40098,Matt Fitzpatrick,56.94,41,72,-0.41
39,0,33399,Adam Hadwin,56.94,41,72,-0.20
39,0,20766,Padraig Harrington,56.94,41,72,-0.29
39,0,54421,Garrick Higgo,56.94,41,72,-0.22
39,5,33667,Carlos Ortiz,56.94,41,72,-0.34
39,0,34360,Patrick Reed,56.94,41,72,-0.37
39,0,21528,Henrik Stenson,56.94,41,72,-0.29
39,0,37189,Harold Varner III,56.94,41,72,-0.22
39,0,47128,Richy Werenski,56.94,41,72,-0.24
52,0,33974,Dean Burmester,55.56,40,72,-0.33
52,-26,47959,Bryson DeChambeau,55.56,40,72,-0.28
52,0,34099,Harris English,55.56,40,72,-0.28
52,-8,46402,Talor Gooch,55.56,40,72,-0.33
52,-26,27349,Alex Noren,55.56,40,72,-0.18
52,0,31569,Jason Scrivener,55.56,40,72,-0.35
52,0,34431,Robert Streb,55.56,40,72,-0.15
52,0,06527,Steve Stricker,55.56,40,72,-0.33
60,0,20229,Stewart Cink,54.17,39,72,-0.33
60,0,34363,Tyrrell Hatton,54.17,39,72,-0.31
60,0,52686,Rasmus Hojgaard,54.17,39,72,-0.13
60,-34,49964,Aaron Wise,54.17,39,72,-0.38
64,0,29974,Branden Grace,52.78,38,72,-0.32
64,0,35532,Tom Hoge,52.78,38,72,-0.08
64,0,24138,Ian Poulter,52.78,38,72,-0.39
64,-38,46046,Scottie Scheffler,52.78,38,72,-0.42
68,0,32139,Danny Willett,51.39,37,72,-0.27
69,0,47989,Sam Horsfield,50.00,36,72,-0.33
69,0,35891,Cameron Smith,50.00,36,72,-0.28
69,0,29518,Brendan Steele,50.00,36,72,-0.28
69,-43,20396,Lee Westwood,50.00,36,72,-0.28
73,0,33948,Byeong Hun An,48.61,35,72,-0.26
73,0,25632,Jimmy Walker,48.61,35,72,-0.31
73,0,25804,Bubba Watson,48.61,35,72,-0.26
76,0,26300,Matt Jones,47.22,34,72,-0.38
76,0,35104,Tom Lewis,47.22,34,72,-0.21
76,0,59872,Brad Marek,47.22,34,72,-0.24
76,0,47993,Denny McCarthy,47.22,34,72,-0.29
80,-54,51766,Wyndham Clark,45.83,33,72,-0.36
81,0,19846,Brian Gay,43.06,31,72,-0.23
