RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,63343,Aldrich Potgieter,2.294,9.175,4
2,0,49590,Frankie Capan III,2.164,8.658,4
3,0,34587,Chan Kim,2.053,8.211,4
4,0,59141,Matt McCarty,1.935,7.739,4
5,0,55930,Fred Biondi,1.832,7.328,4
6,48,36799,Stephan Jaeger,1.798,7.192,4
7,0,52686,Rasmus Højgaard,1.595,6.379,4
8,0,58605,Quade Cummins,1.568,6.272,4
9,0,51950,Max McGreevy,1.524,6.095,4
10,0,56781,Isaiah Salinda,1.269,5.076,4
11,0,32070,Rafael Campos,1.267,5.070,4
12,0,34076,Joel Dahmen,1.165,4.659,4
13,0,47917,Takumi Kanaya,1.159,4.636,4
14,0,36884,Ben Kohles,1.028,4.112,4
15,5,56630,Akshay Bhatia,0.833,3.331,4
16,0,22371,Aaron Baddeley,0.789,3.155,4
17,29,54591,Ben Griffin,0.788,3.153,4
18,0,37275,Sam Ryder,0.785,3.140,4
19,0,59018,Ryan Gerard,0.731,2.923,4
20,0,52666,Sami Valimaki,0.718,2.872,4
21,0,52370,Mason Andersen,0.708,2.832,4
22,0,60165,Jose Luis Ballester Barrio,0.685,2.740,4
23,0,34256,Andrew Putnam,0.672,2.689,4
24,0,35706,Niklas Norgaard,0.647,2.590,4
25,0,66248,Justin Hastings,0.610,2.442,4
26,0,24925,Jonathan Byrd,0.602,2.408,4
27,0,33199,Matteo Manassero,0.578,2.311,4
28,0,60067,Joe Highsmith,0.560,2.242,4
29,0,59160,John Pak,0.535,2.142,4
30,0,46414,Aaron Rai,0.501,2.005,4
31,0,55789,Taylor Montgomery,0.490,1.962,4
32,0,51287,Ryo Hisatsune,0.462,1.849,4
33,0,46443,Brian Campbell,0.458,1.833,4
34,0,57900,Chandler Phillips,0.438,1.754,4
35,7,47420,Jake Knapp,0.401,1.606,4
36,0,39335,Kevin Roy,0.367,1.469,4
37,0,35658,Kris Ventura,0.340,1.359,4
38,0,31646,Emiliano Grillo,0.331,1.324,4
39,0,25818,Scott Piercy,0.327,1.309,4
40,0,57975,Harry Hall,0.289,1.156,4
41,0,49947,Taylor Moore,0.268,1.072,4
42,0,46340,Alex Smalley,0.210,0.841,4
43,-16,39975,Michael Kim,0.202,0.807,4
44,0,50484,Hayden Springer,0.186,0.745,4
45,0,59440,Ricky Castillo,0.182,0.728,4
46,0,54304,Karl Vilips,0.180,0.720,4
47,0,57123,Steven Fisk,0.179,0.717,4
48,0,50582,Jeremy Paul,0.172,0.687,4
49,0,30163,Henrik Norlander,0.166,0.663,4
50,0,65469,Riley Lewis,0.126,0.504,4
51,0,66417,Blades Brown,0.109,0.435,4
52,0,47983,Chad Ramey,0.056,0.224,4
53,0,25198,Francesco Molinari,-0.014,-0.054,4
54,0,40115,Adam Svensson,-0.053,-0.210,4
55,0,52453,Nicolai Højgaard,-0.095,-0.379,4
56,0,35310,Lanto Griffin,-0.110,-0.441,4
57,0,60004,Jacob Bridgeman,-0.144,-0.576,4
58,0,54607,Danny Walker,-0.161,-0.642,4
59,0,57586,Jesper Svensson,-0.174,-0.695,4
60,0,33968,Thorbjørn Olesen,-0.198,-0.790,4
61,0,45523,Thriston Lawrence,-0.341,-1.362,4
62,0,33597,Harry Higgs,-0.410,-1.641,4
63,0,55165,Noah Goodwin,-0.411,-1.644,4
64,0,40006,Erik van Rooyen,-0.500,-1.999,4
65,-24,45242,Kevin Yu,-0.523,-2.090,4
66,0,61520,Santiago de la Fuente,-0.598,-2.391,4
67,0,47679,Victor Perez,-0.620,-2.479,4
68,0,33413,Ben Martin,-0.626,-2.504,4
69,0,46646,Antoine Rozner,-0.627,-2.508,4
70,0,51890,Greyson Sigg,-0.659,-2.635,4
71,-67,36699,Patrick Rodgers,-0.861,-3.444,4
72,0,38991,Alejandro Tosti,-0.936,-3.743,4
73,0,60882,Thomas Rosenmueller,-1.415,-5.661,4
74,0,29908,C.T. Pan,-1.423,-5.692,4
75,0,34466,Peter Malnati,-1.443,-5.771,4
76,0,51070,Vincent Norrman,-1.819,-7.275,4
77,0,36326,David Lipsky,-2.203,-8.812,4
