RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,29221,Webb Simpson,77.27,17,22
2,0,34709,Eddie Pepperell,73.91,17,23
2,0,22405,Justin Rose,73.91,17,23
4,0,29478,Kevin Kisner,72.41,21,29
5,29,25198,Francesco Molinari,70.83,17,24
6,0,29936,Ryan Fox,69.23,18,26
6,0,34046,Jordan Spieth,69.23,18,26
8,0,48081,Xander Schauffele,68.97,20,29
9,0,32366,Kevin Chappell,68.00,17,25
10,0,22000,Chris Wood,67.86,19,28
11,0,28089,Jason Day,66.67,20,30
11,-10,39975,Michael Kim,66.67,22,33
11,0,32816,Satoshi Kodaira,66.67,20,30
11,40,26596,Ryan Moore,66.67,18,27
11,0,34360,Patrick Reed,66.67,22,33
11,0,08793,Tiger Woods,66.67,16,24
17,0,23108,Matt Kuchar,65.52,19,29
18,0,01666,Bernhard Langer,65.22,15,23
18,0,28237,Rory McIlroy,65.22,15,23
20,0,33399,Adam Hadwin,64.29,18,28
21,0,27349,Alex Noren,64.00,16,25
22,0,34363,Tyrrell Hatton,63.64,14,22
22,0,26328,Shaun Norris,63.64,21,33
24,0,24361,Pat Perez,61.54,16,26
24,0,33293,Thomas Pieters,61.54,16,26
26,0,35225,Brandon Stone,60.87,14,23
27,0,25364,Paul Casey,60.00,15,25
28,0,46567,Paul Dunne,59.46,22,37
29,-4,24024,Zach Johnson,59.26,16,27
30,4,46435,Austin Cook,59.09,13,22
31,0,21528,Henrik Stenson,58.33,14,24
32,0,25396,Kevin Na,58.06,18,31
33,0,26499,Rafa Cabrera Bello,57.69,15,26
34,0,47959,Bryson DeChambeau,57.58,19,33
35,0,32102,Rickie Fowler,56.67,17,30
36,0,33948,Byeong Hun An,56.00,14,25
36,0,26908,Yuta Ikeda,56.00,14,25
38,0,26851,Marc Leishman,55.17,16,29
39,0,32139,Danny Willett,55.00,11,20
40,0,39113,Shubhankar Sharma,54.84,17,31
41,0,27974,Sung Kang,54.55,18,33
41,0,33968,Thorbjørn Olesen,54.55,12,22
43,0,35104,Tom Lewis,54.17,13,24
43,0,24502,Adam Scott,54.17,13,24
45,0,20396,Lee Westwood,53.85,14,26
46,0,36689,Brooks Koepka,53.57,15,28
47,0,45478,Julian Suri,53.33,16,30
48,0,30911,Tommy Fleetwood,52.94,9,17
49,0,29518,Brendan Steele,52.63,10,19
50,0,35450,Patrick Cantlay,52.38,11,21
51,0,20229,Stewart Cink,52.00,13,25
51,0,32815,Masahiro Kawamura,52.00,13,25
51,0,37455,Si Woo Kim,52.00,13,25
54,0,31273,Gavin Kyle Green,51.85,14,27
54,0,39058,Lucas Herbert,51.85,14,27
56,0,30978,Kiradech Aphibarnrat,50.00,17,34
56,0,39524,Sean Crocker,50.00,14,28
56,0,25686,Jason Dufner,50.00,11,22
56,0,35461,Beau Hossler,50.00,13,26
60,0,23797,Brett Rumford,48.39,15,31
61,0,33141,Keegan Bradley,48.28,14,29
62,0,27129,Luke List,48.00,12,25
63,0,23821,Yusaku Miyazato,47.83,11,23
64,0,01810,Phil Mickelson,47.37,9,19
64,0,26329,Louis Oosthuizen,47.37,9,19
66,0,35891,Cameron Smith,47.06,16,34
67,0,35296,Haotong Li,46.15,12,26
67,0,37447,Zander Lombard,46.15,12,26
69,0,12716,Charley Hoffman,45.45,10,22
69,0,40006,Erik van Rooyen,45.45,10,22
71,0,30110,Kyle Stanley,45.00,9,20
72,0,27896,Ross Fisher,44.00,11,25
73,0,46404,Marcus Kinhult,43.48,10,23
74,0,35174,Matthew Southgate,42.86,12,28
75,0,45157,Cam Davis,41.67,10,24
75,0,31323,Gary Woodland,41.67,10,24
77,0,55647,Sam Locke,41.18,14,34
78,0,29725,Tony Finau,38.89,7,18
79,0,30907,Rhys Enoch,32.14,9,28
