RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,39058,Lucas Herbert,331.0,2648,8
2,0,31273,Gavin Kyle Green,330.0,2640,8
3,0,48081,Xander Schauffele,327.0,2616,8
4,0,29518,Brendan Steele,325.8,2606,8
5,0,28237,Rory McIlroy,323.9,2591,8
6,0,27129,Luke List,322.5,2580,8
7,0,47959,Bryson DeChambeau,321.9,2575,8
8,0,29936,Ryan Fox,320.3,2562,8
9,0,32366,Kevin Chappell,319.5,2556,8
9,0,32102,Rickie Fowler,319.5,2556,8
11,0,30911,Tommy Fleetwood,318.4,2547,8
12,0,33968,Thorbjørn Olesen,317.6,2541,8
13,0,35225,Brandon Stone,316.5,2532,8
14,0,40006,Erik van Rooyen,315.5,2524,8
15,0,29725,Tony Finau,315.0,2520,8
16,0,29221,Webb Simpson,314.4,2515,8
17,0,39524,Sean Crocker,313.6,2509,8
18,0,25364,Paul Casey,313.5,2508,8
18,0,35296,Haotong Li,313.5,2508,8
20,0,20229,Stewart Cink,313.4,2507,8
21,0,26329,Louis Oosthuizen,312.5,2500,8
22,0,32139,Danny Willett,312.3,2498,8
23,0,34046,Jordan Spieth,312.1,2497,8
24,0,35450,Patrick Cantlay,311.8,2494,8
25,0,33141,Keegan Bradley,310.6,2485,8
25,0,36689,Brooks Koepka,310.6,2485,8
27,0,25686,Jason Dufner,310.4,2483,8
28,0,35174,Matthew Southgate,310.3,2482,8
29,0,22405,Justin Rose,310.0,2480,8
30,0,27896,Ross Fisher,309.6,2477,8
31,0,29478,Kevin Kisner,309.3,2474,8
32,0,23821,Yusaku Miyazato,308.8,2470,8
32,0,34360,Patrick Reed,308.8,2470,8
34,0,34363,Tyrrell Hatton,308.3,2466,8
34,0,46404,Marcus Kinhult,308.3,2466,8
36,0,33293,Thomas Pieters,307.9,2463,8
37,0,35104,Tom Lewis,307.4,2459,8
37,-19,25198,Francesco Molinari,307.4,2459,8
39,0,24502,Adam Scott,306.8,2454,8
40,0,46567,Paul Dunne,306.6,2453,8
41,0,28089,Jason Day,306.4,2451,8
41,0,55647,Sam Locke,306.4,2451,8
43,0,26499,Rafa Cabrera Bello,306.0,2448,8
44,0,35891,Cameron Smith,305.1,2441,8
45,0,27349,Alex Noren,305.0,2440,8
46,0,37447,Zander Lombard,304.6,2437,8
47,0,20396,Lee Westwood,304.5,2436,8
48,0,12716,Charley Hoffman,304.1,2433,8
48,-21,39975,Michael Kim,304.1,2433,8
50,0,31323,Gary Woodland,303.5,2428,8
51,0,33948,Byeong Hun An,303.0,2424,8
51,0,08793,Tiger Woods,303.0,2424,8
53,0,45157,Cam Davis,302.4,2419,8
53,0,30110,Kyle Stanley,302.4,2419,8
53,0,45478,Julian Suri,302.4,2419,8
56,0,01810,Phil Mickelson,302.3,2418,8
57,7,26596,Ryan Moore,302.0,2416,8
58,-22,46435,Austin Cook,301.8,2414,8
59,0,37455,Si Woo Kim,301.6,2413,8
60,0,32815,Masahiro Kawamura,301.5,2412,8
61,0,35461,Beau Hossler,300.0,2400,8
62,0,30978,Kiradech Aphibarnrat,299.4,2395,8
62,0,26908,Yuta Ikeda,299.4,2395,8
64,0,32816,Satoshi Kodaira,298.9,2391,8
65,0,26328,Shaun Norris,298.8,2390,8
65,0,21528,Henrik Stenson,298.8,2390,8
67,0,39113,Shubhankar Sharma,296.1,2369,8
68,0,30907,Rhys Enoch,295.3,2362,8
69,0,23797,Brett Rumford,294.5,2356,8
70,0,25396,Kevin Na,294.0,2352,8
71,0,22000,Chris Wood,292.8,2342,8
72,-48,24024,Zach Johnson,291.6,2333,8
73,0,33399,Adam Hadwin,290.5,2324,8
74,0,34709,Eddie Pepperell,289.0,2312,8
75,0,23108,Matt Kuchar,288.0,2304,8
76,0,24361,Pat Perez,286.8,2294,8
77,0,26851,Marc Leishman,286.4,2291,8
78,0,27974,Sung Kang,284.1,2273,8
79,0,01666,Bernhard Langer,265.5,2124,8
