RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,46404,Marcus Kinhult,70.00,42,60
1,0,40006,Erik van Rooyen,70.00,42,60
3,0,25364,Paul Casey,68.33,41,60
3,0,01666,Bernhard Langer,68.33,41,60
5,0,39113,Shubhankar Sharma,66.67,40,60
5,0,29221,Webb Simpson,66.67,40,60
5,0,08793,Tiger Woods,66.67,40,60
8,0,20229,Stewart Cink,65.00,39,60
8,0,32102,Rickie Fowler,65.00,39,60
8,0,34709,Eddie Pepperell,65.00,39,60
8,0,29518,Brendan Steele,65.00,39,60
12,0,26908,Yuta Ikeda,63.33,38,60
12,0,23821,Yusaku Miyazato,63.33,38,60
12,0,26329,Louis Oosthuizen,63.33,38,60
12,0,48081,Xander Schauffele,63.33,38,60
16,0,45157,Cam Davis,61.67,37,60
16,0,27896,Ross Fisher,61.67,37,60
18,0,26499,Rafa Cabrera Bello,60.00,36,60
18,0,31273,Gavin Kyle Green,60.00,36,60
18,0,39058,Lucas Herbert,60.00,36,60
18,-16,39975,Michael Kim,60.00,36,60
18,0,37455,Si Woo Kim,60.00,36,60
18,0,33968,Thorbjørn Olesen,60.00,36,60
18,0,22405,Justin Rose,60.00,36,60
25,0,25686,Jason Dufner,58.33,35,60
25,0,29725,Tony Finau,58.33,35,60
25,0,34363,Tyrrell Hatton,58.33,35,60
25,0,23108,Matt Kuchar,58.33,35,60
25,0,24361,Pat Perez,58.33,35,60
25,0,21528,Henrik Stenson,58.33,35,60
31,0,33141,Keegan Bradley,56.67,34,60
31,-1,46435,Austin Cook,56.67,34,60
31,0,33399,Adam Hadwin,56.67,34,60
31,0,32815,Masahiro Kawamura,56.67,34,60
31,0,35296,Haotong Li,56.67,34,60
31,0,55647,Sam Locke,56.67,34,60
31,0,20396,Lee Westwood,56.67,34,60
31,0,22000,Chris Wood,56.67,34,60
31,0,31323,Gary Woodland,56.67,34,60
40,0,33948,Byeong Hun An,55.00,33,60
40,0,32366,Kevin Chappell,55.00,33,60
40,0,32816,Satoshi Kodaira,55.00,33,60
40,0,26851,Marc Leishman,55.00,33,60
40,-38,26596,Ryan Moore,55.00,33,60
40,0,25396,Kevin Na,55.00,33,60
40,0,35891,Cameron Smith,55.00,33,60
47,0,30907,Rhys Enoch,53.33,32,60
47,0,30911,Tommy Fleetwood,53.33,32,60
47,0,24502,Adam Scott,53.33,32,60
50,0,39524,Sean Crocker,51.67,31,60
50,0,35104,Tom Lewis,51.67,31,60
50,0,27129,Luke List,51.67,31,60
50,0,01810,Phil Mickelson,51.67,31,60
50,0,27349,Alex Noren,51.67,31,60
50,0,45478,Julian Suri,51.67,31,60
56,0,26328,Shaun Norris,50.00,30,60
56,0,34046,Jordan Spieth,50.00,30,60
56,0,32139,Danny Willett,50.00,30,60
59,-57,24024,Zach Johnson,48.33,29,60
59,0,29478,Kevin Kisner,48.33,29,60
59,0,36689,Brooks Koepka,48.33,29,60
59,0,23797,Brett Rumford,48.33,29,60
59,0,35174,Matthew Southgate,48.33,29,60
59,0,35225,Brandon Stone,48.33,29,60
65,0,30978,Kiradech Aphibarnrat,46.67,28,60
65,0,28089,Jason Day,46.67,28,60
65,0,46567,Paul Dunne,46.67,28,60
65,0,12716,Charley Hoffman,46.67,28,60
65,0,27974,Sung Kang,46.67,28,60
70,0,35450,Patrick Cantlay,45.00,27,60
70,0,28237,Rory McIlroy,45.00,27,60
70,0,34360,Patrick Reed,45.00,27,60
70,0,30110,Kyle Stanley,45.00,27,60
74,0,29936,Ryan Fox,43.33,26,60
74,-61,25198,Francesco Molinari,43.33,26,60
76,0,47959,Bryson DeChambeau,41.67,25,60
76,0,33293,Thomas Pieters,41.67,25,60
78,0,37447,Zander Lombard,40.00,24,60
79,0,35461,Beau Hossler,38.33,23,60
