RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,40009,Dominic Bozzelli,2.183,8.730,4
2,58,32448,James Hahn,1.641,6.563,4
3,0,40058,Zac Blair,1.636,6.545,4
4,33,46402,Talor Gooch,1.619,6.476,4
5,0,23614,Rich Beem,1.551,6.203,4
6,3,29268,Bronson Burgoon,1.473,5.890,4
7,36,35310,Lanto Griffin,1.458,5.830,4
8,0,12510,Chad Campbell,1.352,5.408,4
9,0,24846,Ricky Barnes,1.326,5.304,4
10,49,36801,Mark Hubbard,1.275,5.098,4
11,47,33667,Carlos Ortiz,1.237,4.946,4
12,0,34021,Bud Cauley,1.234,4.937,4
13,-9,47993,Denny McCarthy,1.226,4.904,4
14,4,35461,Beau Hossler,1.201,4.802,4
15,0,34099,Harris English,1.061,4.245,4
16,0,49298,Kramer Hickok,.966,3.864,4
17,0,57900,Chandler Phillips,.960,3.838,4
18,0,39324,J.J. Spaun,.953,3.811,4
19,25,32254,Xinjun Zhang,.931,3.724,4
20,0,34466,Peter Malnati,.898,3.591,4
21,11,34174,John Huh,.888,3.553,4
22,-14,46442,Maverick McNealy,.799,3.197,4
23,0,20229,Stewart Cink,.774,3.095,4
24,0,30927,Brendon Todd,.769,3.076,4
25,0,32662,Michael Gligic,.758,3.033,4
26,0,35506,Mackenzie Hughes,.709,2.837,4
27,0,36698,Andy Zhang,.706,2.822,4
28,-23,19846,Brian Gay,.691,2.764,4
29,36,30110,Kyle Stanley,.667,2.666,4
30,0,52372,Cameron Champ,.632,2.528,4
31,0,52374,Brandon Wu,.621,2.483,4
32,30,53165,Doc Redman,.619,2.475,4
33,0,48822,Sebastián Muñoz,.605,2.421,4
34,0,23353,J.J. Henry,.541,2.163,4
35,-15,33122,Russell Knox,.531,2.123,4
36,34,28307,Matt Every,.504,2.017,4
37,0,33803,Lucas Bjerregaard,.370,1.480,4
38,10,34098,Russell Henley,.348,1.391,4
39,0,33419,Cameron Tringale,.327,1.307,4
40,-17,33490,Bo Hoag,.268,1.070,4
41,5,48119,Ben Taylor,.058,.230,4
42,0,24924,Bill Haas,.030,.118,4
42,0,27095,Nick Watney,.030,.118,4
44,0,23788,D.J. Trahan,.020,.078,4
45,0,36699,Patrick Rodgers,.019,.074,4
46,0,49960,Sepp Straka,-.041,-.164,4
47,0,48045,Michael Gellerman,-.052,-.209,4
48,0,24490,George McNeill,-.067,-.269,4
49,0,34314,Sebastian Cappelen,-.074,-.297,4
50,0,46435,Austin Cook,-.118,-.471,4
51,0,40042,Tyler McCumber,-.139,-.557,4
52,0,32618,Rhein Gibson,-.157,-.629,4
52,0,27554,Scott Harrington,-.157,-.630,4
54,0,28252,Seamus Power,-.159,-.636,4
55,0,29535,Brice Garnett,-.166,-.665,4
56,0,46823,Jeremy Gandon,-.175,-.702,4
57,-1,27936,Martin Laird,-.184,-.736,4
58,0,35230,Nelson Ledesma,-.199,-.795,4
59,0,33418,Shawn Stefani,-.219,-.877,4
60,0,34431,Robert Streb,-.245,-.979,4
61,0,27436,Graham DeLaet,-.276,-1.106,4
62,-35,27129,Luke List,-.287,-1.149,4
63,-28,37275,Sam Ryder,-.490,-1.961,4
64,0,30163,Henrik Norlander,-.511,-2.043,4
65,-10,46046,Scottie Scheffler,-.563,-2.254,4
66,0,28420,Ryan Brehm,-.602,-2.407,4
67,0,32200,Roberto Castro,-.630,-2.522,4
68,-23,27963,Chris Stroud,-.675,-2.701,4
69,0,35732,Wes Roach,-.679,-2.715,4
70,0,47987,Cole Hammer,-.696,-2.786,4
70,0,27942,Rob Oppenheim,-.696,-2.783,4
72,0,31557,Jim Herman,-.873,-3.494,4
73,0,56741,Braden Bailey,-.987,-3.947,4
74,0,34255,Joseph Bramlett,-1.080,-4.319,4
75,0,26289,Boo Weekley,-1.196,-4.783,4
76,0,24358,Robert Garrigus,-1.409,-5.638,4
77,0,19803,Ryan Armour,-1.519,-6.078,4
78,0,32070,Rafael Campos,-2.259,-9.035,4
