RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,28237,Rory McIlroy,2.581,1.355,-0.007,1.233,4
2,0,35706,Niklas Norgaard,2.435,1.630,0.848,-0.042,4
3,0,35296,Haotong Li,2.337,1.203,0.825,0.310,4
4,0,52215,Robert MacIntyre,2.176,0.690,1.413,0.073,4
5,0,45157,Cam Davis,2.112,0.654,0.401,1.057,4
6,0,33199,Matteo Manassero,1.962,-0.129,2.207,-0.116,4
7,0,27644,Brian Harman,1.802,0.047,1.600,0.155,4
8,0,55182,Tom Kim,1.748,0.760,0.876,0.112,4
9,0,24502,Adam Scott,1.704,1.046,0.678,-0.020,4
10,0,30911,Tommy Fleetwood,1.701,0.767,0.894,0.041,4
11,-2,39971,Sungjae Im,1.557,-0.127,0.744,0.940,4
12,0,32367,Jorge Campillo,1.432,0.167,0.923,0.342,4
13,0,27349,Alex Noren,1.377,0.336,0.298,0.743,4
14,0,52453,Nicolai Højgaard,1.376,0.452,1.617,-0.694,4
15,5,54591,Ben Griffin,1.369,0.391,0.866,0.111,4
16,0,40006,Erik van Rooyen,1.316,0.538,1.356,-0.578,4
17,0,37455,Si Woo Kim,1.255,0.306,0.667,0.281,4
18,0,52955,Ludvig Åberg,1.240,0.419,0.762,0.059,4
19,0,46646,Antoine Rozner,1.221,-0.482,1.242,0.460,4
20,0,50525,Collin Morikawa,1.185,0.000,0.851,0.334,4
21,0,48081,Xander Schauffele,1.064,0.010,1.090,-0.037,4
22,0,31323,Gary Woodland,1.001,0.510,-0.214,0.704,4
23,0,51634,Sahith Theegala,0.976,0.533,0.295,0.147,4
24,0,39997,Corey Conners,0.955,-0.133,0.826,0.262,4
25,0,50762,Alejandro Del Rey,0.888,0.427,0.493,-0.032,4
26,0,29936,Ryan Fox,0.885,-0.348,0.955,0.277,4
27,0,34099,Harris English,0.869,0.310,0.705,-0.146,4
28,0,52686,Rasmus Højgaard,0.853,0.399,-0.295,0.749,4
29,0,33653,Thomas Detry,0.798,0.613,0.471,-0.286,4
30,11,46414,Aaron Rai,0.781,0.232,-0.376,0.926,4
31,0,48117,Kurt Kitayama,0.768,0.463,-0.094,0.398,4
32,0,37250,Romain Langasque,0.742,-0.310,0.722,0.330,4
33,0,57586,Jesper Svensson,0.729,-0.155,0.977,-0.092,4
34,0,51661,Nick Bachem,0.723,0.893,-0.335,0.164,4
35,-19,51977,Max Greyserman,0.715,-0.056,0.481,0.290,4
36,-32,58168,Davis Thompson,0.699,0.543,-1.055,1.211,4
37,0,39113,Shubhankar Sharma,0.631,-0.677,2.372,-1.065,4
38,0,30957,Max Kieffer,0.592,-0.044,0.561,0.075,4
39,0,25493,Nick Taylor,0.580,-0.641,0.708,0.512,4
40,0,55955,Matthew Jordan,0.564,0.462,-0.641,0.743,4
41,0,23481,Marcel Siem,0.557,0.249,0.014,0.294,4
42,0,54190,Richard Mansell,0.509,0.539,-0.419,0.389,4
43,0,47679,Victor Perez,0.452,0.637,0.524,-0.709,4
44,-9,54628,Lee Hodges,0.427,0.207,-0.014,0.233,4
45,6,55893,Sam Stevens,0.360,0.500,-0.290,0.150,4
46,13,36884,Ben Kohles,0.337,0.102,-0.041,0.277,4
47,0,12716,Charley Hoffman,0.304,0.098,-0.135,0.340,4
48,0,51766,Wyndham Clark,0.271,0.200,-0.298,0.369,4
49,0,37066,Grant Forrest,0.206,0.170,0.502,-0.467,4
50,0,25198,Francesco Molinari,0.161,0.023,0.863,-0.725,4
51,21,33968,Thorbjørn Olesen,0.114,-0.097,-0.273,0.484,4
52,0,48051,Yannik Paul,-0.034,0.409,0.012,-0.455,4
53,0,49813,Daniel Hillier,-0.115,0.341,0.254,-0.710,4
54,0,47443,Junghwan Lee,-0.180,0.141,0.041,-0.363,4
55,0,50584,Connor Syme,-0.187,0.104,-0.148,-0.143,4
56,0,33399,Adam Hadwin,-0.204,-0.149,0.929,-0.984,4
57,0,48936,Ugo Coussaud,-0.322,0.356,-0.182,-0.497,4
58,0,33448,Justin Thomas,-0.406,-0.064,-0.379,0.037,4
59,0,33459,Jens Dantorp,-0.561,-0.358,0.114,-0.317,4
60,0,57259,Daniel Brown,-0.596,-0.016,-0.695,0.115,4
61,-22,30927,Brendon Todd,-0.663,-0.496,-0.406,0.239,4
62,0,46717,Viktor Hovland,-0.780,0.216,-0.393,-0.603,4
63,0,35506,Mackenzie Hughes,-0.787,-1.409,0.126,0.496,4
64,0,20229,Stewart Cink,-0.796,-1.004,0.479,-0.270,4
65,-54,47591,Eric Cole,-0.883,-0.588,-0.527,0.232,4
66,0,37378,Min Woo Lee,-0.950,0.770,-1.871,0.151,4
67,0,40098,Matt Fitzpatrick,-0.953,-0.225,-0.254,-0.474,4
68,-43,51997,Andrew Novak,-0.978,-0.456,-0.055,-0.467,4
69,0,39977,Max Homa,-1.043,-0.092,-1.380,0.429,4
70,0,33870,Ashun Wu,-1.318,-0.793,-0.713,0.188,4
71,-63,28252,Seamus Power,-1.356,0.509,-1.051,-0.815,4
72,4,40162,Justin Lower,-1.635,0.304,-0.796,-1.143,4
73,0,28340,Julien Guerrier,-1.675,-0.378,-0.356,-0.940,4
74,0,55789,Taylor Montgomery,-2.643,-1.606,-0.676,-0.361,4
