RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,50584,Connor Syme,1.894,7.575,4
2,0,37250,Romain Langasque,1.715,6.862,4
3,0,51766,Wyndham Clark,1.686,6.746,4
4,0,40098,Matt Fitzpatrick,1.660,6.640,4
5,0,47679,Victor Perez,1.505,6.022,4
6,0,54190,Richard Mansell,1.448,5.791,4
7,-6,46414,Aaron Rai,1.426,5.703,4
8,8,47591,Eric Cole,1.340,5.361,4
9,0,24502,Adam Scott,1.253,5.012,4
10,0,35506,Mackenzie Hughes,1.243,4.974,4
11,0,48051,Yannik Paul,1.240,4.962,4
12,0,46717,Viktor Hovland,1.237,4.948,4
13,0,51634,Sahith Theegala,1.231,4.926,4
14,0,33399,Adam Hadwin,1.161,4.643,4
15,-13,30927,Brendon Todd,1.119,4.478,4
16,0,52215,Robert MacIntyre,1.031,4.124,4
17,0,50525,Collin Morikawa,1.022,4.089,4
18,0,39997,Corey Conners,1.002,4.009,4
19,0,52955,Ludvig Åberg,0.967,3.867,4
20,0,30957,Max Kieffer,0.865,3.459,4
21,16,40162,Justin Lower,0.842,3.368,4
22,0,50762,Alejandro Del Rey,0.819,3.278,4
23,21,28252,Seamus Power,0.813,3.252,4
24,0,48936,Ugo Coussaud,0.779,3.117,4
25,0,33870,Ashun Wu,0.775,3.101,4
26,38,51977,Max Greyserman,0.742,2.968,4
27,4,39971,Sungjae Im,0.650,2.601,4
28,0,55955,Matthew Jordan,0.643,2.574,4
28,0,48081,Xander Schauffele,0.643,2.574,4
30,0,47443,Junghwan Lee,0.637,2.549,4
31,0,28340,Julien Guerrier,0.631,2.526,4
32,0,52686,Rasmus Højgaard,0.604,2.415,4
33,0,55789,Taylor Montgomery,0.600,2.400,4
34,1,33968,Thorbjørn Olesen,0.593,2.373,4
35,0,27349,Alex Noren,0.580,2.319,4
36,0,49813,Daniel Hillier,0.571,2.286,4
37,0,57259,Daniel Brown,0.553,2.212,4
38,4,20229,Stewart Cink,0.502,2.010,4
39,0,37066,Grant Forrest,0.501,2.005,4
40,0,51661,Nick Bachem,0.484,1.938,4
41,0,33653,Thomas Detry,0.409,1.635,4
42,0,25198,Francesco Molinari,0.296,1.183,4
43,0,57586,Jesper Svensson,0.228,0.911,4
44,0,48117,Kurt Kitayama,0.189,0.757,4
45,3,36884,Ben Kohles,0.120,0.480,4
46,0,33448,Justin Thomas,0.112,0.450,4
47,0,34099,Harris English,0.088,0.351,4
48,0,39113,Shubhankar Sharma,0.076,0.306,4
49,28,54628,Lee Hodges,0.030,0.122,4
50,0,39977,Max Homa,0.000,0.000,4
51,0,46646,Antoine Rozner,-0.014,-0.054,4
52,0,55182,Tom Kim,-0.041,-0.162,4
53,0,37455,Si Woo Kim,-0.048,-0.190,4
54,-48,51997,Andrew Novak,-0.065,-0.260,4
55,0,12716,Charley Hoffman,-0.097,-0.387,4
56,-31,55893,Sam Stevens,-0.153,-0.613,4
57,0,32367,Jorge Campillo,-0.225,-0.901,4
58,0,33459,Jens Dantorp,-0.232,-0.929,4
59,-54,58168,Davis Thompson,-0.242,-0.966,4
60,0,33199,Matteo Manassero,-0.255,-1.021,4
61,0,27644,Brian Harman,-0.345,-1.380,4
62,0,25493,Nick Taylor,-0.373,-1.490,4
63,0,28237,Rory McIlroy,-0.374,-1.497,4
64,0,40006,Erik van Rooyen,-0.609,-2.435,4
65,-61,54591,Ben Griffin,-0.662,-2.646,4
66,0,52453,Nicolai Højgaard,-0.669,-2.674,4
67,0,29936,Ryan Fox,-0.678,-2.710,4
68,0,35706,Niklas Norgaard,-0.728,-2.913,4
69,0,30911,Tommy Fleetwood,-0.744,-2.977,4
70,0,37378,Min Woo Lee,-0.843,-3.371,4
71,0,23481,Marcel Siem,-0.850,-3.401,4
72,0,35296,Haotong Li,-0.880,-3.520,4
73,0,45157,Cam Davis,-0.905,-3.621,4
74,0,31323,Gary Woodland,-1.794,-7.175,4
