PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS
54190,Richard Mansell,2022 The Open,81.94,327.1,60.94,46.15,34.0,35
25198,Francesco Molinari,2022 The Open,81.94,309.8,71.88,76.92,30.75,34
46410,Jamie Rutherford,2022 The Open,81.94,299.6,65.63,15.38,35.0,35
39997,Corey Conners,2022 The Open,80.56,314.8,76.56,42.86,31.0,30
54480,Justin De Los Santos,2022 The Open,80.56,319.0,60.94,57.14,32.75,33
34363,Tyrrell Hatton,2022 The Open,80.56,336.6,68.75,71.43,31.0,28
52453,Nicolai Hojgaard,2022 The Open,80.56,345.6,60.94,42.86,32.0,33
46717,Viktor Hovland,2022 The Open,80.56,327.6,60.94,57.14,30.25,30
55182,Tom Kim,2022 The Open,80.56,314.9,73.44,50.0,32.5,31
45523,Thriston Lawrence,2022 The Open,80.56,334.1,60.94,28.57,32.0,31
33674,Adrian Meronk,2022 The Open,80.56,325.6,56.25,50.0,32.25,34
48081,Xander Schauffele,2022 The Open,80.56,339.4,64.06,42.86,32.0,33
46464,Jordan L Smith,2022 The Open,80.56,332.9,62.5,50.0,33.75,35
33419,Cameron Tringale,2022 The Open,80.56,308.4,68.75,57.14,32.5,33
49964,Aaron Wise,2022 The Open,80.56,322.3,62.5,57.14,33.25,36
47483,Will Zalatoris,2022 The Open,80.56,340.9,62.5,42.86,31.75,35
47504,Sam Burns,2022 The Open,79.17,326.0,54.69,26.67,30.75,32
29954,Robert Dinwiddie,2022 The Open,79.17,317.8,62.5,46.67,32.0,28
29725,Tony Finau,2022 The Open,79.17,325.6,59.38,46.67,31.0,36
27644,Brian Harman,2022 The Open,79.17,303.0,71.88,80.0,30.0,30
54421,Garrick Higgo,2022 The Open,79.17,318.5,65.63,26.67,31.25,31
48117,Kurt Kitayama,2022 The Open,79.17,322.9,54.69,53.33,33.0,27
32839,Hideki Matsuyama,2022 The Open,79.17,313.8,70.31,53.33,32.75,34
48822,Sebastián Muñoz,2022 The Open,79.17,319.3,70.31,53.33,31.75,32
46798,Anthony Quayle,2022 The Open,79.17,339.3,70.31,46.67,31.5,32
33448,Justin Thomas,2022 The Open,79.17,344.1,65.63,40.0,32.25,34
37189,Harold Varner III,2022 The Open,79.17,326.6,62.5,40.0,31.5,36
33974,Dean Burmester,2022 The Open,77.78,323.4,56.25,43.75,30.5,30
33653,Thomas Detry,2022 The Open,77.78,342.8,64.06,37.5,31.5,34
39058,Lucas Herbert,2022 The Open,77.78,330.3,65.63,68.75,30.75,31
30926,Chris Kirk,2022 The Open,77.78,322.6,73.44,62.5,31.0,35
30944,Jason Kokrak,2022 The Open,77.78,323.9,64.06,56.25,31.25,31
45486,Joaquin Niemann,2022 The Open,77.78,335.9,56.25,56.25,32.25,30
33293,Thomas Pieters,2022 The Open,77.78,332.1,53.13,43.75,31.0,35
24138,Ian Poulter,2022 The Open,77.78,309.0,65.63,50.0,31.5,34
45522,Christiaan Bezuidenhout,2022 The Open,76.39,314.6,57.81,41.18,31.75,29
29970,Dylan Frittelli,2022 The Open,76.39,313.4,59.38,23.53,30.0,30
61560,Aaron Jarvis,2022 The Open,76.39,307.9,64.06,47.06,33.0,37
52215,Robert MacIntyre,2022 The Open,76.39,321.3,54.69,47.06,30.75,33
24502,Adam Scott,2022 The Open,76.39,325.4,68.75,52.94,30.5,30
20396,Lee Westwood,2022 The Open,76.39,317.6,65.63,47.06,30.75,28
32139,Danny Willett,2022 The Open,76.39,319.8,67.19,58.82,31.75,33
48898,David Carey,2022 The Open,75.0,337.8,56.25,44.44,32.75,36
23802,Brad Kennedy,2022 The Open,75.0,311.1,71.88,44.44,30.5,27
37455,Si Woo Kim,2022 The Open,75.0,318.0,64.06,72.22,29.75,26
28723,John Parry,2022 The Open,75.0,316.0,62.5,55.56,31.0,31
34360,Patrick Reed,2022 The Open,75.0,303.8,57.81,55.56,30.25,31
52444,Filippo Celli,2022 The Open,73.61,329.1,70.31,47.37,32.5,34
34364,David Law,2022 The Open,73.61,322.6,59.38,42.11,32.75,34
34362,Laurie Canter,2022 The Open,70.83,314.8,60.94,33.33,31.5,31
51766,Wyndham Clark,2022 The Open,70.83,331.0,59.38,52.38,33.25,30
21209,Sergio Garcia,2022 The Open,70.83,321.6,60.94,47.62,30.5,31
45227,Lars Van Meijel,2022 The Open,70.83,330.9,64.06,66.67,31.0,31
63342,Barclay Brown,2022 The Open,69.44,313.9,51.56,50.0,30.5,27
45194,Marcus Armitage,2022 The Open,65.28,317.1,54.69,52.0,30.25,28
60369,Sam Bairstow,2022 The Open,63.89,329.4,60.94,57.69,31.5,30
