PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS
47959,Bryson DeChambeau,2022 The Open,91.67,327.9,75.0,50.0,33.0,32
28237,Rory McIlroy,2022 The Open,90.28,343.9,64.06,71.43,32.25,28
52096,Adri Arnaus,2022 The Open,88.89,346.0,60.94,12.5,34.5,38
48632,Yuto Katsuragawa,2022 The Open,88.89,320.0,73.44,37.5,33.75,33
35891,Cameron Smith,2022 The Open,87.5,317.4,67.19,77.78,30.0,28
45526,Abraham Ancer,2022 The Open,86.11,335.3,76.56,50.0,31.5,32
35450,Patrick Cantlay,2022 The Open,86.11,315.8,62.5,40.0,31.75,31
34098,Russell Henley,2022 The Open,86.11,312.6,70.31,40.0,33.25,34
46046,Scottie Scheffler,2022 The Open,86.11,321.4,68.75,50.0,31.5,28
40098,Matt Fitzpatrick,2022 The Open,84.72,331.0,60.94,54.55,32.0,34
29420,Billy Horschel,2022 The Open,84.72,311.6,75.0,63.64,32.5,35
33204,Shane Lowry,2022 The Open,84.72,330.4,67.19,45.45,32.0,36
25364,Paul Casey,2022 The Open,83.33,327.3,64.06,25.0,32.0,31
30911,Tommy Fleetwood,2022 The Open,83.33,331.9,60.94,66.67,31.0,33
30925,Dustin Johnson,2022 The Open,83.33,340.4,64.06,58.33,30.25,27
29478,Kevin Kisner,2022 The Open,83.33,305.5,65.63,41.67,31.5,36
46601,Trey Mullinax,2022 The Open,83.33,324.6,62.5,33.33,32.0,33
47679,Victor Perez,2022 The Open,83.33,330.9,71.88,41.67,32.75,34
46970,Jon Rahm,2022 The Open,83.33,336.4,64.06,50.0,32.75,36
31569,Jason Scrivener,2022 The Open,83.33,303.8,57.81,50.0,33.25,34
34046,Jordan Spieth,2022 The Open,83.33,317.4,64.06,50.0,31.0,31
51634,Sahith Theegala,2022 The Open,83.33,336.0,62.5,50.0,32.5,31
57366,Cameron Young,2022 The Open,83.33,334.5,64.06,50.0,30.75,30
46402,Talor Gooch,2022 The Open,81.94,330.6,70.31,46.15,32.75,30
39971,Sungjae Im,2022 The Open,81.94,327.4,70.31,46.15,35.5,37
48018,Sadom Kaewkanjana,2022 The Open,81.94,305.1,68.75,61.54,30.75,33
37378,Min Woo Lee,2022 The Open,81.94,338.6,62.5,38.46,31.75,32
