PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,SG_PUTT,SG_OFF_THE_TEE,SG_APPROACH,SG_AROUND_THE_GREEN
46046,Scottie Scheffler,2023 The Memorial Tournament pres. by Workday,-2.129,0.964,2.78,0.949
37455,Si Woo Kim,2023 The Memorial Tournament pres. by Workday,-0.1985,1.127,1.024,0.917
46970,Jon Rahm,2023 The Memorial Tournament pres. by Workday,-1.30675,0.627,1.878,-0.067
34046,Jordan Spieth,2023 The Memorial Tournament pres. by Workday,-0.027,0.825,0.225,0.691
27129,Luke List,2023 The Memorial Tournament pres. by Workday,-0.92475,-0.076,1.964,0.23
28237,Rory McIlroy,2023 The Memorial Tournament pres. by Workday,0.23025,1.319,-0.386,0.898
32102,Rickie Fowler,2023 The Memorial Tournament pres. by Workday,-0.0155,0.411,0.572,0.448
40098,Matt Fitzpatrick,2023 The Memorial Tournament pres. by Workday,0.08375,0.718,0.81,0.499
33948,Byeong Hun An,2023 The Memorial Tournament pres. by Workday,-0.61975,1.083,0.375,0.171
35450,Patrick Cantlay,2023 The Memorial Tournament pres. by Workday,-0.86,0.782,0.678,0.048
34256,Andrew Putnam,2023 The Memorial Tournament pres. by Workday,0.65725,0.304,1.216,0.355
46717,Viktor Hovland,2023 The Memorial Tournament pres. by Workday,1.517,0.83,0.129,0.163
54628,Lee Hodges,2023 The Memorial Tournament pres. by Workday,0.12075,0.604,0.505,0.095
34255,Joseph Bramlett,2023 The Memorial Tournament pres. by Workday,-0.01,0.19,-0.204,0.739
39324,J.J. Spaun,2023 The Memorial Tournament pres. by Workday,-0.50925,0.24,-0.268,0.752
35461,Beau Hossler,2023 The Memorial Tournament pres. by Workday,-0.14125,0.441,-0.432,0.905
47347,Adam Schenk,2023 The Memorial Tournament pres. by Workday,0.988,0.215,1.566,-0.434
33204,Shane Lowry,2023 The Memorial Tournament pres. by Workday,0.27425,0.282,0.976,0.083
34098,Russell Henley,2023 The Memorial Tournament pres. by Workday,0.3255,-0.992,1.079,0.302
36801,Mark Hubbard,2023 The Memorial Tournament pres. by Workday,-0.16475,0.16,0.516,0.214
36326,David Lipsky,2023 The Memorial Tournament pres. by Workday,0.59775,0.325,0.421,0.078
49960,Sepp Straka,2023 The Memorial Tournament pres. by Workday,0.384,0.275,1.598,-0.762
31323,Gary Woodland,2023 The Memorial Tournament pres. by Workday,0.13825,0.258,0.574,0.579
37275,Sam Ryder,2023 The Memorial Tournament pres. by Workday,-1.57275,0.231,1.168,-0.185
47504,Sam Burns,2023 The Memorial Tournament pres. by Workday,0.465,0.277,0.338,0.184
48081,Xander Schauffele,2023 The Memorial Tournament pres. by Workday,0.319,0.84,0.848,-0.435
51766,Wyndham Clark,2023 The Memorial Tournament pres. by Workday,0.873,0.704,0.368,0.067
57362,Austin Eckroat,2023 The Memorial Tournament pres. by Workday,0.13425,0.235,0.058,0.419
32839,Hideki Matsuyama,2023 The Memorial Tournament pres. by Workday,0.6415,-0.04,0.99,0.275
33653,Thomas Detry,2023 The Memorial Tournament pres. by Workday,-0.569,0.296,0.509,-0.171
