RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,45526,Abraham Ancer,82.14,46,56
2,0,28089,Jason Day,75.00,42,56
2,0,50525,Collin Morikawa,75.00,42,56
2,0,06527,Steve Stricker,75.00,42,56
5,0,39997,Corey Conners,73.21,41,56
5,0,39971,Sungjae Im,73.21,41,56
5,28,27349,Alex Noren,73.21,41,56
8,0,33141,Keegan Bradley,71.43,40,56
8,33,27936,Martin Laird,71.43,40,56
10,0,33204,Shane Lowry,69.64,39,56
10,0,22405,Justin Rose,69.64,39,56
12,0,12716,Charley Hoffman,67.86,38,56
12,0,29420,Billy Horschel,67.86,38,56
12,0,31569,Jason Scrivener,67.86,38,56
12,0,27214,Kevin Streelman,67.86,38,56
12,0,48887,Matt Wallace,67.86,38,56
12,44,20396,Lee Westwood,67.86,38,56
12,57,47483,Will Zalatoris,67.86,38,56
19,0,40098,Matt Fitzpatrick,66.07,37,56
19,0,21528,Henrik Stenson,66.07,37,56
19,0,35181,Daniel van Tonder,66.07,37,56
22,-13,40026,Daniel Berger,64.29,36,56
22,0,54334,Ben Cook,64.29,36,56
22,0,34076,Joel Dahmen,64.29,36,56
22,0,33399,Adam Hadwin,64.29,36,56
22,0,35104,Tom Lewis,64.29,36,56
27,-6,32839,Hideki Matsuyama,62.50,35,56
27,0,47993,Denny McCarthy,62.50,35,56
27,0,35891,Cameron Smith,62.50,35,56
30,0,32102,Rickie Fowler,60.71,34,56
30,0,34098,Russell Henley,60.71,34,56
30,0,35532,Tom Hoge,60.71,34,56
30,0,52686,Rasmus Hojgaard,60.71,34,56
30,0,45486,Joaquin Niemann,60.71,34,56
30,0,34360,Patrick Reed,60.71,34,56
30,0,29221,Webb Simpson,60.71,34,56
30,-2,34046,Jordan Spieth,60.71,34,56
30,0,34431,Robert Streb,60.71,34,56
30,0,37189,Harold Varner III,60.71,34,56
30,0,25804,Bubba Watson,60.71,34,56
30,0,47128,Richy Werenski,60.71,34,56
30,0,32139,Danny Willett,60.71,34,56
43,0,25364,Paul Casey,58.93,33,56
43,0,29725,Tony Finau,58.93,33,56
43,0,19846,Brian Gay,58.93,33,56
43,29,46402,Talor Gooch,58.93,33,56
43,0,34363,Tyrrell Hatton,58.93,33,56
43,0,34587,Chan Kim,58.93,33,56
43,0,52215,Robert MacIntyre,58.93,33,56
43,-28,49964,Aaron Wise,58.93,33,56
51,0,45522,Christiaan Bezuidenhout,57.14,32,56
51,0,35450,Patrick Cantlay,57.14,32,56
51,0,20766,Padraig Harrington,57.14,32,56
51,0,26300,Matt Jones,57.14,32,56
51,-2,33667,Carlos Ortiz,57.14,32,56
51,0,24138,Ian Poulter,57.14,32,56
57,0,33948,Byeong Hun An,55.36,31,56
57,0,45157,Cam Davis,55.36,31,56
57,0,30944,Jason Kokrak,55.36,31,56
57,0,28237,Rory McIlroy,55.36,31,56
57,0,01810,Phil Mickelson,55.36,31,56
57,-24,46970,Jon Rahm,55.36,31,56
63,0,20229,Stewart Cink,53.57,30,56
63,-42,34099,Harris English,53.57,30,56
63,0,47989,Sam Horsfield,53.57,30,56
63,0,46717,Viktor Hovland,53.57,30,56
63,0,36689,Brooks Koepka,53.57,30,56
63,0,59872,Brad Marek,53.57,30,56
69,0,29974,Branden Grace,51.79,29,56
69,0,39058,Lucas Herbert,51.79,29,56
69,0,26329,Louis Oosthuizen,51.79,29,56
69,-36,46046,Scottie Scheffler,51.79,29,56
73,0,31323,Gary Woodland,50.00,28,56
74,-5,51766,Wyndham Clark,48.21,27,56
74,-8,47959,Bryson DeChambeau,48.21,27,56
74,0,54421,Garrick Higgo,48.21,27,56
74,0,33597,Harry Higgs,48.21,27,56
78,0,33974,Dean Burmester,46.43,26,56
79,0,25632,Jimmy Walker,44.64,25,56
80,0,29518,Brendan Steele,42.86,24,56
81,0,31646,Emiliano Grillo,41.07,23,56
