RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,54655,Patrick Flavin,2.342,9.367,4
2,24,40115,Adam Svensson,2.336,9.344,4
3,0,45522,Christiaan Bezuidenhout,2.106,8.424,4
4,0,36699,Patrick Rodgers,1.684,6.738,4
5,0,26596,Ryan Moore,1.588,6.353,4
6,0,33490,Bo Hoag,1.493,5.972,4
7,0,30927,Brendon Todd,1.484,5.938,4
8,0,40162,Justin Lower,1.476,5.904,4
9,0,46442,Maverick McNealy,1.472,5.889,4
10,0,10381,Curtis Thompson,1.359,5.438,4
11,0,29970,Dylan Frittelli,1.304,5.216,4
12,0,24925,Jonathan Byrd,1.256,5.023,4
13,0,52374,Brandon Wu,1.206,4.826,4
14,45,51997,Andrew Novak,1.166,4.663,4
15,0,48699,Callum Tarren,1.075,4.302,4
16,19,35879,Kelly Kraft,1.041,4.163,4
16,0,23325,Vaughn Taylor,1.041,4.164,4
18,0,31646,Emiliano Grillo,1.034,4.137,4
19,21,34610,Matthias Schwab,1.022,4.089,4
20,0,29289,S.Y. Noh,.971,3.886,4
21,43,49766,Hank Lebioda,.960,3.842,4
22,7,49947,Taylor Moore,.820,3.281,4
23,-14,32662,Michael Gligic,.807,3.227,4
24,17,32757,Patton Kizzire,.752,3.008,4
25,9,30692,Scott Stallings,.749,2.995,4
26,-6,36801,Mark Hubbard,.747,2.987,4
27,0,29908,C.T. Pan,.740,2.959,4
28,0,32816,Satoshi Kodaira,.642,2.569,4
29,-27,35449,Adam Long,.633,2.531,4
30,0,47993,Denny McCarthy,.631,2.524,4
31,-19,49771,J.T. Poston,.564,2.257,4
32,0,51894,Vince Whaley,.537,2.150,4
33,0,30750,Tommy Gainey,.528,2.114,4
34,11,46435,Austin Cook,.496,1.984,4
35,26,34256,Andrew Putnam,.484,1.937,4
36,0,36326,David Lipsky,.445,1.782,4
36,17,34466,Peter Malnati,.445,1.782,4
38,14,45157,Cam Davis,.348,1.392,4
39,0,23621,Rory Sabbatini,.337,1.347,4
40,0,24846,Ricky Barnes,.206,.826,4
41,-33,34563,Chesson Hadley,.177,.707,4
42,-3,21961,Charles Howell III,.176,.703,4
43,17,27936,Martin Laird,.172,.687,4
44,0,32448,James Hahn,.169,.676,4
45,3,37275,Sam Ryder,.167,.667,4
46,0,31420,Anirban Lahiri,-.039,-.154,4
47,0,37273,Derek Ernst,-.097,-.388,4
48,0,51890,Greyson Sigg,-.137,-.548,4
49,-31,47988,Nick Hardy,-.161,-.644,4
50,-36,54628,Lee Hodges,-.178,-.713,4
51,0,46340,Alex Smalley,-.218,-.872,4
52,0,22371,Aaron Baddeley,-.283,-1.131,4
53,-30,55708,Hayden Buckley,-.311,-1.243,4
54,13,33461,Morgan Hoffmann,-.330,-1.320,4
55,-33,59095,Chris Gotterup,-.374,-1.497,4
56,0,49801,Preston Stanley,-.494,-1.977,4
57,0,08385,Omar Uresti,-.553,-2.210,4
58,0,39537,Chris Naegel,-.561,-2.245,4
59,0,24024,Zach Johnson,-.576,-2.303,4
60,0,28679,Fabián Gómez,-.611,-2.445,4
61,0,46550,Brandon Hagy,-.629,-2.516,4
62,-24,27214,Kevin Streelman,-.650,-2.599,4
63,-47,51634,Sahith Theegala,-.787,-3.149,4
64,0,54783,Dylan Wu,-1.003,-4.011,4
65,0,47856,Seth Reeves,-1.094,-4.376,4
66,0,49298,Kramer Hickok,-1.128,-4.511,4
67,0,35617,Martin Trainer,-1.206,-4.825,4
68,0,32150,Michael Thompson,-1.307,-5.226,4
69,0,36799,Stephan Jaeger,-1.523,-6.090,4
