RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,31,32839,Hideki Matsuyama,2.247,0.279,0.510,1.458,4
2,-1,46046,Scottie Scheffler,2.161,0.535,-0.127,1.752,4
3,0,47483,Will Zalatoris,2.002,0.359,1.321,0.322,4
4,0,48081,Xander Schauffele,1.922,0.644,0.562,0.716,4
5,50,33948,Byeong Hun An,1.765,0.215,0.798,0.751,4
6,0,40115,Adam Svensson,1.736,0.591,0.542,0.603,4
7,19,35532,Tom Hoge,1.609,0.134,1.711,-0.236,4
8,0,33399,Adam Hadwin,1.560,1.029,0.243,0.289,4
9,0,28089,Jason Day,1.485,-0.157,0.564,1.078,4
10,0,29725,Tony Finau,1.468,0.725,0.843,-0.100,4
11,35,34099,Harris English,1.143,0.422,0.062,0.659,4
12,22,39997,Corey Conners,1.121,0.675,0.896,-0.450,4
13,15,57366,Cameron Young,0.918,0.960,0.928,-0.970,4
14,0,27129,Luke List,0.907,0.027,1.532,-0.653,4
15,0,55182,Tom Kim,0.894,0.250,0.306,0.337,4
16,0,49771,J.T. Poston,0.867,-0.133,-0.175,1.175,4
17,0,25900,Lucas Glover,0.811,0.149,0.035,0.627,4
18,0,35450,Patrick Cantlay,0.779,0.131,1.122,-0.474,4
19,38,47591,Eric Cole,0.678,0.471,0.144,0.062,4
20,-17,47504,Sam Burns,0.631,0.848,-0.096,-0.120,4
21,0,46717,Viktor Hovland,0.493,0.528,0.410,-0.445,4
22,-14,49947,Taylor Moore,0.478,-0.678,1.570,-0.414,4
23,0,34098,Russell Henley,0.458,-0.136,0.842,-0.248,4
24,0,52955,Ludvig Åberg,0.323,-0.269,0.550,0.041,4
25,0,35506,Mackenzie Hughes,0.229,0.203,-1.593,1.619,4
26,0,50525,Collin Morikawa,0.163,-0.266,0.657,-0.227,4
27,0,28237,Rory McIlroy,0.124,1.341,-0.266,-0.952,4
28,0,39977,Max Homa,0.034,0.411,0.017,-0.394,4
29,0,30911,Tommy Fleetwood,0.023,0.035,0.070,-0.083,4
30,-20,24502,Adam Scott,-0.054,0.010,0.075,-0.138,4
31,-25,25493,Nick Taylor,-0.216,-0.663,0.383,0.065,4
32,0,54628,Lee Hodges,-0.243,0.164,-0.026,-0.381,4
33,-3,28252,Seamus Power,-0.309,-0.231,-0.734,0.657,4
34,-13,48117,Kurt Kitayama,-0.323,-0.184,0.787,-0.925,4
35,0,31323,Gary Woodland,-0.380,0.360,-0.614,-0.126,4
36,-20,45522,Christiaan Bezuidenhout,-0.409,-0.186,0.799,-1.022,4
37,-10,35461,Beau Hossler,-0.584,0.258,-0.597,-0.244,4
38,-19,47993,Denny McCarthy,-0.605,-0.425,-0.684,0.505,4
39,-30,37455,Si Woo Kim,-0.681,0.086,-0.070,-0.697,4
40,25,30927,Brendon Todd,-0.730,-0.502,-0.911,0.684,4
41,26,27644,Brian Harman,-0.733,-0.194,-0.877,0.338,4
42,3,54591,Ben Griffin,-0.743,-0.206,-0.736,0.200,4
43,0,32102,Rickie Fowler,-0.766,-0.094,-0.293,-0.378,4
44,0,52453,Nicolai Højgaard,-0.808,-0.714,0.174,-0.268,4
45,0,45157,Cam Davis,-0.867,-0.097,-0.263,-0.506,4
46,-42,51634,Sahith Theegala,-0.953,0.103,-0.924,-0.131,4
47,0,34256,Andrew Putnam,-1.088,-0.860,-0.490,0.262,4
48,8,39971,Sungjae Im,-1.158,-0.503,-0.544,-0.111,4
49,0,54869,Chase Johnson,-1.207,-0.377,-1.430,0.600,4
50,-48,12716,Charley Hoffman,-1.472,-0.559,-0.962,0.048,4
51,-40,31646,Emiliano Grillo,-1.501,0.079,-0.377,-1.202,4
