RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,47504,Sam Burns,2.260,9.041,4
2,0,46442,Maverick McNealy,1.559,6.237,4
3,0,32139,Danny Willett,1.484,5.938,4
4,0,34099,Harris English,1.387,5.547,4
5,0,49964,Aaron Wise,1.321,5.285,4
6,0,34363,Tyrrell Hatton,1.290,5.160,4
7,0,55789,Taylor Montgomery,1.190,4.760,4
8,0,48117,Kurt Kitayama,1.149,4.597,4
9,0,45157,Cam Davis,1.114,4.458,4
10,0,35532,Tom Hoge,1.076,4.305,4
11,0,33399,Adam Hadwin,1.067,4.270,4
12,0,23320,Ryan Palmer,1.065,4.261,4
13,0,30911,Tommy Fleetwood,1.024,4.096,4
14,0,34256,Andrew Putnam,0.992,3.969,4
15,0,54628,Lee Hodges,0.905,3.621,4
16,0,35087,Bio Kim,0.787,3.147,4
17,0,40098,Matt Fitzpatrick,0.698,2.794,4
18,0,28237,Rory McIlroy,0.686,2.743,4
19,0,28089,Jason Day,0.666,2.663,4
20,0,32839,Hideki Matsuyama,0.574,2.297,4
21,0,28252,Seamus Power,0.550,2.199,4
22,0,49947,Taylor Moore,0.546,2.186,4
23,0,32791,K.H. Lee,0.527,2.107,4
24,0,33141,Keegan Bradley,0.502,2.008,4
25,0,51634,Sahith Theegala,0.451,1.803,4
26,0,32797,Sanghyun Park,0.424,1.696,4
27,0,30927,Brendon Todd,0.408,1.631,4
28,0,45522,Christiaan Bezuidenhout,0.353,1.412,4
29,0,46970,Jon Rahm,0.245,0.981,4
30,0,27644,Brian Harman,0.191,0.766,4
31,0,30692,Scott Stallings,0.188,0.753,4
32,0,39546,Keith Mitchell,0.184,0.738,4
33,0,46340,Alex Smalley,0.182,0.728,4
34,0,47995,Davis Riley,0.120,0.481,4
35,0,29420,Billy Horschel,0.109,0.438,4
35,0,39971,Sungjae Im,0.109,0.437,4
37,0,46717,Viktor Hovland,0.102,0.410,4
38,0,29221,Webb Simpson,0.088,0.353,4
39,0,29518,Brendan Steele,0.085,0.340,4
40,0,50188,S.H. Kim,0.045,0.182,4
41,0,32640,Troy Merritt,-0.034,-0.134,4
42,0,39997,Corey Conners,-0.103,-0.411,4
43,0,55182,Tom Kim,-0.156,-0.622,4
44,0,34046,Jordan Spieth,-0.159,-0.636,4
45,0,39977,Max Homa,-0.246,-0.983,4
46,0,49022,Yoseop Seo,-0.249,-0.995,4
47,0,49960,Sepp Straka,-0.263,-1.052,4
48,0,49771,J.T. Poston,-0.340,-1.358,4
49,0,31323,Gary Woodland,-0.391,-1.564,4
50,0,63371,Chanmin Jung,-0.407,-1.627,4
51,0,27349,Alex Noren,-0.466,-1.865,4
52,0,29478,Kevin Kisner,-0.477,-1.908,4
53,0,33948,Byeong Hun An,-0.483,-1.933,4
54,0,33204,Shane Lowry,-0.498,-1.990,4
55,0,57366,Cameron Young,-0.503,-2.010,4
56,0,39324,J.J. Spaun,-0.586,-2.343,4
57,0,30926,Chris Kirk,-0.641,-2.562,4
58,0,50493,Justin Suh,-0.643,-2.572,4
59,0,23108,Matt Kuchar,-0.678,-2.710,4
60,0,47993,Denny McCarthy,-0.695,-2.781,4
61,0,25900,Lucas Glover,-0.736,-2.943,4
62,0,34174,John Huh,-0.750,-3.000,4
63,0,56003,Yongjun Bae,-0.851,-3.404,4
64,0,47529,Mito Pereira,-0.863,-3.451,4
65,0,51766,Wyndham Clark,-0.894,-3.577,4
66,0,32776,Yeongsu Kim,-0.905,-3.621,4
67,0,48822,Sebastián Muñoz,-0.948,-3.791,4
68,0,34098,Russell Henley,-0.980,-3.920,4
69,0,31646,Emiliano Grillo,-1.037,-4.149,4
70,0,26476,Chez Reavie,-1.045,-4.178,4
71,0,52583,Sanghun Shin,-1.052,-4.208,4
72,0,46046,Scottie Scheffler,-1.063,-4.251,4
73,0,33448,Justin Thomas,-1.108,-4.430,4
74,0,27129,Luke List,-1.306,-5.224,4
75,0,37455,Si Woo Kim,-1.428,-5.712,4
76,0,46601,Trey Mullinax,-1.441,-5.763,4
77,0,50525,Collin Morikawa,-1.524,-6.097,4
78,0,32102,Rickie Fowler,-1.758,-7.032,4
