RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,08793,Tiger Woods,80.56,58,72,-0.34
2,0,24138,Ian Poulter,76.39,55,72,-0.27
2,0,33448,Justin Thomas,76.39,55,72,-0.22
4,0,46717,Viktor Hovland,75.00,54,72,-0.28
4,0,24502,Adam Scott,75.00,54,72,-0.22
6,0,36689,Brooks Koepka,73.61,53,72,-0.34
6,-3,23108,Matt Kuchar,73.61,53,72,-0.36
8,0,22378,Trevor Immelman,72.22,52,72,-0.23
8,0,33968,Thorbjørn Olesen,72.22,52,72,-0.23
10,0,28089,Jason Day,70.83,51,72,-0.35
10,0,30911,Tommy Fleetwood,70.83,51,72,-0.16
10,0,21961,Charles Howell III,70.83,51,72,-0.25
10,0,30925,Dustin Johnson,70.83,51,72,-0.29
10,0,29478,Kevin Kisner,70.83,51,72,-0.29
10,0,46970,Jon Rahm,70.83,51,72,-0.27
10,0,48081,Xander Schauffele,70.83,51,72,-0.43
17,-16,39997,Corey Conners,69.44,50,72,-0.22
17,0,31646,Emiliano Grillo,69.44,50,72,-0.12
17,49,34046,Jordan Spieth,69.44,50,72,-0.30
17,0,25804,Bubba Watson,69.44,50,72,-0.30
21,0,33803,Lucas Bjerregaard,68.06,49,72,-0.27
21,-13,27408,Martin Kaymer,68.06,49,72,-0.20
21,-7,35296,Haotong Li,68.06,49,72,-0.24
21,0,29221,Webb Simpson,68.06,49,72,-0.33
21,0,49964,Aaron Wise,68.06,49,72,-0.37
26,0,33141,Keegan Bradley,66.67,48,72,-0.29
26,0,26499,Rafa Cabrera Bello,66.67,48,72,-0.23
26,40,29725,Tony Finau,66.67,48,72,-0.35
26,-12,12716,Charley Hoffman,66.67,48,72,-0.33
26,0,32757,Patton Kizzire,66.67,48,72,-0.31
26,0,01810,Phil Mickelson,66.67,48,72,-0.31
26,0,26329,Louis Oosthuizen,66.67,48,72,-0.27
26,0,39262,Alvaro Ortiz,66.67,48,72,-0.27
26,4,30110,Kyle Stanley,66.67,48,72,-0.27
35,0,29974,Branden Grace,65.28,47,72,-0.19
35,0,34363,Tyrrell Hatton,65.28,47,72,-0.28
35,0,32816,Satoshi Kodaira,65.28,47,72,-0.15
35,0,33410,Andrew Landry,65.28,47,72,-0.26
35,0,25198,Francesco Molinari,65.28,47,72,-0.36
40,-18,32102,Rickie Fowler,63.89,46,72,-0.37
40,-15,37455,Si Woo Kim,63.89,46,72,-0.35
40,0,01666,Bernhard Langer,63.89,46,72,-0.26
40,0,32839,Hideki Matsuyama,63.89,46,72,-0.37
40,0,32333,Kevin Tway,63.89,46,72,-0.33
45,0,30978,Kiradech Aphibarnrat,62.50,45,72,-0.27
45,0,47959,Bryson DeChambeau,62.50,45,72,-0.38
45,0,28938,Justin Harding,62.50,45,72,-0.44
45,0,47917,Takumi Kanaya,62.50,45,72,-0.20
45,0,26851,Marc Leishman,62.50,45,72,-0.33
45,0,28237,Rory McIlroy,62.50,45,72,-0.47
45,0,25396,Kevin Na,62.50,45,72,-0.31
45,0,21528,Henrik Stenson,62.50,45,72,-0.31
45,0,31323,Gary Woodland,62.50,45,72,-0.36
54,0,35450,Patrick Cantlay,61.11,44,72,-0.45
54,0,40098,Matt Fitzpatrick,61.11,44,72,-0.39
54,0,27141,J.B. Holmes,61.11,44,72,-0.14
57,0,55888,Devon Bling,59.72,43,72,-0.23
57,0,34709,Eddie Pepperell,59.72,43,72,-0.23
59,0,39546,Keith Mitchell,58.33,42,72,-0.38
59,0,34360,Patrick Reed,58.33,42,72,-0.31
59,-12,25632,Jimmy Walker,58.33,42,72,-0.31
62,0,24024,Zach Johnson,56.94,41,72,-0.27
62,0,35891,Cameron Smith,56.94,41,72,-0.27
64,0,29420,Billy Horschel,55.56,40,72,-0.45
64,0,27349,Alex Noren,55.56,40,72,-0.20
