RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,25198,Francesco Molinari,84.00,21,25
2,0,30925,Dustin Johnson,80.95,17,21
2,0,46970,Jon Rahm,80.95,17,21
4,49,29725,Tony Finau,79.17,19,24
5,0,29221,Webb Simpson,78.26,18,23
6,0,28089,Jason Day,71.43,15,21
7,0,33448,Justin Thomas,70.59,12,17
8,36,32102,Rickie Fowler,69.23,18,26
9,0,36689,Brooks Koepka,68.42,13,19
10,0,25804,Bubba Watson,68.18,15,22
11,0,35450,Patrick Cantlay,67.86,19,28
12,0,30911,Tommy Fleetwood,66.67,14,21
12,0,26329,Louis Oosthuizen,66.67,16,24
12,0,24502,Adam Scott,66.67,12,18
15,0,33803,Lucas Bjerregaard,65.22,15,23
16,0,24138,Ian Poulter,64.71,11,17
17,3,34046,Jordan Spieth,63.64,14,22
18,0,34360,Patrick Reed,63.33,19,30
18,5,25632,Jimmy Walker,63.33,19,30
20,0,26499,Rafa Cabrera Bello,62.50,15,24
20,0,32757,Patton Kizzire,62.50,15,24
20,0,01810,Phil Mickelson,62.50,15,24
20,26,30110,Kyle Stanley,62.50,15,24
24,0,40098,Matt Fitzpatrick,60.71,17,28
24,0,27141,J.B. Holmes,60.71,17,28
26,0,33410,Andrew Landry,60.00,15,25
26,0,33968,Thorbjørn Olesen,60.00,12,20
28,0,47959,Bryson DeChambeau,59.26,16,27
28,0,21528,Henrik Stenson,59.26,16,27
30,40,39997,Corey Conners,59.09,13,22
31,0,55888,Devon Bling,58.62,17,29
31,0,34709,Eddie Pepperell,58.62,17,29
33,0,35891,Cameron Smith,58.06,18,31
34,-19,37455,Si Woo Kim,57.69,15,26
35,0,29478,Kevin Kisner,57.14,12,21
35,0,48081,Xander Schauffele,57.14,12,21
37,-23,35296,Haotong Li,56.52,13,23
37,0,49964,Aaron Wise,56.52,13,23
39,0,27349,Alex Noren,56.25,18,32
40,0,30978,Kiradech Aphibarnrat,55.56,15,27
40,0,28938,Justin Harding,55.56,15,27
42,0,33141,Keegan Bradley,54.17,13,24
42,0,39262,Alvaro Ortiz,54.17,13,24
44,0,32839,Hideki Matsuyama,53.85,14,26
44,0,32333,Kevin Tway,53.85,14,26
46,21,27408,Martin Kaymer,52.17,12,23
47,0,47917,Takumi Kanaya,51.85,14,27
47,0,31323,Gary Woodland,51.85,14,27
49,0,24024,Zach Johnson,51.61,16,31
50,-47,12716,Charley Hoffman,50.00,12,24
50,0,39546,Keith Mitchell,50.00,15,30
50,0,08793,Tiger Woods,50.00,7,14
53,0,25396,Kevin Na,48.15,13,27
54,0,32816,Satoshi Kodaira,48.00,12,25
55,0,21961,Charles Howell III,47.62,10,21
56,0,31646,Emiliano Grillo,45.45,10,22
57,0,26851,Marc Leishman,44.44,12,27
58,0,01666,Bernhard Langer,42.31,11,26
59,-2,23108,Matt Kuchar,42.11,8,19
60,0,28237,Rory McIlroy,40.74,11,27
61,0,29974,Branden Grace,40.00,10,25
61,0,34363,Tyrrell Hatton,40.00,10,25
63,0,29420,Billy Horschel,37.50,12,32
64,0,22378,Trevor Immelman,35.00,7,20
65,0,46717,Viktor Hovland,33.33,6,18
