RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,28,40006,Erik van Rooyen,1.927,7.706,4
2,0,27139,David Skinns,1.825,7.299,4
3,0,34098,Russell Henley,1.787,7.147,4
4,10,47983,Chad Ramey,1.726,6.905,4
5,23,54421,Garrick Higgo,1.370,5.480,4
6,0,55789,Taylor Montgomery,1.268,5.070,4
7,37,52375,Doug Ghim,1.187,4.747,4
8,3,34587,Chan Kim,1.186,4.743,4
9,0,37275,Sam Ryder,1.171,4.683,4
10,20,36801,Mark Hubbard,1.167,4.666,4
11,8,29908,C.T. Pan,1.164,4.656,4
12,0,57366,Cameron Young,0.965,3.860,4
13,0,34021,Bud Cauley,0.937,3.749,4
14,0,24024,Zach Johnson,0.935,3.740,4
15,49,57362,Austin Eckroat,0.930,3.721,4
16,32,34563,Chesson Hadley,0.859,3.434,4
17,16,34255,Joseph Bramlett,0.855,3.419,4
18,0,48153,Matthieu Pavon,0.841,3.364,4
19,0,33204,Shane Lowry,0.813,3.253,4
20,0,60004,Jacob Bridgeman,0.811,3.243,4
21,0,27936,Martin Laird,0.800,3.198,4
22,0,40098,Matt Fitzpatrick,0.738,2.952,4
23,0,32102,Rickie Fowler,0.655,2.621,4
24,0,32791,K.H. Lee,0.625,2.501,4
25,0,59866,Nick Dunlap,0.602,2.409,4
26,0,47347,Adam Schenk,0.576,2.303,4
27,-7,32367,Jorge Campillo,0.543,2.173,4
28,0,47995,Davis Riley,0.530,2.120,4
29,32,51997,Andrew Novak,0.513,2.053,4
30,0,34466,Peter Malnati,0.505,2.019,4
31,0,34310,Alexander Björk,0.499,1.995,4
31,-10,51349,Nico Echavarria,0.499,1.994,4
33,0,51977,Max Greyserman,0.415,1.659,4
34,0,22405,Justin Rose,0.410,1.641,4
35,0,27349,Alex Noren,0.405,1.618,4
36,-19,47420,Jake Knapp,0.363,1.451,4
37,0,35532,Tom Hoge,0.301,1.203,4
38,0,49771,J.T. Poston,0.283,1.130,4
39,21,39546,Keith Mitchell,0.258,1.032,4
40,0,37378,Min Woo Lee,0.255,1.018,4
40,-16,52513,Carson Young,0.255,1.021,4
42,12,47679,Victor Perez,0.239,0.955,4
43,0,29420,Billy Horschel,0.228,0.913,4
44,0,55182,Tom Kim,0.202,0.809,4
45,0,33948,Byeong Hun An,0.169,0.677,4
45,0,27770,Camilo Villegas,0.169,0.675,4
47,0,29936,Ryan Fox,0.152,0.606,4
48,0,59143,Mac Meissner,0.053,0.213,4
49,0,59095,Chris Gotterup,0.038,0.151,4
50,0,25900,Lucas Glover,-0.030,-0.121,4
51,0,33408,Tyson Alexander,-0.061,-0.246,4
52,0,35461,Beau Hossler,-0.097,-0.387,4
53,-41,46442,Maverick McNealy,-0.146,-0.586,4
54,0,50188,S.H. Kim,-0.188,-0.752,4
55,1,51600,Jimmy Stanger,-0.202,-0.809,4
56,0,45242,Kevin Yu,-0.210,-0.840,4
57,0,30926,Chris Kirk,-0.297,-1.190,4
58,-57,39327,Ben Silverman,-0.316,-1.263,4
59,0,51070,Vincent Norrman,-0.609,-2.435,4
60,0,39997,Corey Conners,-0.614,-2.456,4
61,-36,59442,Parker Coody,-0.660,-2.639,4
62,-47,58168,Davis Thompson,-0.691,-2.763,4
63,-5,32640,Troy Merritt,-0.718,-2.874,4
64,0,28237,Rory McIlroy,-0.904,-3.616,4
65,0,36326,David Lipsky,-0.908,-3.632,4
66,-40,51890,Greyson Sigg,-0.968,-3.874,4
67,-29,52215,Robert MacIntyre,-1.222,-4.888,4
68,0,51696,Rico Hoey,-1.587,-6.348,4
