TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,COURSE_AVERAGE_SCORE,SCORE,TOTAL_SCORE,R1_AVG_SCORE,R2_AVG_SCORE,R3_AVG_SCORE,R4_AVG_SCORE
2021 The Open Championship,2021-07-15,1,100.0,63.8,0.0,13.8,349,Royal St. George's Golf Club,"Kent, England",Collin Morikawa,70,7189,,67,265,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-16,2,100.0,61.7,0.0,11.0,13,Royal St. George's Golf Club,"Kent, England",Collin Morikawa,70,7189,,64,265,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-17,3,100.0,64.2,0.0,9.9,30,Royal St. George's Golf Club,"Kent, England",Collin Morikawa,70,7189,,68,265,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-18,4,100.0,69.1,0.0,7.1,57,Royal St. George's Golf Club,"Kent, England",Collin Morikawa,70,7189,,66,265,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-15,1,100.0,63.8,0.0,13.8,349,Royal St. George's Golf Club,"Kent, England",Jordan Spieth,70,7189,,65,267,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-16,2,100.0,61.7,0.0,11.0,13,Royal St. George's Golf Club,"Kent, England",Jordan Spieth,70,7189,,67,267,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-17,3,100.0,64.2,0.0,9.9,30,Royal St. George's Golf Club,"Kent, England",Jordan Spieth,70,7189,,69,267,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-18,4,100.0,69.1,0.0,7.1,57,Royal St. George's Golf Club,"Kent, England",Jordan Spieth,70,7189,,66,267,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-15,1,100.0,63.8,0.0,13.8,349,Royal St. George's Golf Club,"Kent, England",Jon Rahm,70,7189,,71,269,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-16,2,100.0,61.7,0.0,11.0,13,Royal St. George's Golf Club,"Kent, England",Jon Rahm,70,7189,,64,269,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-17,3,100.0,64.2,0.0,9.9,30,Royal St. George's Golf Club,"Kent, England",Jon Rahm,70,7189,,68,269,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-18,4,100.0,69.1,0.0,7.1,57,Royal St. George's Golf Club,"Kent, England",Jon Rahm,70,7189,,66,269,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-15,1,100.0,63.8,0.0,13.8,349,Royal St. George's Golf Club,"Kent, England",Louis Oosthuizen,70,7189,,64,269,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-16,2,100.0,61.7,0.0,11.0,13,Royal St. George's Golf Club,"Kent, England",Louis Oosthuizen,70,7189,,65,269,72.58,72.32,70.84,69.62
2021 The Open Championship,2021-07-17,3,100.0,64.2,0.0,9.9,30,Royal St. George's Golf Club,"Kent, England",Louis Oosthuizen,70,7189,,69,269,72.58,72.32,70.84,69.62
