TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,COURSE_AVERAGE_SCORE,SCORE,TOTAL_SCORE,R1_AVG_SCORE,R2_AVG_SCORE,R3_AVG_SCORE,R4_AVG_SCORE
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Tiger Woods,72,7295,,71,279,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Kevin Chappell,72,7295,,70,279,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Kevin Chappell,72,7295,,69,279,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Kevin Chappell,72,7295,,67,279,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Kevin Chappell,72,7295,,73,279,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Tony Finau,72,7295,,67,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Tony Finau,72,7295,,71,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Tony Finau,72,7295,,71,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Tony Finau,72,7295,,71,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Matt Kuchar,72,7295,,70,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Matt Kuchar,72,7295,,68,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Matt Kuchar,72,7295,,70,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Matt Kuchar,72,7295,,72,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Jordan Spieth,72,7295,,72,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Jordan Spieth,72,7295,,67,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Jordan Spieth,72,7295,,65,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Jordan Spieth,72,7295,,76,280,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Patrick Cantlay,72,7295,,70,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Patrick Cantlay,72,7295,,71,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Patrick Cantlay,72,7295,,70,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Patrick Cantlay,72,7295,,70,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Ryan Moore,72,7295,,68,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Ryan Moore,72,7295,,73,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Ryan Moore,72,7295,,69,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Ryan Moore,72,7295,,71,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Thorbjørn Olesen,72,7295,,70,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Thorbjørn Olesen,72,7295,,70,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Thorbjørn Olesen,72,7295,,70,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Thorbjørn Olesen,72,7295,,71,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Webb Simpson,72,7295,,70,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Webb Simpson,72,7295,,71,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Webb Simpson,72,7295,,67,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Webb Simpson,72,7295,,73,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Tommy Fleetwood,72,7295,,72,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Tommy Fleetwood,72,7295,,65,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Tommy Fleetwood,72,7295,,71,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Tommy Fleetwood,72,7295,,73,281,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Jason Day,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Jason Day,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Jason Day,72,7295,,72,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Jason Day,72,7295,,68,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Pat Perez,72,7295,,69,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Pat Perez,72,7295,,68,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Pat Perez,72,7295,,74,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Pat Perez,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Charley Hoffman,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Charley Hoffman,72,7295,,70,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Charley Hoffman,72,7295,,68,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Charley Hoffman,72,7295,,73,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Adam Scott,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Adam Scott,72,7295,,70,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Adam Scott,72,7295,,68,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Adam Scott,72,7295,,73,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Erik van Rooyen,72,7295,,67,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Erik van Rooyen,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Erik van Rooyen,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Erik van Rooyen,72,7295,,73,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Alex Noren,72,7295,,70,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Alex Noren,72,7295,,71,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Alex Noren,72,7295,,67,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Alex Noren,72,7295,,74,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Zach Johnson,72,7295,,69,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Zach Johnson,72,7295,,67,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Zach Johnson,72,7295,,72,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Zach Johnson,72,7295,,74,282,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Stewart Cink,72,7295,,72,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Stewart Cink,72,7295,,70,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Stewart Cink,72,7295,,71,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Stewart Cink,72,7295,,70,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Bernhard Langer,72,7295,,73,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Bernhard Langer,72,7295,,71,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Bernhard Langer,72,7295,,68,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-22,4,15.0,66.6,0.0,16.3,256,Carnoustie Golf Links,"Carnoustie, Scotland",Bernhard Langer,72,7295,,71,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-19,1,15.0,63.2,0.008,11.9,246,Carnoustie Golf Links,"Carnoustie, Scotland",Phil Mickelson,72,7295,,73,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-20,2,15.0,59.9,0.201,7.6,230,Carnoustie Golf Links,"Carnoustie, Scotland",Phil Mickelson,72,7295,,69,283,74.84,75.05,70.23,73.22
2018 The Open,2018-07-21,3,15.0,63.6,0.008,13.7,246,Carnoustie Golf Links,"Carnoustie, Scotland",Phil Mickelson,72,7295,,70,283,74.84,75.05,70.23,73.22
