TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,COURSE_AVERAGE_SCORE,SCORE,TOTAL_SCORE
2024 The Sentry,2024-01-04,1,81.0,74.0,0.0,15.7,61,Kapalua Resort (Plantation Course),"Kapalua, HI",Chris Kirk,73,7596,68.36,67,263
2024 The Sentry,2024-01-05,2,81.0,73.9,0.02,10.9,33,Kapalua Resort (Plantation Course),"Kapalua, HI",Chris Kirk,73,7596,68.36,65,263
2024 The Sentry,2024-01-06,3,81.0,73.7,0.067,9.8,55,Kapalua Resort (Plantation Course),"Kapalua, HI",Chris Kirk,73,7596,68.36,66,263
2024 The Sentry,2024-01-07,4,81.0,74.3,0.071,10.4,14,Kapalua Resort (Plantation Course),"Kapalua, HI",Chris Kirk,73,7596,68.36,65,263
2024 The Sentry,2024-01-04,1,81.0,74.0,0.0,15.7,61,Kapalua Resort (Plantation Course),"Kapalua, HI",Sahith Theegala,73,7596,68.36,64,264
2024 The Sentry,2024-01-05,2,81.0,73.9,0.02,10.9,33,Kapalua Resort (Plantation Course),"Kapalua, HI",Sahith Theegala,73,7596,68.36,69,264
2024 The Sentry,2024-01-06,3,81.0,73.7,0.067,9.8,55,Kapalua Resort (Plantation Course),"Kapalua, HI",Sahith Theegala,73,7596,68.36,68,264
2024 The Sentry,2024-01-07,4,81.0,74.3,0.071,10.4,14,Kapalua Resort (Plantation Course),"Kapalua, HI",Sahith Theegala,73,7596,68.36,63,264
2024 The Sentry,2024-01-04,1,81.0,74.0,0.0,15.7,61,Kapalua Resort (Plantation Course),"Kapalua, HI",Jordan Spieth,73,7596,68.36,66,265
2024 The Sentry,2024-01-05,2,81.0,73.9,0.02,10.9,33,Kapalua Resort (Plantation Course),"Kapalua, HI",Jordan Spieth,73,7596,68.36,67,265
2024 The Sentry,2024-01-06,3,81.0,73.7,0.067,9.8,55,Kapalua Resort (Plantation Course),"Kapalua, HI",Jordan Spieth,73,7596,68.36,67,265
2024 The Sentry,2024-01-07,4,81.0,74.3,0.071,10.4,14,Kapalua Resort (Plantation Course),"Kapalua, HI",Jordan Spieth,73,7596,68.36,65,265
2024 The Sentry,2024-01-04,1,81.0,74.0,0.0,15.7,61,Kapalua Resort (Plantation Course),"Kapalua, HI",Byeong Hun An,73,7596,68.36,68,266
2024 The Sentry,2024-01-05,2,81.0,73.9,0.02,10.9,33,Kapalua Resort (Plantation Course),"Kapalua, HI",Byeong Hun An,73,7596,68.36,64,266
2024 The Sentry,2024-01-06,3,81.0,73.7,0.067,9.8,55,Kapalua Resort (Plantation Course),"Kapalua, HI",Byeong Hun An,73,7596,68.36,68,266
2024 The Sentry,2024-01-07,4,81.0,74.3,0.071,10.4,14,Kapalua Resort (Plantation Course),"Kapalua, HI",Byeong Hun An,73,7596,68.36,66,266
2024 The Sentry,2024-01-04,1,81.0,74.0,0.0,15.7,61,Kapalua Resort (Plantation Course),"Kapalua, HI",Sungjae Im,73,7596,68.36,65,267
2024 The Sentry,2024-01-05,2,81.0,73.9,0.02,10.9,33,Kapalua Resort (Plantation Course),"Kapalua, HI",Sungjae Im,73,7596,68.36,66,267
2024 The Sentry,2024-01-06,3,81.0,73.7,0.067,9.8,55,Kapalua Resort (Plantation Course),"Kapalua, HI",Sungjae Im,73,7596,68.36,73,267
2024 The Sentry,2024-01-07,4,81.0,74.3,0.071,10.4,14,Kapalua Resort (Plantation Course),"Kapalua, HI",Sungjae Im,73,7596,68.36,63,267
2024 The Sentry,2024-01-04,1,81.0,74.0,0.0,15.7,61,Kapalua Resort (Plantation Course),"Kapalua, HI",Brian Harman,73,7596,68.36,67,267
2024 The Sentry,2024-01-05,2,81.0,73.9,0.02,10.9,33,Kapalua Resort (Plantation Course),"Kapalua, HI",Brian Harman,73,7596,68.36,66,267
2024 The Sentry,2024-01-06,3,81.0,73.7,0.067,9.8,55,Kapalua Resort (Plantation Course),"Kapalua, HI",Brian Harman,73,7596,68.36,70,267
2024 The Sentry,2024-01-07,4,81.0,74.3,0.071,10.4,14,Kapalua Resort (Plantation Course),"Kapalua, HI",Brian Harman,73,7596,68.36,64,267
2024 The Sentry,2024-01-04,1,81.0,74.0,0.0,15.7,61,Kapalua Resort (Plantation Course),"Kapalua, HI",J.T. Poston,73,7596,68.36,68,267
2024 The Sentry,2024-01-05,2,81.0,73.9,0.02,10.9,33,Kapalua Resort (Plantation Course),"Kapalua, HI",J.T. Poston,73,7596,68.36,68,267
2024 The Sentry,2024-01-06,3,81.0,73.7,0.067,9.8,55,Kapalua Resort (Plantation Course),"Kapalua, HI",J.T. Poston,73,7596,68.36,66,267
