TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,COURSE_AVERAGE_SCORE,SCORE,TOTAL_SCORE,R1_AVG_SCORE,R2_AVG_SCORE,R3_AVG_SCORE,R4_AVG_SCORE
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Russell Knox,72,7256,,68,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Russell Knox,72,7256,,70,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Harold Varner III,72,7256,,69,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Harold Varner III,72,7256,,69,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Harold Varner III,72,7256,,72,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Harold Varner III,72,7256,,70,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Doug Ghim,72,7256,,70,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Doug Ghim,72,7256,,70,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Doug Ghim,72,7256,,68,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Doug Ghim,72,7256,,72,280,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Dustin Johnson,72,7256,,69,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Dustin Johnson,72,7256,,73,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Dustin Johnson,72,7256,,76,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Dustin Johnson,72,7256,,63,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Adam Hadwin,72,7256,,72,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Adam Hadwin,72,7256,,72,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Adam Hadwin,72,7256,,70,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Adam Hadwin,72,7256,,67,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sepp Straka,72,7256,,69,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sepp Straka,72,7256,,74,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sepp Straka,72,7256,,71,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sepp Straka,72,7256,,67,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Viktor Hovland,72,7256,,71,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Viktor Hovland,72,7256,,73,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Viktor Hovland,72,7256,,68,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Viktor Hovland,72,7256,,69,281,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Max Homa,72,7256,,72,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Max Homa,72,7256,,73,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Max Homa,72,7256,,71,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Max Homa,72,7256,,66,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Russell Henley,72,7256,,69,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Russell Henley,72,7256,,73,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Russell Henley,72,7256,,72,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Russell Henley,72,7256,,68,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Keith Mitchell,72,7256,,67,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Keith Mitchell,72,7256,,72,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Keith Mitchell,72,7256,,74,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Keith Mitchell,72,7256,,69,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Taylor Pendrith,72,7256,,68,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Taylor Pendrith,72,7256,,71,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Taylor Pendrith,72,7256,,74,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Taylor Pendrith,72,7256,,69,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tyrrell Hatton,72,7256,,70,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tyrrell Hatton,72,7256,,73,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tyrrell Hatton,72,7256,,69,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tyrrell Hatton,72,7256,,70,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Daniel Berger,72,7256,,67,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Daniel Berger,72,7256,,75,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Daniel Berger,72,7256,,70,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Daniel Berger,72,7256,,70,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Erik van Rooyen,72,7256,,71,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Erik van Rooyen,72,7256,,67,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Erik van Rooyen,72,7256,,74,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Erik van Rooyen,72,7256,,70,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Brendan Steele,72,7256,,73,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Brendan Steele,72,7256,,69,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Brendan Steele,72,7256,,69,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Brendan Steele,72,7256,,71,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Shane Lowry,72,7256,,73,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Shane Lowry,72,7256,,70,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Shane Lowry,72,7256,,67,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Shane Lowry,72,7256,,72,282,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Patton Kizzire,72,7256,,68,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Patton Kizzire,72,7256,,76,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Patton Kizzire,72,7256,,72,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Patton Kizzire,72,7256,,67,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Joaquín Niemann,72,7256,,67,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Joaquín Niemann,72,7256,,73,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Joaquín Niemann,72,7256,,73,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Joaquín Niemann,72,7256,,70,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tommy Fleetwood,72,7256,,66,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tommy Fleetwood,72,7256,,73,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tommy Fleetwood,72,7256,,72,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Tommy Fleetwood,72,7256,,72,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Kevin Streelman,72,7256,,73,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Kevin Streelman,72,7256,,71,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Kevin Streelman,72,7256,,66,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Kevin Streelman,72,7256,,73,283,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Alex Noren,72,7256,,69,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Alex Noren,72,7256,,75,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Alex Noren,72,7256,,71,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Alex Noren,72,7256,,69,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Corey Conners,72,7256,,70,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Corey Conners,72,7256,,69,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Corey Conners,72,7256,,75,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Corey Conners,72,7256,,70,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sergio Garcia,72,7256,,71,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sergio Garcia,72,7256,,71,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sergio Garcia,72,7256,,71,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-13,4,6.0,46.9,0.0,16.1,355,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Sergio Garcia,72,7256,,71,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-10,1,6.0,68.5,0.693,9.5,172,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Doc Redman,72,7256,,71,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-11,2,6.0,66.6,0.531,9.2,123,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Doc Redman,72,7256,,70,284,73.43,76.86,71.46,71.57
2022 THE PLAYERS Championship,2022-03-12,3,6.0,65.2,0.929,19.9,247,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",Doc Redman,72,7256,,72,284,73.43,76.86,71.46,71.57
