TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,COURSE_AVERAGE_SCORE,SCORE,TOTAL_SCORE,R1_AVG_SCORE,R2_AVG_SCORE,R3_AVG_SCORE,R4_AVG_SCORE
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Tyrrell Hatton,70,7556,,68,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Cameron Smith,70,7556,,68,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Cameron Smith,70,7556,,70,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Cameron Smith,70,7556,,73,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Cameron Smith,70,7556,,69,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Xander Schauffele,70,7556,,68,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Xander Schauffele,70,7556,,73,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Xander Schauffele,70,7556,,69,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Xander Schauffele,70,7556,,70,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Lucas Herbert,70,7556,,68,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Lucas Herbert,70,7556,,73,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Lucas Herbert,70,7556,,68,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Lucas Herbert,70,7556,,71,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Max Homa,70,7556,,70,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Max Homa,70,7556,,69,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Max Homa,70,7556,,70,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Max Homa,70,7556,,71,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Davis Riley,70,7556,,68,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Davis Riley,70,7556,,68,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Davis Riley,70,7556,,73,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Davis Riley,70,7556,,71,280,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Talor Gooch,70,7556,,69,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Talor Gooch,70,7556,,70,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Talor Gooch,70,7556,,74,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Talor Gooch,70,7556,,68,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Webb Simpson,70,7556,,69,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Webb Simpson,70,7556,,75,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Webb Simpson,70,7556,,65,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Webb Simpson,70,7556,,72,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Sam Burns,70,7556,,71,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Sam Burns,70,7556,,67,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Sam Burns,70,7556,,71,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Sam Burns,70,7556,,72,281,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Shane Lowry,70,7556,,70,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Shane Lowry,70,7556,,72,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Shane Lowry,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Shane Lowry,70,7556,,69,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Lucas Glover,70,7556,,75,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Lucas Glover,70,7556,,69,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Lucas Glover,70,7556,,68,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Lucas Glover,70,7556,,70,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Rickie Fowler,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Rickie Fowler,70,7556,,70,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Rickie Fowler,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Rickie Fowler,70,7556,,70,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Aaron Wise,70,7556,,69,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Aaron Wise,70,7556,,72,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Aaron Wise,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Aaron Wise,70,7556,,70,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Joaquín Niemann,70,7556,,68,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Joaquín Niemann,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Joaquín Niemann,70,7556,,72,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Joaquín Niemann,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Kevin Na,70,7556,,68,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Kevin Na,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Kevin Na,70,7556,,72,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Kevin Na,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Stewart Cink,70,7556,,69,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Stewart Cink,70,7556,,68,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Stewart Cink,70,7556,,71,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Stewart Cink,70,7556,,74,282,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Tony Finau,70,7556,,69,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Tony Finau,70,7556,,72,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Tony Finau,70,7556,,74,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Tony Finau,70,7556,,68,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Bernd Wiesberger,70,7556,,72,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Bernd Wiesberger,70,7556,,67,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Bernd Wiesberger,70,7556,,74,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Bernd Wiesberger,70,7556,,70,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Adri Arnaus,70,7556,,72,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Adri Arnaus,70,7556,,68,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Adri Arnaus,70,7556,,70,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Adri Arnaus,70,7556,,73,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Bubba Watson,70,7556,,72,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Bubba Watson,70,7556,,63,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Bubba Watson,70,7556,,73,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Bubba Watson,70,7556,,75,283,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Keith Mitchell,70,7556,,72,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Keith Mitchell,70,7556,,72,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Keith Mitchell,70,7556,,72,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Keith Mitchell,70,7556,,68,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Marc Leishman,70,7556,,72,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Marc Leishman,70,7556,,71,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Marc Leishman,70,7556,,73,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Marc Leishman,70,7556,,68,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Brian Harman,70,7556,,74,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-20,2,217.0,81.1,0.031,22.1,192,Southern Hills Country Club,"Tulsa, OK",Brian Harman,70,7556,,70,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-21,3,217.0,63.8,0.689,16.5,15,Southern Hills Country Club,"Tulsa, OK",Brian Harman,70,7556,,71,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-22,4,217.0,59.4,0.0,13.7,24,Southern Hills Country Club,"Tulsa, OK",Brian Harman,70,7556,,69,284,75.1,75.05,72.44,71.36
2022 PGA Championship,2022-05-19,1,217.0,79.6,0.0,14.2,179,Southern Hills Country Club,"Tulsa, OK",Jordan Spieth,70,7556,,72,284,75.1,75.05,72.44,71.36
