TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,SCORE,TOTAL_SCORE
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Jason Day,71,7322,69,275
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Jason Day,71,7322,69,275
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Jason Day,71,7322,72,275
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Sam Burns,71,7322,70,276
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Sam Burns,71,7322,71,276
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Sam Burns,71,7322,68,276
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Sam Burns,71,7322,67,276
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Tommy Fleetwood,71,7322,70,276
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Tommy Fleetwood,71,7322,68,276
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Tommy Fleetwood,71,7322,71,276
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Tommy Fleetwood,71,7322,67,276
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Scottie Scheffler,71,7322,68,276
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Scottie Scheffler,71,7322,70,276
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Scottie Scheffler,71,7322,70,276
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Scottie Scheffler,71,7322,68,276
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Eric Cole,71,7322,73,276
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Eric Cole,71,7322,69,276
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Eric Cole,71,7322,65,276
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Eric Cole,71,7322,69,276
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Adam Svensson,71,7322,67,276
