RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,55,22405,Justin Rose,25.25,101,4,23
2,0,19846,Brian Gay,26.25,105,4,21
3,35,34709,Eddie Pepperell,26.50,106,4,23
4,0,29221,Webb Simpson,26.75,107,4,24
4,10,35617,Martin Trainer,26.75,107,4,25
6,0,10809,Jim Furyk,27.00,108,4,25
6,0,36689,Brooks Koepka,27.00,108,4,22
8,0,34261,Scott Langley,27.25,109,4,25
8,0,23325,Vaughn Taylor,27.25,109,4,26
10,0,31323,Gary Woodland,27.50,110,4,18
11,3,40098,Matt Fitzpatrick,27.75,111,4,24
11,49,32839,Hideki Matsuyama,27.75,111,4,25
11,56,25632,Jimmy Walker,27.75,111,4,26
14,0,29725,Tony Finau,28.00,112,4,24
14,46,29420,Billy Horschel,28.00,112,4,26
14,0,26596,Ryan Moore,28.00,112,4,26
17,0,28089,Jason Day,28.25,113,4,26
17,3,30911,Tommy Fleetwood,28.25,113,4,26
17,0,21209,Sergio Garcia,28.25,113,4,25
17,0,27644,Brian Harman,28.25,113,4,25
17,0,37455,Si Woo Kim,28.25,113,4,26
17,-3,25198,Francesco Molinari,28.25,113,4,24
17,39,49771,J.T. Poston,28.25,113,4,26
17,13,34360,Patrick Reed,28.25,113,4,23
17,0,24502,Adam Scott,28.25,113,4,25
17,0,35891,Cameron Smith,28.25,113,4,26
17,53,27064,Jhonattan Vegas,28.25,113,4,27
28,22,33948,Byeong Hun An,28.50,114,4,27
28,0,33803,Lucas Bjerregaard,28.50,114,4,27
28,-24,47959,Bryson DeChambeau,28.50,114,4,27
28,0,29535,Brice Garnett,28.50,114,4,27
28,0,29974,Branden Grace,28.50,114,4,28
28,2,24138,Ian Poulter,28.50,114,4,27
28,0,28252,Seamus Power,28.50,114,4,28
28,0,46970,Jon Rahm,28.50,114,4,26
28,0,23621,Rory Sabbatini,28.50,114,4,28
28,0,32150,Michael Thompson,28.50,114,4,27
38,0,31646,Emiliano Grillo,28.75,115,4,26
38,0,35532,Tom Hoge,28.75,115,4,26
38,-18,39546,Keith Mitchell,28.75,115,4,28
38,0,46501,Ollie Schniederjans,28.75,115,4,24
38,0,33448,Justin Thomas,28.75,115,4,27
43,0,45526,Abraham Ancer,29.00,116,4,24
43,0,40026,Daniel Berger,29.00,116,4,27
43,0,34021,Bud Cauley,29.00,116,4,26
43,0,30925,Dustin Johnson,29.00,116,4,26
43,-5,28237,Rory McIlroy,29.00,116,4,27
48,-38,27974,Sung Kang,29.25,117,4,25
48,0,33410,Andrew Landry,29.25,117,4,27
48,-24,25818,Scott Piercy,29.25,117,4,27
48,0,47128,Richy Werenski,29.25,117,4,29
48,0,08793,Tiger Woods,29.25,117,4,26
53,0,34076,Joel Dahmen,29.50,118,4,28
54,-16,33141,Keegan Bradley,29.75,119,4,25
54,-40,32102,Rickie Fowler,29.75,119,4,28
54,0,47993,Denny McCarthy,29.75,119,4,29
54,0,33968,Thorbjørn Olesen,29.75,119,4,25
54,-24,48887,Matt Wallace,29.75,119,4,26
54,-4,25804,Bubba Watson,29.75,119,4,29
60,0,26329,Louis Oosthuizen,30.00,120,4,28
60,-53,27649,Brandt Snedeker,30.00,120,4,28
60,0,25493,Nick Taylor,30.00,120,4,27
63,-25,21961,Charles Howell III,30.25,121,4,28
63,0,30944,Jason Kokrak,30.25,121,4,29
63,0,35879,Kelly Kraft,30.25,121,4,27
66,0,39997,Corey Conners,30.50,122,4,29
66,0,33122,Russell Knox,30.50,122,4,27
68,-5,29478,Kevin Kisner,30.75,123,4,29
68,-12,27129,Luke List,30.75,123,4,29
70,-66,27408,Martin Kaymer,31.00,124,4,29
71,-63,30926,Chris Kirk,31.25,125,4,30
72,0,29908,C.T. Pan,31.75,127,4,31
73,0,23108,Matt Kuchar,32.00,128,4,29
