RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,9,46046,Scottie Scheffler,305.9,2447,8
2,5,58168,Davis Thompson,302.9,2423,8
3,0,45157,Cam Davis,301.4,2411,8
4,7,51766,Wyndham Clark,301.1,2409,8
5,10,39546,Keith Mitchell,300.9,2407,8
6,-5,57366,Cameron Young,299.4,2395,8
7,0,54421,Garrick Higgo,299.0,2392,8
8,17,33204,Shane Lowry,298.6,2389,8
9,14,35450,Patrick Cantlay,297.6,2381,8
10,17,24502,Adam Scott,297.0,2376,8
11,0,37378,Min Woo Lee,296.6,2373,8
12,-9,56762,Will Gordon,296.5,2372,8
13,0,46340,Alex Smalley,296.0,2368,8
14,0,33948,Byeong Hun An,295.9,2367,8
14,0,30692,Scott Stallings,295.9,2367,8
14,0,31323,Gary Woodland,295.9,2367,8
17,-9,51634,Sahith Theegala,295.4,2363,8
18,2,29936,Ryan Fox,294.8,2358,8
19,0,40250,Taylor Pendrith,294.0,2352,8
20,0,47504,Sam Burns,293.8,2350,8
21,35,48081,Xander Schauffele,293.4,2347,8
22,-9,47483,Will Zalatoris,293.0,2344,8
23,-11,33448,Justin Thomas,292.8,2342,8
24,8,28089,Jason Day,292.5,2340,8
25,-21,54591,Ben Griffin,291.8,2334,8
25,3,34046,Jordan Spieth,291.8,2334,8
27,0,49298,Kramer Hickok,291.6,2333,8
28,1,29725,Tony Finau,291.5,2332,8
29,0,47591,Eric Cole,291.0,2328,8
29,0,35532,Tom Hoge,291.0,2328,8
31,0,34563,Chesson Hadley,290.9,2327,8
32,0,33399,Adam Hadwin,290.6,2325,8
33,0,36799,Stephan Jaeger,290.5,2324,8
34,0,22405,Justin Rose,290.3,2322,8
35,32,46414,Aaron Rai,289.5,2316,8
36,-19,46717,Viktor Hovland,289.1,2313,8
36,7,32139,Danny Willett,289.1,2313,8
38,-12,49947,Taylor Moore,289.0,2312,8
39,0,34610,Matthias Schwab,288.8,2310,8
40,4,55182,Tom Kim,288.5,2308,8
40,0,32839,Hideki Matsuyama,288.5,2308,8
42,0,52374,Brandon Wu,288.3,2306,8
43,-37,34363,Tyrrell Hatton,288.1,2305,8
43,0,49960,Sepp Straka,288.1,2305,8
45,15,34098,Russell Henley,287.9,2303,8
46,5,39977,Max Homa,287.8,2302,8
47,0,54783,Dylan Wu,287.4,2299,8
48,-18,32102,Rickie Fowler,287.3,2298,8
49,0,32757,Patton Kizzire,287.1,2297,8
50,0,50493,Justin Suh,286.5,2292,8
51,0,50525,Collin Morikawa,286.4,2291,8
52,0,46442,Maverick McNealy,286.3,2290,8
53,0,50095,Austin Smotherman,285.8,2286,8
54,0,47993,Denny McCarthy,284.4,2275,8
55,9,39971,Sungjae Im,284.0,2272,8
56,0,45609,Tyler Duncan,283.9,2271,8
57,2,25198,Francesco Molinari,283.3,2266,8
58,0,34076,Joel Dahmen,282.8,2262,8
59,-8,30911,Tommy Fleetwood,282.6,2261,8
60,-41,55789,Taylor Montgomery,282.5,2260,8
60,0,37275,Sam Ryder,282.5,2260,8
62,0,47983,Chad Ramey,281.9,2255,8
63,0,27644,Brian Harman,281.8,2254,8
63,0,33413,Ben Martin,281.8,2254,8
65,0,36801,Mark Hubbard,280.6,2245,8
66,0,25900,Lucas Glover,278.8,2230,8
67,-22,37455,Si Woo Kim,277.8,2222,8
68,4,30927,Brendon Todd,276.4,2211,8
69,-3,40115,Adam Svensson,276.3,2210,8
70,0,45522,Christiaan Bezuidenhout,274.9,2199,8
71,-1,34409,David Lingmerth,274.4,2195,8
72,0,29478,Kevin Kisner,273.9,2191,8
73,0,28775,Nate Lashley,273.4,2187,8
74,-6,22371,Aaron Baddeley,269.5,2156,8
75,0,08075,Jerry Kelly,259.1,2073,8
