RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,20,46046,Scottie Scheffler,75.00,54,72,-0.37
2,2,46414,Aaron Rai,73.61,53,72,-0.30
2,0,31323,Gary Woodland,73.61,53,72,-0.23
4,0,45609,Tyler Duncan,70.83,51,72,-0.20
4,0,56762,Will Gordon,70.83,51,72,-0.27
4,4,34363,Tyrrell Hatton,70.83,51,72,-0.41
4,0,50525,Collin Morikawa,70.83,51,72,-0.33
8,0,33399,Adam Hadwin,69.44,50,72,-0.30
8,0,22405,Justin Rose,69.44,50,72,-0.32
10,-2,29725,Tony Finau,68.06,49,72,-0.45
10,40,34098,Russell Henley,68.06,49,72,-0.35
10,0,54421,Garrick Higgo,68.06,49,72,-0.33
10,-9,39977,Max Homa,68.06,49,72,-0.33
10,16,46717,Viktor Hovland,68.06,49,72,-0.39
10,0,36799,Stephan Jaeger,68.06,49,72,-0.24
10,16,25198,Francesco Molinari,68.06,49,72,-0.20
17,50,32102,Rickie Fowler,66.67,48,72,-0.40
17,0,34563,Chesson Hadley,66.67,48,72,-0.25
17,0,35532,Tom Hoge,66.67,48,72,-0.48
17,0,28775,Nate Lashley,66.67,48,72,-0.27
17,0,49960,Sepp Straka,66.67,48,72,-0.27
22,-14,35450,Patrick Cantlay,65.28,47,72,-0.43
22,-6,28089,Jason Day,65.28,47,72,-0.32
22,-6,29936,Ryan Fox,65.28,47,72,-0.32
22,-14,37455,Si Woo Kim,65.28,47,72,-0.38
22,0,37378,Min Woo Lee,65.28,47,72,-0.47
22,0,47993,Denny McCarthy,65.28,47,72,-0.36
22,40,34046,Jordan Spieth,65.28,47,72,-0.38
29,0,36801,Mark Hubbard,63.89,46,72,-0.28
29,12,39971,Sungjae Im,63.89,46,72,-0.46
29,0,08075,Jerry Kelly,63.89,46,72,-0.26
29,7,55182,Tom Kim,63.89,46,72,-0.26
29,0,54783,Dylan Wu,63.89,46,72,-0.37
34,0,45522,Christiaan Bezuidenhout,62.50,45,72,-0.31
34,0,34076,Joel Dahmen,62.50,45,72,-0.38
34,28,30911,Tommy Fleetwood,62.50,45,72,-0.38
34,0,49298,Kramer Hickok,62.50,45,72,-0.33
34,7,34409,David Lingmerth,62.50,45,72,-0.40
34,7,33204,Shane Lowry,62.50,45,72,-0.42
34,0,32839,Hideki Matsuyama,62.50,45,72,-0.42
41,0,47504,Sam Burns,61.11,44,72,-0.36
41,21,54591,Ben Griffin,61.11,44,72,-0.27
41,0,27644,Brian Harman,61.11,44,72,-0.34
41,26,48081,Xander Schauffele,61.11,44,72,-0.50
41,-3,32139,Danny Willett,61.11,44,72,-0.25
41,-15,47483,Will Zalatoris,61.11,44,72,-0.14
47,0,25900,Lucas Glover,59.72,43,72,-0.26
47,0,32757,Patton Kizzire,59.72,43,72,-0.47
47,0,33413,Ben Martin,59.72,43,72,-0.26
47,20,49947,Taylor Moore,59.72,43,72,-0.40
47,0,50095,Austin Smotherman,59.72,43,72,-0.47
47,-26,30927,Brendon Todd,59.72,43,72,-0.37
47,-39,57366,Cameron Young,59.72,43,72,-0.37
54,0,45157,Cam Davis,58.33,42,72,-0.36
54,0,46442,Maverick McNealy,58.33,42,72,-0.33
54,0,40250,Taylor Pendrith,58.33,42,72,-0.31
54,0,46340,Alex Smalley,58.33,42,72,-0.26
58,-42,51766,Wyndham Clark,56.94,41,72,-0.37
58,0,47591,Eric Cole,56.94,41,72,-0.46
58,-25,39546,Keith Mitchell,56.94,41,72,-0.46
58,-25,40115,Adam Svensson,56.94,41,72,-0.39
58,-54,33448,Justin Thomas,56.94,41,72,-0.27
63,0,29478,Kevin Kisner,55.56,40,72,-0.20
63,0,52374,Brandon Wu,55.56,40,72,-0.53
65,0,37275,Sam Ryder,54.17,39,72,-0.46
65,-49,50493,Justin Suh,54.17,39,72,-0.33
67,-17,22371,Aaron Baddeley,52.78,38,72,-0.29
67,-17,55789,Taylor Montgomery,52.78,38,72,-0.53
67,0,47983,Chad Ramey,52.78,38,72,-0.53
70,0,33948,Byeong Hun An,51.39,37,72,-0.38
70,-62,51634,Sahith Theegala,51.39,37,72,-0.32
70,-29,58168,Davis Thompson,51.39,37,72,-0.32
73,-69,24502,Adam Scott,50.00,36,72,-0.31
73,0,30692,Scott Stallings,50.00,36,72,-0.36
75,0,34610,Matthias Schwab,48.61,35,72,-0.29
