RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,28237,Rory McIlroy,1.504,6.015,4
2,47,33597,Harry Higgs,1.493,5.971,4
3,48,46717,Viktor Hovland,1.387,5.548,4
4,0,45526,Abraham Ancer,1.344,5.374,4
5,0,39546,Keith Mitchell,1.343,5.372,4
6,0,25364,Paul Casey,1.168,4.672,4
6,0,30926,Chris Kirk,1.168,4.673,4
8,0,33204,Shane Lowry,1.086,4.343,4
9,0,35506,Mackenzie Hughes,1.023,4.091,4
10,0,30944,Jason Kokrak,.991,3.962,4
11,0,50525,Collin Morikawa,.961,3.843,4
12,0,25396,Kevin Na,.912,3.647,4
13,0,46046,Scottie Scheffler,.899,3.597,4
14,0,34363,Tyrrell Hatton,.883,3.533,4
15,0,29221,Webb Simpson,.848,3.392,4
16,0,46930,Jaekyeong Lee,.833,3.330,4
17,0,55182,Tom Kim,.771,3.082,4
18,-5,27974,Sung Kang,.716,2.865,4
19,-11,34431,Robert Streb,.700,2.799,4
20,0,35891,Cameron Smith,.681,2.723,4
21,15,24502,Adam Scott,.619,2.474,4
22,0,33141,Keegan Bradley,.549,2.195,4
23,32,47504,Sam Burns,.486,1.944,4
24,0,33948,Byeong Hun An,.476,1.903,4
25,0,24138,Ian Poulter,.454,1.814,4
26,26,46402,Talor Gooch,.417,1.668,4
27,0,40006,Erik van Rooyen,.414,1.656,4
28,11,32791,K.H. Lee,.410,1.638,4
29,0,46442,Maverick McNealy,.397,1.589,4
30,0,50188,S.H. Kim,.392,1.568,4
31,29,45157,Cam Davis,.325,1.298,4
32,0,30925,Dustin Johnson,.310,1.240,4
33,35,36689,Brooks Koepka,.309,1.236,4
34,-8,49964,Aaron Wise,.290,1.159,4
35,0,22405,Justin Rose,.289,1.156,4
36,0,50323,Minkyu Kim,.144,.577,4
37,0,34360,Patrick Reed,.078,.311,4
38,0,27644,Brian Harman,.050,.201,4
39,0,27349,Alex Noren,.037,.146,4
40,0,34046,Jordan Spieth,.017,.066,4
41,0,28089,Jason Day,.007,.029,4
42,0,48081,Xander Schauffele,.005,.020,4
43,14,26300,Matt Jones,-.019,-.078,4
44,0,21209,Sergio Garcia,-.096,-.386,4
45,0,27064,Jhonattan Vegas,-.098,-.391,4
46,-44,26851,Marc Leishman,-.109,-.435,4
47,0,31323,Gary Woodland,-.153,-.613,4
48,-29,35532,Tom Hoge,-.176,-.706,4
49,-28,33419,Cameron Tringale,-.204,-.815,4
50,0,29478,Kevin Kisner,-.290,-1.161,4
51,0,32102,Rickie Fowler,-.319,-1.275,4
52,0,48822,Sebastián Muñoz,-.347,-1.387,4
53,-44,39971,Sungjae Im,-.369,-1.478,4
54,-22,31646,Emiliano Grillo,-.380,-1.520,4
55,-33,27214,Kevin Streelman,-.394,-1.577,4
56,16,25900,Lucas Glover,-.409,-1.637,4
57,0,30911,Tommy Fleetwood,-.433,-1.734,4
58,3,34264,Hudson Swafford,-.455,-1.819,4
59,0,33448,Justin Thomas,-.743,-2.971,4
60,0,20229,Stewart Cink,-.755,-3.022,4
61,0,52583,Sanghun Shin,-.798,-3.193,4
62,0,52686,Rasmus Hojgaard,-.800,-3.201,4
63,0,39977,Max Homa,-.826,-3.305,4
64,-20,33667,Carlos Ortiz,-.845,-3.380,4
65,0,32757,Patton Kizzire,-.864,-3.458,4
66,0,49022,Yoseop Seo,-1.045,-4.181,4
67,-2,26329,Louis Oosthuizen,-1.046,-4.185,4
68,-50,45486,Joaquin Niemann,-1.118,-4.471,4
69,-39,12716,Charley Hoffman,-1.123,-4.494,4
70,0,47842,Hanbyeol Kim,-1.198,-4.793,4
71,0,37189,Harold Varner III,-1.225,-4.902,4
72,-16,34098,Russell Henley,-1.268,-5.074,4
73,0,37455,Si Woo Kim,-1.297,-5.188,4
74,0,29725,Tony Finau,-1.465,-5.861,4
75,0,29974,Branden Grace,-1.500,-6.001,4
76,0,26331,Charl Schwartzel,-2.313,-9.252,4
77,-10,32839,Hideki Matsuyama,-2.392,-9.567,4
