RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,16,25900,Lucas Glover,82.14,46,56
1,0,30944,Jason Kokrak,82.14,46,56
1,0,33204,Shane Lowry,82.14,46,56
1,0,25396,Kevin Na,82.14,46,56
5,4,39324,J.J. Spaun,80.36,45,56
5,0,25804,Bubba Watson,80.36,45,56
7,0,34098,Russell Henley,78.57,44,56
8,0,45522,Christiaan Bezuidenhout,76.79,43,56
8,0,40098,Matt Fitzpatrick,76.79,43,56
8,0,39971,Sungjae Im,76.79,43,56
8,0,50525,Collin Morikawa,76.79,43,56
8,0,46046,Scottie Scheffler,76.79,43,56
8,0,29221,Webb Simpson,76.79,43,56
14,0,35450,Patrick Cantlay,75.00,42,56
14,0,46402,Talor Gooch,75.00,42,56
14,0,35532,Tom Hoge,75.00,42,56
14,0,29420,Billy Horschel,75.00,42,56
14,0,34360,Patrick Reed,75.00,42,56
19,0,52372,Cameron Champ,73.21,41,56
19,4,39997,Corey Conners,73.21,41,56
19,0,30911,Tommy Fleetwood,73.21,41,56
19,0,33597,Harry Higgs,73.21,41,56
19,0,39977,Max Homa,73.21,41,56
19,0,46717,Viktor Hovland,73.21,41,56
19,-7,37455,Si Woo Kim,73.21,41,56
19,23,52215,Robert MacIntyre,73.21,41,56
19,0,32839,Hideki Matsuyama,73.21,41,56
19,0,28252,Seamus Power,73.21,41,56
19,0,46970,Jon Rahm,73.21,41,56
19,4,34264,Hudson Swafford,73.21,41,56
31,3,29725,Tony Finau,71.43,40,56
31,0,37378,Min Woo Lee,71.43,40,56
31,0,37189,Harold Varner III,71.43,40,56
34,0,45157,Cam Davis,69.64,39,56
34,0,26851,Marc Leishman,69.64,39,56
34,0,26331,Charl Schwartzel,69.64,39,56
34,0,47483,Will Zalatoris,69.64,39,56
38,0,40026,Daniel Berger,67.86,38,56
38,0,35506,Mackenzie Hughes,67.86,38,56
38,0,29478,Kevin Kisner,67.86,38,56
38,0,28237,Rory McIlroy,67.86,38,56
38,0,20396,Lee Westwood,67.86,38,56
38,0,08793,Tiger Woods,67.86,38,56
44,0,30925,Dustin Johnson,66.07,37,56
44,0,45486,Joaquin Niemann,66.07,37,56
44,0,35891,Cameron Smith,66.07,37,56
44,0,32139,Danny Willett,66.07,37,56
48,0,24502,Adam Scott,62.50,35,56
48,0,49960,Sepp Straka,62.50,35,56
50,0,21209,Sergio Garcia,60.71,34,56
50,0,34363,Tyrrell Hatton,60.71,34,56
52,0,33448,Justin Thomas,57.14,32,56
