RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,47238,Jazz Janewattananond,27.75,111,4,26
1,0,50525,Collin Morikawa,27.75,111,4,27
1,0,24138,Ian Poulter,27.75,111,4,26
4,0,29221,Webb Simpson,28.00,112,4,28
4,0,33419,Cameron Tringale,28.00,112,4,26
6,0,29970,Dylan Frittelli,28.25,113,4,27
6,0,31646,Emiliano Grillo,28.25,113,4,26
6,0,35891,Cameron Smith,28.25,113,4,26
9,0,27644,Brian Harman,28.50,114,4,27
9,0,48081,Xander Schauffele,28.50,114,4,26
9,0,34046,Jordan Spieth,28.50,114,4,27
12,0,30925,Dustin Johnson,28.75,115,4,27
12,0,45847,JC Ritchie,28.75,115,4,27
14,0,28938,Justin Harding,29.00,116,4,27
14,0,26329,Louis Oosthuizen,29.00,116,4,26
14,0,46046,Scottie Scheffler,29.00,116,4,28
14,0,48640,Johannes Veerman,29.00,116,4,27
14,0,32139,Danny Willett,29.00,116,4,28
19,0,34099,Harris English,29.25,117,4,27
19,0,30812,Benjamin Hebert,29.25,117,4,27
19,0,52215,Robert MacIntyre,29.25,117,4,27
19,0,28237,Rory McIlroy,29.25,117,4,27
19,0,22405,Justin Rose,29.25,117,4,27
19,0,23481,Marcel Siem,29.25,117,4,26
19,0,50722,Jon Thomson,29.25,117,4,25
26,0,45522,Christiaan Bezuidenhout,29.50,118,4,28
26,0,40098,Matt Fitzpatrick,29.50,118,4,28
26,0,30911,Tommy Fleetwood,29.50,118,4,28
26,0,39977,Max Homa,29.50,118,4,26
26,0,46717,Viktor Hovland,29.50,118,4,27
26,0,35506,Mackenzie Hughes,29.50,118,4,26
26,0,34500,Ryosuke Kinoshita,29.50,118,4,26
26,0,35314,Andy Sullivan,29.50,118,4,27
34,0,35310,Lanto Griffin,29.75,119,4,27
34,0,47989,Sam Horsfield,29.75,119,4,27
34,0,46414,Aaron Rai,29.75,119,4,27
34,-7,26476,Chez Reavie,29.75,119,4,27
34,0,34708,Jack Senior,29.75,119,4,28
34,0,29518,Brendan Steele,29.75,119,4,27
34,0,27214,Kevin Streelman,29.75,119,4,28
34,0,35181,Daniel van Tonder,29.75,119,4,27
42,0,33948,Byeong Hun An,30.00,120,4,26
42,8,40026,Daniel Berger,30.00,120,4,28
42,0,25364,Paul Casey,30.00,120,4,27
42,0,39997,Corey Conners,30.00,120,4,29
42,0,34076,Joel Dahmen,30.00,120,4,26
42,0,36689,Brooks Koepka,30.00,120,4,28
48,0,45194,Marcus Armitage,30.25,121,4,28
48,0,33974,Dean Burmester,30.25,121,4,27
48,0,47959,Bryson DeChambeau,30.25,121,4,30
48,0,24502,Adam Scott,30.25,121,4,27
48,0,20396,Lee Westwood,30.25,121,4,28
53,0,47504,Sam Burns,30.50,122,4,28
53,0,32102,Rickie Fowler,30.50,122,4,27
53,0,20766,Padraig Harrington,30.50,122,4,28
53,0,29478,Kevin Kisner,30.50,122,4,28
53,0,30944,Jason Kokrak,30.50,122,4,26
53,0,33204,Shane Lowry,30.50,122,4,29
53,0,45486,Joaquin Niemann,30.50,122,4,30
53,0,46970,Jon Rahm,30.50,122,4,30
53,0,46646,Antoine Rozner,30.50,122,4,28
53,0,27649,Brandt Snedeker,30.50,122,4,28
53,0,33448,Justin Thomas,30.50,122,4,25
53,0,48887,Matt Wallace,30.50,122,4,29
65,0,46837,Yuxin Lin,30.75,123,4,30
65,0,29454,Bernd Wiesberger,30.75,123,4,29
67,0,45526,Abraham Ancer,31.00,124,4,31
67,0,29725,Tony Finau,31.00,124,4,30
67,0,46402,Talor Gooch,31.00,124,4,29
67,0,54190,Richard Mansell,31.00,124,4,29
71,0,29936,Ryan Fox,31.25,125,4,30
72,0,45836,Richard Bland,31.50,126,4,29
72,0,29420,Billy Horschel,31.50,126,4,28
72,0,34587,Chan Kim,31.50,126,4,30
75,0,34541,Poom Saksansin,31.75,127,4,31
76,0,48867,Matti Schmid,32.00,128,4,29
77,0,21209,Sergio Garcia,32.25,129,4,28
