PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS
8793,Tiger Woods,2019 Masters Tournament,80.56,294.6,62.5,50.0,30.0,28
24138,Ian Poulter,2019 Masters Tournament,76.39,296.8,69.64,64.71,30.75,31
33448,Justin Thomas,2019 Masters Tournament,76.39,312.3,73.21,70.59,30.0,33
46717,Viktor Hovland,2019 Masters Tournament,75.0,297.8,75.0,33.33,30.75,32
24502,Adam Scott,2019 Masters Tournament,75.0,310.3,71.43,66.67,30.0,30
36689,Brooks Koepka,2019 Masters Tournament,73.61,313.6,69.64,68.42,29.5,29
23108,Matt Kuchar,2019 Masters Tournament,73.61,294.1,73.21,42.11,29.0,31
22378,Trevor Immelman,2019 Masters Tournament,72.22,300.3,66.07,35.0,31.75,35
33968,Thorbjørn Olesen,2019 Masters Tournament,72.22,300.4,71.43,60.0,30.5,33
28089,Jason Day,2019 Masters Tournament,70.83,296.5,66.07,71.43,28.0,29
30911,Tommy Fleetwood,2019 Masters Tournament,70.83,302.5,69.64,66.67,31.0,30
21961,Charles Howell III,2019 Masters Tournament,70.83,294.9,69.64,47.62,31.0,30
30925,Dustin Johnson,2019 Masters Tournament,70.83,308.0,60.71,80.95,28.25,30
29478,Kevin Kisner,2019 Masters Tournament,70.83,289.0,73.21,57.14,28.5,25
46970,Jon Rahm,2019 Masters Tournament,70.83,308.4,76.79,80.95,30.5,29
48081,Xander Schauffele,2019 Masters Tournament,70.83,305.8,62.5,57.14,28.75,29
39997,Corey Conners,2019 Masters Tournament,69.44,305.9,73.21,59.09,31.25,33
31646,Emiliano Grillo,2019 Masters Tournament,69.44,296.0,71.43,45.45,32.75,31
34046,Jordan Spieth,2019 Masters Tournament,69.44,292.6,66.07,63.64,29.0,29
25804,Bubba Watson,2019 Masters Tournament,69.44,292.9,57.14,68.18,30.0,29
33803,Lucas Bjerregaard,2019 Masters Tournament,68.06,310.6,76.79,65.22,30.25,29
27408,Martin Kaymer,2019 Masters Tournament,68.06,298.8,64.29,52.17,31.0,30
35296,Haotong Li,2019 Masters Tournament,68.06,298.6,69.64,56.52,30.5,31
29221,Webb Simpson,2019 Masters Tournament,68.06,283.1,83.93,78.26,28.0,31
49964,Aaron Wise,2019 Masters Tournament,68.06,305.8,66.07,56.52,28.75,32
33141,Keegan Bradley,2019 Masters Tournament,66.67,291.3,71.43,54.17,29.5,31
26499,Rafa Cabrera Bello,2019 Masters Tournament,66.67,296.6,58.93,62.5,29.25,29
29725,Tony Finau,2019 Masters Tournament,66.67,316.3,67.86,79.17,28.0,29
12716,Charley Hoffman,2019 Masters Tournament,66.67,295.5,64.29,50.0,29.25,31
32757,Patton Kizzire,2019 Masters Tournament,66.67,299.9,71.43,62.5,28.25,25
1810,Phil Mickelson,2019 Masters Tournament,66.67,299.4,51.79,62.5,28.5,26
26329,Louis Oosthuizen,2019 Masters Tournament,66.67,293.4,71.43,66.67,29.0,32
39262,Alvaro Ortiz,2019 Masters Tournament,66.67,297.6,66.07,54.17,29.75,29
30110,Kyle Stanley,2019 Masters Tournament,66.67,286.6,69.64,62.5,29.0,32
29974,Branden Grace,2019 Masters Tournament,65.28,301.1,62.5,40.0,30.75,30
34363,Tyrrell Hatton,2019 Masters Tournament,65.28,298.5,69.64,40.0,30.75,34
32816,Satoshi Kodaira,2019 Masters Tournament,65.28,288.8,76.79,48.0,31.0,31
33410,Andrew Landry,2019 Masters Tournament,65.28,287.6,80.36,60.0,28.5,27
25198,Francesco Molinari,2019 Masters Tournament,65.28,294.8,73.21,84.0,26.25,28
32102,Rickie Fowler,2019 Masters Tournament,63.89,300.5,76.79,69.23,26.5,29
37455,Si Woo Kim,2019 Masters Tournament,63.89,297.6,71.43,57.69,28.25,28
1666,Bernhard Langer,2019 Masters Tournament,63.89,272.6,76.79,42.31,29.5,26
32839,Hideki Matsuyama,2019 Masters Tournament,63.89,303.1,60.71,53.85,28.75,28
32333,Kevin Tway,2019 Masters Tournament,63.89,303.5,50.0,53.85,29.0,26
30978,Kiradech Aphibarnrat,2019 Masters Tournament,62.5,289.3,57.14,55.56,29.0,29
47959,Bryson DeChambeau,2019 Masters Tournament,62.5,299.6,66.07,59.26,28.25,25
28938,Justin Harding,2019 Masters Tournament,62.5,298.4,75.0,55.56,27.0,25
47917,Takumi Kanaya,2019 Masters Tournament,62.5,291.3,85.71,51.85,30.25,28
26851,Marc Leishman,2019 Masters Tournament,62.5,300.9,60.71,44.44,28.75,32
28237,Rory McIlroy,2019 Masters Tournament,62.5,314.4,58.93,40.74,29.25,32
25396,Kevin Na,2019 Masters Tournament,62.5,288.9,71.43,48.15,29.0,29
21528,Henrik Stenson,2019 Masters Tournament,62.5,289.9,82.14,59.26,29.0,29
31323,Gary Woodland,2019 Masters Tournament,62.5,313.6,55.36,51.85,30.0,28
35450,Patrick Cantlay,2019 Masters Tournament,61.11,299.9,64.29,67.86,26.5,28
40098,Matt Fitzpatrick,2019 Masters Tournament,61.11,294.0,60.71,60.71,28.25,31
27141,J.B. Holmes,2019 Masters Tournament,61.11,301.4,66.07,60.71,31.0,30
55888,Devon Bling,2019 Masters Tournament,59.72,311.3,62.5,58.62,29.75,31
34709,Eddie Pepperell,2019 Masters Tournament,59.72,289.6,80.36,58.62,29.0,26
39546,Keith Mitchell,2019 Masters Tournament,58.33,311.5,62.5,50.0,28.75,31
34360,Patrick Reed,2019 Masters Tournament,58.33,296.1,76.79,63.33,29.0,28
25632,Jimmy Walker,2019 Masters Tournament,58.33,292.5,62.5,63.33,28.0,31
24024,Zach Johnson,2019 Masters Tournament,56.94,288.1,73.21,51.61,29.0,30
35891,Cameron Smith,2019 Masters Tournament,56.94,297.6,53.57,58.06,28.25,29
29420,Billy Horschel,2019 Masters Tournament,55.56,289.6,62.5,37.5,28.75,27
27349,Alex Noren,2019 Masters Tournament,55.56,291.0,76.79,56.25,29.5,30
