RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,14,29478,Kevin Kisner,85.71,48,56
2,0,33204,Shane Lowry,82.14,46,56
3,0,55752,Ben Kern,80.36,45,56
4,0,33141,Keegan Bradley,78.57,44,56
4,7,33410,Andrew Landry,78.57,44,56
6,23,40026,Daniel Berger,76.79,43,56
6,43,30911,Tommy Fleetwood,76.79,43,56
6,21,25198,Francesco Molinari,76.79,43,56
6,0,34575,Adrian Otaegui,76.79,43,56
10,30,27896,Ross Fisher,75.00,42,56
10,0,30926,Chris Kirk,75.00,42,56
10,0,39324,J.J. Spaun,75.00,42,56
10,0,27095,Nick Watney,75.00,42,56
14,1,46435,Austin Cook,73.21,41,56
14,0,10809,Jim Furyk,73.21,41,56
14,-7,31646,Emiliano Grillo,73.21,41,56
14,42,24024,Zach Johnson,73.21,41,56
14,1,33122,Russell Knox,73.21,41,56
14,11,36689,Brooks Koepka,73.21,41,56
14,0,26596,Ryan Moore,73.21,41,56
14,6,25396,Kevin Na,73.21,41,56
14,6,24138,Ian Poulter,73.21,41,56
14,-11,31323,Gary Woodland,73.21,41,56
24,-13,26499,Rafa Cabrera Bello,71.43,40,56
24,-4,32102,Rickie Fowler,71.43,40,56
24,0,29535,Brice Garnett,71.43,40,56
24,38,29974,Branden Grace,71.43,40,56
24,0,29420,Billy Horschel,71.43,40,56
24,0,39971,Sungjae Im,71.43,40,56
24,0,27408,Martin Kaymer,71.43,40,56
24,0,45478,Julian Suri,71.43,40,56
32,-5,30925,Dustin Johnson,69.64,39,56
32,0,45486,Joaquin Niemann,69.64,39,56
32,-12,27556,Ted Potter Jr.,69.64,39,56
32,0,34256,Andrew Putnam,69.64,39,56
32,0,26476,Chez Reavie,69.64,39,56
32,0,27649,Brandt Snedeker,69.64,39,56
32,34,34046,Jordan Spieth,69.64,39,56
32,34,27064,Jhonattan Vegas,69.64,39,56
40,-33,35450,Patrick Cantlay,67.86,38,56
40,0,20229,Stewart Cink,67.86,38,56
40,0,19846,Brian Gay,67.86,38,56
40,0,34098,Russell Henley,67.86,38,56
40,-37,32816,Satoshi Kodaira,67.86,38,56
40,9,46970,Jon Rahm,67.86,38,56
40,0,22405,Justin Rose,67.86,38,56
40,16,26331,Charl Schwartzel,67.86,38,56
40,0,27963,Chris Stroud,67.86,38,56
49,0,21961,Charles Howell III,66.07,37,56
49,0,48887,Matt Wallace,66.07,37,56
51,-2,28089,Jason Day,64.29,36,56
51,0,27324,Seungsu Han,64.29,36,56
51,0,33293,Thomas Pieters,64.29,36,56
51,-16,29221,Webb Simpson,64.29,36,56
51,5,35225,Brandon Stone,64.29,36,56
51,-40,33448,Justin Thomas,64.29,36,56
57,0,29479,Scott Brown,62.50,35,56
57,0,30944,Jason Kokrak,62.50,35,56
57,-17,26851,Marc Leishman,62.50,35,56
57,0,29772,Michael Lorenzo-Vera,62.50,35,56
57,-17,33968,Thorbjørn Olesen,62.50,35,56
57,0,06567,Vijay Singh,62.50,35,56
63,-14,34363,Tyrrell Hatton,60.71,34,56
63,0,26908,Yuta Ikeda,60.71,34,56
63,6,32839,Hideki Matsuyama,60.71,34,56
63,-34,24361,Pat Perez,60.71,34,56
63,-7,48081,Xander Schauffele,60.71,34,56
63,-14,24502,Adam Scott,60.71,34,56
69,-20,32366,Kevin Chappell,58.93,33,56
69,-4,29725,Tony Finau,58.93,33,56
69,0,29970,Dylan Frittelli,58.93,33,56
69,0,34709,Eddie Pepperell,58.93,33,56
69,-29,35891,Cameron Smith,58.93,33,56
74,-39,27644,Brian Harman,57.14,32,56
74,-34,08793,Tiger Woods,57.14,32,56
76,-41,33948,Byeong Hun An,55.36,31,56
77,-15,28237,Rory McIlroy,51.79,29,56
77,0,25632,Jimmy Walker,51.79,29,56
79,0,29936,Ryan Fox,50.00,28,56
79,0,46501,Ollie Schniederjans,50.00,28,56
