RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,33399,Adam Hadwin,1.590,6.359,4
2,0,30911,Tommy Fleetwood,1.355,5.422,4
3,43,34256,Andrew Putnam,1.298,5.193,4
4,27,49771,J.T. Poston,1.228,4.914,4
5,-2,49947,Taylor Moore,1.121,4.486,4
6,0,35532,Tom Hoge,1.116,4.464,4
7,0,35506,Mackenzie Hughes,1.053,4.213,4
8,0,51634,Sahith Theegala,1.039,4.155,4
9,11,47988,Nick Hardy,0.924,3.698,4
10,0,39997,Corey Conners,0.821,3.285,4
11,0,54628,Lee Hodges,0.788,3.153,4
12,3,25900,Lucas Glover,0.764,3.058,4
13,0,55789,Taylor Montgomery,0.756,3.026,4
14,0,22405,Justin Rose,0.671,2.684,4
15,0,34046,Jordan Spieth,0.627,2.510,4
16,0,54591,Ben Griffin,0.614,2.457,4
17,0,55708,Hayden Buckley,0.525,2.102,4
18,-17,34098,Russell Henley,0.522,2.087,4
19,0,51766,Wyndham Clark,0.511,2.046,4
20,-9,33653,Thomas Detry,0.507,2.028,4
21,21,47347,Adam Schenk,0.496,1.983,4
22,0,31646,Emiliano Grillo,0.430,1.722,4
23,0,28237,Rory McIlroy,0.347,1.387,4
24,0,55182,Tom Kim,0.242,0.970,4
25,0,39977,Max Homa,0.231,0.926,4
26,0,46717,Viktor Hovland,0.222,0.888,4
27,-4,36799,Stephan Jaeger,0.201,0.804,4
28,0,46970,Jon Rahm,0.166,0.666,4
29,0,35450,Patrick Cantlay,0.138,0.552,4
30,0,27644,Brian Harman,0.136,0.543,4
31,0,48081,Xander Schauffele,0.072,0.290,4
32,0,50525,Collin Morikawa,0.062,0.247,4
33,0,32839,Hideki Matsuyama,0.054,0.216,4
34,0,55893,Sam Stevens,0.004,0.015,4
35,-28,33948,Byeong Hun An,-0.002,-0.006,4
36,-2,45157,Cam Davis,-0.012,-0.046,4
37,0,47995,Davis Riley,-0.041,-0.162,4
38,-12,39971,Sungjae Im,-0.063,-0.250,4
39,29,37275,Sam Ryder,-0.070,-0.280,4
40,0,36699,Patrick Rodgers,-0.091,-0.362,4
41,-36,30927,Brendon Todd,-0.127,-0.506,4
42,0,46414,Aaron Rai,-0.149,-0.595,4
43,7,23108,Matt Kuchar,-0.211,-0.844,4
44,0,28252,Seamus Power,-0.270,-1.079,4
45,12,39324,J.J. Spaun,-0.281,-1.125,4
46,19,36871,Matt NeSmith,-0.322,-1.288,4
47,0,30926,Chris Kirk,-0.329,-1.314,4
48,0,32102,Rickie Fowler,-0.336,-1.342,4
49,0,25493,Nick Taylor,-0.339,-1.357,4
50,0,40098,Matt Fitzpatrick,-0.370,-1.479,4
51,3,52374,Brandon Wu,-0.403,-1.611,4
52,0,28089,Jason Day,-0.406,-1.623,4
53,0,36801,Mark Hubbard,-0.423,-1.692,4
53,0,48117,Kurt Kitayama,-0.423,-1.690,4
55,0,34363,Tyrrell Hatton,-0.462,-1.846,4
56,0,33141,Keegan Bradley,-0.481,-1.924,4
57,0,57366,Cameron Young,-0.496,-1.982,4
58,-56,47591,Eric Cole,-0.559,-2.234,4
59,0,39546,Keith Mitchell,-0.603,-2.410,4
60,-43,47504,Sam Burns,-0.669,-2.676,4
61,8,37455,Si Woo Kim,-0.703,-2.813,4
62,0,46046,Scottie Scheffler,-0.738,-2.953,4
63,-18,34099,Harris English,-0.811,-3.245,4
64,0,35461,Beau Hossler,-1.169,-4.675,4
65,0,47993,Denny McCarthy,-1.388,-5.550,4
66,0,49960,Sepp Straka,-1.390,-5.561,4
67,-54,40115,Adam Svensson,-1.423,-5.692,4
68,0,46340,Alex Smalley,-1.459,-5.835,4
69,-44,51070,Vincent Norrman,-1.566,-6.265,4
70,0,29725,Tony Finau,-2.052,-8.206,4
