PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,SG_PUTT,SG_OFF_THE_TEE,SG_APPROACH,SG_AROUND_THE_GREEN
56630,Akshay Bhatia,2024 Valero Texas Open,0.58975,1.067,2.044,1.586
47993,Denny McCarthy,2024 Valero Texas Open,1.847,0.05,1.401,1.99
32839,Hideki Matsuyama,2024 Valero Texas Open,-0.51575,0.699,1.116,0.989
30911,Tommy Fleetwood,2024 Valero Texas Open,-0.3535,0.891,1.126,0.625
28237,Rory McIlroy,2024 Valero Texas Open,0.48975,0.5,1.851,0.197
34098,Russell Henley,2024 Valero Texas Open,0.332,0.311,1.969,0.176
25900,Lucas Glover,2024 Valero Texas Open,-0.9075,0.006,1.644,0.545
45242,Kevin Yu,2024 Valero Texas Open,-1.3775,1.532,1.587,-0.954
27349,Alex Noren,2024 Valero Texas Open,-0.52675,-0.024,0.827,1.261
52955,Ludvig Åberg,2024 Valero Texas Open,-0.49875,1.566,1.06,-0.589
59143,Mac Meissner,2024 Valero Texas Open,-0.2305,0.534,0.336,1.148
33968,Thorbjørn Olesen,2024 Valero Texas Open,-0.374,-0.396,0.931,1.377
39997,Corey Conners,2024 Valero Texas Open,-0.5375,-0.068,1.693,0.201
36801,Mark Hubbard,2024 Valero Texas Open,-0.51575,0.783,0.418,0.603
30927,Brendon Todd,2024 Valero Texas Open,0.82775,-0.413,1.184,0.939
34587,Chan Kim,2024 Valero Texas Open,0.0125,0.734,0.666,0.125
34046,Jordan Spieth,2024 Valero Texas Open,0.27625,1.286,1.001,-0.775
33413,Ben Martin,2024 Valero Texas Open,0.8165,0.588,0.589,0.295
57362,Austin Eckroat,2024 Valero Texas Open,-0.43,0.761,1.294,-0.587
29268,Bronson Burgoon,2024 Valero Texas Open,-1.339,0.683,0.575,0.119
45609,Tyler Duncan,2024 Valero Texas Open,-1.08775,0.425,0.153,0.798
39546,Keith Mitchell,2024 Valero Texas Open,0.346,1.519,0.305,-0.632
35310,Lanto Griffin,2024 Valero Texas Open,-0.8765,0.404,1.307,-0.546
28775,Nate Lashley,2024 Valero Texas Open,-0.3215,0.294,0.422,0.394
34256,Andrew Putnam,2024 Valero Texas Open,0.43625,-0.132,1.32,-0.086
27936,Martin Laird,2024 Valero Texas Open,-0.75675,-0.097,1.222,-0.08
51997,Andrew Novak,2024 Valero Texas Open,-0.993,-0.144,0.915,0.26
47988,Nick Hardy,2024 Valero Texas Open,0.266,0.72,0.806,-0.504
47347,Adam Schenk,2024 Valero Texas Open,1.5645,0.183,0.691,0.099
51696,Rico Hoey,2024 Valero Texas Open,0.62725,0.831,-0.017,0.097
39324,J.J. Spaun,2024 Valero Texas Open,-0.6225,1.108,0.141,-0.339
22371,Aaron Baddeley,2024 Valero Texas Open,-0.12125,-0.36,-0.006,1.275
58696,Peter Kuest,2024 Valero Texas Open,0.972,0.656,0.152,0.008
39977,Max Homa,2024 Valero Texas Open,0.4875,0.473,0.154,0.173
55893,Sam Stevens,2024 Valero Texas Open,0.79175,-0.196,-0.186,1.128
51070,Vincent Norrman,2024 Valero Texas Open,-0.1895,0.773,-0.186,0.14
40098,Matt Fitzpatrick,2024 Valero Texas Open,1.06125,-0.228,0.122,0.832
26596,Ryan Moore,2024 Valero Texas Open,-0.1865,-0.045,0.223,0.546
32366,Kevin Chappell,2024 Valero Texas Open,0.32675,-0.424,0.086,1.05
26476,Chez Reavie,2024 Valero Texas Open,0.3965,0.366,-0.658,0.934
12716,Charley Hoffman,2024 Valero Texas Open,-0.83525,0.769,0.359,-0.504
40115,Adam Svensson,2024 Valero Texas Open,-0.31225,-0.387,1.237,-0.25
46441,Robby Shelton,2024 Valero Texas Open,0.5075,-1.229,0.697,1.063
29908,C.T. Pan,2024 Valero Texas Open,-0.21125,-0.202,0.903,-0.202
54591,Ben Griffin,2024 Valero Texas Open,0.373,-0.162,0.192,0.385
50525,Collin Morikawa,2024 Valero Texas Open,-1.37675,0.587,-0.514,0.342
33408,Tyson Alexander,2024 Valero Texas Open,1.192,-0.052,0.207,0.191
46442,Maverick McNealy,2024 Valero Texas Open,-0.29675,0.657,0.394,-0.716
29221,Webb Simpson,2024 Valero Texas Open,0.2265,0.84,-0.717,0.189
60067,Joe Highsmith,2024 Valero Texas Open,-0.00125,-0.386,0.096,0.579
52453,Nicolai Højgaard,2024 Valero Texas Open,-1.22175,0.892,1.046,-1.678
45522,Christiaan Bezuidenhout,2024 Valero Texas Open,1.03775,0.371,-0.298,0.177
40162,Justin Lower,2024 Valero Texas Open,1.039,-0.37,0.61,0.009
36326,David Lipsky,2024 Valero Texas Open,-0.066,0.474,-0.673,0.303
27330,Josh Teater,2024 Valero Texas Open,-0.0655,-0.844,0.309,0.639
36884,Ben Kohles,2024 Valero Texas Open,-1.30525,0.806,0.105,-0.818
54783,Dylan Wu,2024 Valero Texas Open,-0.04575,-0.426,0.535,-0.026
34021,Bud Cauley,2024 Valero Texas Open,0.75625,0.032,-0.146,0.146
