PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS,R2_PUTTS
25396,Kevin Na,2022 Masters Tournament,70.83,272.3,82.14,38.1,30.5,30,27
52372,Cameron Champ,2022 Masters Tournament,69.44,316.0,73.21,63.64,30.5,31,33
21209,Sergio Garcia,2022 Masters Tournament,69.44,305.1,60.71,54.55,30.5,33,31
28237,Rory McIlroy,2022 Masters Tournament,69.44,318.5,67.86,63.64,29.0,32,31
26851,Marc Leishman,2022 Masters Tournament,68.06,304.4,69.64,69.57,31.5,32,31
46046,Scottie Scheffler,2022 Masters Tournament,68.06,298.9,76.79,69.57,27.5,29,26
30911,Tommy Fleetwood,2022 Masters Tournament,66.67,309.6,73.21,62.5,31.25,33,30
26331,Charl Schwartzel,2022 Masters Tournament,66.67,279.4,69.64,58.33,30.25,32,27
39997,Corey Conners,2022 Masters Tournament,65.28,291.8,73.21,64.0,29.0,30,30
34098,Russell Henley,2022 Masters Tournament,65.28,288.3,78.57,44.0,30.25,30,29
33597,Harry Higgs,2022 Masters Tournament,65.28,280.9,73.21,52.0,29.75,31,32
29420,Billy Horschel,2022 Masters Tournament,65.28,280.4,75.0,28.0,30.25,29,31
50525,Collin Morikawa,2022 Masters Tournament,65.28,287.3,76.79,52.0,28.5,29,29
35891,Cameron Smith,2022 Masters Tournament,65.28,294.3,66.07,52.0,28.25,27,31
40098,Matt Fitzpatrick,2022 Masters Tournament,63.89,303.0,76.79,65.38,30.25,28,33
25900,Lucas Glover,2022 Masters Tournament,63.89,284.6,82.14,50.0,29.75,29,31
30925,Dustin Johnson,2022 Masters Tournament,63.89,291.3,66.07,57.69,29.5,27,27
33204,Shane Lowry,2022 Masters Tournament,63.89,291.1,82.14,73.08,27.25,25,29
39324,J.J. Spaun,2022 Masters Tournament,63.89,287.1,80.36,61.54,30.0,27,29
34264,Hudson Swafford,2022 Masters Tournament,63.89,291.8,73.21,53.85,30.75,30,31
35450,Patrick Cantlay,2022 Masters Tournament,62.5,289.0,75.0,66.67,31.25,32,31
29725,Tony Finau,2022 Masters Tournament,62.5,298.8,71.43,44.44,30.5,31,31
25804,Bubba Watson,2022 Masters Tournament,62.5,294.4,80.36,44.44,30.75,31,31
39971,Sungjae Im,2022 Masters Tournament,61.11,289.5,76.79,57.14,29.0,28,29
46402,Talor Gooch,2022 Masters Tournament,59.72,288.3,75.0,68.97,28.5,32,28
49960,Sepp Straka,2022 Masters Tournament,59.72,292.6,62.5,58.62,29.0,33,26
34363,Tyrrell Hatton,2022 Masters Tournament,58.33,301.9,60.71,43.33,31.0,34,32
30944,Jason Kokrak,2022 Masters Tournament,58.33,299.3,82.14,60.0,28.5,28,29
20396,Lee Westwood,2022 Masters Tournament,58.33,281.8,67.86,53.33,28.25,27,28
45522,Christiaan Bezuidenhout,2022 Masters Tournament,56.94,276.3,76.79,58.06,29.75,29,26
45157,Cam Davis,2022 Masters Tournament,56.94,292.1,69.64,48.39,30.5,31,29
35532,Tom Hoge,2022 Masters Tournament,56.94,288.8,75.0,51.61,30.25,30,31
37378,Min Woo Lee,2022 Masters Tournament,56.94,302.4,71.43,45.16,27.0,26,31
46970,Jon Rahm,2022 Masters Tournament,56.94,300.1,73.21,51.61,29.5,29,30
34360,Patrick Reed,2022 Masters Tournament,56.94,283.5,75.0,54.84,29.0,29,29
24502,Adam Scott,2022 Masters Tournament,56.94,302.0,62.5,51.61,31.25,29,30
37189,Harold Varner III,2022 Masters Tournament,56.94,296.3,71.43,41.94,28.0,27,26
47483,Will Zalatoris,2022 Masters Tournament,56.94,307.4,69.64,54.84,27.25,27,29
29478,Kevin Kisner,2022 Masters Tournament,55.56,277.6,67.86,31.25,30.5,32,28
32839,Hideki Matsuyama,2022 Masters Tournament,55.56,299.5,73.21,62.5,28.25,28,28
45486,Joaquin Niemann,2022 Masters Tournament,55.56,307.1,66.07,56.25,28.5,28,29
28252,Seamus Power,2022 Masters Tournament,55.56,289.1,73.21,62.5,28.5,29,31
33448,Justin Thomas,2022 Masters Tournament,55.56,303.4,57.14,56.25,26.75,25,27
32139,Danny Willett,2022 Masters Tournament,55.56,288.5,66.07,68.75,28.25,28,31
39977,Max Homa,2022 Masters Tournament,54.17,285.8,73.21,39.39,30.5,30,28
46717,Viktor Hovland,2022 Masters Tournament,54.17,295.5,73.21,51.52,28.5,27,29
8793,Tiger Woods,2022 Masters Tournament,54.17,285.0,67.86,48.48,31.25,27,28
40026,Daniel Berger,2022 Masters Tournament,51.39,282.0,67.86,45.71,29.5,27,28
29221,Webb Simpson,2022 Masters Tournament,51.39,279.0,76.79,57.14,28.0,27,29
35506,Mackenzie Hughes,2022 Masters Tournament,50.0,285.8,67.86,44.44,30.75,30,33
37455,Si Woo Kim,2022 Masters Tournament,50.0,286.3,73.21,55.56,28.0,27,26
52215,Robert MacIntyre,2022 Masters Tournament,50.0,293.9,73.21,63.89,28.0,28,29
