RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,1,28237,Rory McIlroy,328.1,2625,8
2,-1,36689,Brooks Koepka,324.1,2593,8
3,22,28089,Jason Day,322.3,2578,8
3,0,46501,Ollie Schniederjans,322.3,2578,8
5,-1,31323,Gary Woodland,319.6,2557,8
6,0,30944,Jason Kokrak,319.1,2553,8
7,3,27064,Jhonattan Vegas,317.9,2543,8
8,4,33448,Justin Thomas,317.1,2537,8
9,0,29936,Ryan Fox,317.0,2536,8
10,-4,30925,Dustin Johnson,316.1,2529,8
11,17,33948,Byeong Hun An,316.0,2528,8
12,0,33293,Thomas Pieters,315.4,2523,8
13,-6,46970,Jon Rahm,315.0,2520,8
14,30,27896,Ross Fisher,312.9,2503,8
15,16,29725,Tony Finau,311.9,2495,8
16,6,30911,Tommy Fleetwood,310.5,2484,8
17,-4,35225,Brandon Stone,310.3,2482,8
18,0,29772,Michael Lorenzo-Vera,308.3,2466,8
18,3,24502,Adam Scott,308.3,2466,8
20,0,29974,Branden Grace,307.9,2463,8
21,0,33141,Keegan Bradley,307.8,2462,8
21,0,27095,Nick Watney,307.8,2462,8
23,-4,32102,Rickie Fowler,307.3,2458,8
24,-8,32366,Kevin Chappell,307.1,2457,8
24,0,22405,Justin Rose,307.1,2457,8
26,-21,33968,Thorbjørn Olesen,306.5,2452,8
27,38,08793,Tiger Woods,306.0,2448,8
28,0,45478,Julian Suri,304.6,2437,8
29,4,26331,Charl Schwartzel,304.5,2436,8
30,0,29420,Billy Horschel,304.4,2435,8
31,0,27963,Chris Stroud,304.3,2434,8
32,12,35891,Cameron Smith,303.9,2431,8
33,0,33204,Shane Lowry,303.5,2428,8
34,26,26851,Marc Leishman,303.0,2424,8
34,12,32839,Hideki Matsuyama,303.0,2424,8
36,0,45486,Joaquin Niemann,302.5,2420,8
37,0,48887,Matt Wallace,302.1,2417,8
38,1,34046,Jordan Spieth,302.0,2416,8
39,1,40026,Daniel Berger,301.5,2412,8
40,14,34363,Tyrrell Hatton,301.4,2411,8
40,1,48081,Xander Schauffele,301.4,2411,8
42,-12,25198,Francesco Molinari,300.1,2401,8
43,0,20229,Stewart Cink,299.8,2398,8
44,0,55752,Ben Kern,299.4,2395,8
45,0,26908,Yuta Ikeda,298.9,2391,8
46,-23,35450,Patrick Cantlay,298.1,2385,8
47,0,06567,Vijay Singh,297.9,2383,8
48,0,29970,Dylan Frittelli,297.4,2379,8
49,-17,26499,Rafa Cabrera Bello,297.3,2378,8
50,0,29479,Scott Brown,296.9,2375,8
51,-34,24361,Pat Perez,296.8,2374,8
52,0,21961,Charles Howell III,295.5,2364,8
53,0,29535,Brice Garnett,295.4,2363,8
54,9,29221,Webb Simpson,294.8,2358,8
55,-37,24138,Ian Poulter,294.3,2354,8
56,0,27324,Seungsu Han,293.6,2349,8
57,0,25632,Jimmy Walker,293.1,2345,8
58,0,39971,Sungjae Im,292.4,2339,8
58,-11,32816,Satoshi Kodaira,292.4,2339,8
60,0,34575,Adrian Otaegui,292.3,2338,8
61,-9,33122,Russell Knox,291.9,2335,8
61,7,33410,Andrew Landry,291.9,2335,8
63,0,27408,Martin Kaymer,290.9,2327,8
63,0,27649,Brandt Snedeker,290.9,2327,8
65,4,24024,Zach Johnson,290.6,2325,8
65,0,39324,J.J. Spaun,290.6,2325,8
67,0,26596,Ryan Moore,290.4,2323,8
68,-11,46435,Austin Cook,290.3,2322,8
68,0,34709,Eddie Pepperell,290.3,2322,8
70,-20,25396,Kevin Na,289.4,2315,8
71,-18,27644,Brian Harman,288.6,2309,8
72,0,34098,Russell Henley,287.4,2299,8
72,0,34256,Andrew Putnam,287.4,2299,8
74,0,26476,Chez Reavie,287.1,2297,8
75,-41,29478,Kevin Kisner,286.5,2292,8
76,-16,27556,Ted Potter Jr.,285.8,2286,8
77,0,30926,Chris Kirk,285.3,2282,8
78,-40,31646,Emiliano Grillo,284.1,2273,8
79,0,10809,Jim Furyk,274.0,2192,8
80,0,19846,Brian Gay,271.4,2171,8
