RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,34563,Chesson Hadley,2.221,8.883,4
2,0,23325,Vaughn Taylor,2.160,8.639,4
3,0,23621,Rory Sabbatini,1.887,7.549,4
4,0,31420,Anirban Lahiri,1.538,6.152,4
5,0,30926,Chris Kirk,1.515,6.059,4
6,0,34046,Jordan Spieth,1.421,5.686,4
7,0,29289,S.Y. Noh,1.402,5.608,4
8,0,34314,Sebastian Cappelen,1.347,5.388,4
9,0,27974,Sung Kang,1.235,4.939,4
10,0,51894,Vince Whaley,1.212,4.848,4
11,0,45526,Abraham Ancer,1.053,4.211,4
12,0,47993,Denny McCarthy,1.014,4.058,4
13,0,32757,Patton Kizzire,.907,3.630,4
14,0,35879,Kelly Kraft,.845,3.381,4
15,0,12716,Charley Hoffman,.833,3.334,4
16,0,33419,Cameron Tringale,.820,3.280,4
17,0,53165,Doc Redman,.764,3.055,4
18,0,23320,Ryan Palmer,.753,3.012,4
19,0,23108,Matt Kuchar,.751,3.004,4
20,0,32640,Troy Merritt,.749,2.996,4
21,0,48822,Sebastián Muñoz,.738,2.951,4
22,0,39546,Keith Mitchell,.719,2.877,4
23,0,25572,Graeme McDowell,.705,2.821,4
24,0,35617,Martin Trainer,.674,2.696,4
25,0,29974,Branden Grace,.666,2.663,4
26,0,52372,Cameron Champ,.651,2.603,4
27,0,27649,Brandt Snedeker,.637,2.547,4
28,0,47334,Sam Fidone,.598,2.391,4
29,0,39997,Corey Conners,.563,2.254,4
30,0,23623,Bo Van Pelt,.522,2.090,4
31,0,27129,Luke List,.508,2.032,4
32,0,20766,Padraig Harrington,.421,1.684,4
33,0,37455,Si Woo Kim,.314,1.258,4
34,0,25632,Jimmy Walker,.294,1.178,4
35,0,29518,Brendan Steele,.276,1.105,4
36,0,27936,Martin Laird,.274,1.096,4
37,0,24361,Pat Perez,.245,.980,4
38,0,35658,Kris Ventura,.232,.927,4
39,0,32102,Rickie Fowler,.229,.918,4
40,0,34076,Joel Dahmen,.215,.862,4
41,0,26679,Kevin Stadler,.210,.842,4
42,0,33141,Keegan Bradley,.205,.821,4
43,0,33399,Adam Hadwin,.190,.762,4
44,0,25493,Nick Taylor,.157,.628,4
45,0,25900,Lucas Glover,.155,.621,4
46,0,32070,Rafael Campos,.109,.436,4
47,0,27770,Camilo Villegas,.062,.248,4
48,0,26331,Charl Schwartzel,.035,.140,4
49,0,31323,Gary Woodland,.025,.101,4
50,0,26499,Rafa Cabrera Bello,-.020,-.080,4
51,0,33413,Ben Martin,-.042,-.169,4
52,0,23788,D.J. Trahan,-.058,-.233,4
53,0,40006,Erik van Rooyen,-.116,-.463,4
54,0,32791,K.H. Lee,-.156,-.625,4
55,0,48887,Matt Wallace,-.186,-.744,4
56,0,30692,Scott Stallings,-.190,-.758,4
57,0,32839,Hideki Matsuyama,-.246,-.984,4
58,0,45609,Tyler Duncan,-.248,-.993,4
59,0,30110,Kyle Stanley,-.257,-1.027,4
60,0,24357,K.J. Choi,-.360,-1.440,4
61,0,49960,Sepp Straka,-.378,-1.511,4
62,0,39953,Chase Seiffert,-.386,-1.542,4
63,0,36871,Matthew NeSmith,-.396,-1.584,4
64,0,45157,Cam Davis,-.498,-1.991,4
65,0,35461,Beau Hossler,-.515,-2.061,4
66,0,46550,Brandon Hagy,-.569,-2.276,4
67,0,35532,Tom Hoge,-.601,-2.402,4
68,0,35104,Tom Lewis,-.686,-2.742,4
69,0,35310,Lanto Griffin,-.753,-3.011,4
70,0,46046,Scottie Scheffler,-.766,-3.063,4
71,0,34255,Joseph Bramlett,-.781,-3.125,4
72,0,37187,Tain Lee,-.807,-3.227,4
73,0,51890,Greyson Sigg,-.939,-3.754,4
74,0,26596,Ryan Moore,-1.099,-4.394,4
75,0,49964,Aaron Wise,-1.115,-4.460,4
76,0,56762,Will Gordon,-1.271,-5.083,4
77,0,52375,Doug Ghim,-1.882,-7.527,4
78,0,34174,John Huh,-1.916,-7.663,4
