RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,25396,Kevin Na,74.19,23,31
2,71,32839,Hideki Matsuyama,72.73,16,22
3,0,06373,José María Olazábal,68.29,28,41
4,0,46970,Jon Rahm,68.18,15,22
5,0,24138,Ian Poulter,67.57,25,37
6,0,29725,Tony Finau,65.71,23,35
7,0,45522,Christiaan Bezuidenhout,63.89,23,36
8,0,47483,Will Zalatoris,63.16,12,19
9,0,34099,Harris English,62.96,17,27
9,7,37455,Si Woo Kim,62.96,17,27
11,0,34360,Patrick Reed,61.76,21,34
12,0,34363,Tyrrell Hatton,61.29,19,31
13,0,32150,Michael Thompson,60.71,17,28
14,0,29221,Webb Simpson,59.26,16,27
15,0,21528,Henrik Stenson,58.62,17,29
16,0,26329,Louis Oosthuizen,58.33,14,24
17,0,20229,Stewart Cink,57.69,15,26
17,0,26851,Marc Leishman,57.69,15,26
19,0,30927,Brendon Todd,56.67,17,30
20,0,33204,Shane Lowry,56.52,13,23
20,58,46046,Scottie Scheffler,56.52,13,23
20,0,25804,Bubba Watson,56.52,13,23
23,0,40098,Matt Fitzpatrick,56.00,14,25
24,0,29420,Billy Horschel,55.88,19,34
25,0,01810,Phil Mickelson,54.17,13,24
25,0,45486,Joaquin Niemann,54.17,13,24
25,0,33448,Justin Thomas,54.17,13,24
28,0,47959,Bryson DeChambeau,53.57,15,28
29,0,48081,Xander Schauffele,52.38,11,21
29,0,35891,Cameron Smith,52.38,11,21
31,0,27644,Brian Harman,52.17,12,23
31,-14,26331,Charl Schwartzel,52.17,12,23
33,0,26300,Matt Jones,52.00,13,25
33,0,48822,Sebastián Muñoz,52.00,13,25
33,-32,48887,Matt Wallace,52.00,13,25
36,-34,45526,Abraham Ancer,51.85,14,27
36,0,52215,Robert MacIntyre,51.85,14,27
38,0,25364,Paul Casey,50.00,13,26
38,0,46717,Viktor Hovland,50.00,15,30
38,0,35506,Mackenzie Hughes,50.00,15,30
38,-34,34046,Jordan Spieth,50.00,8,16
42,8,52372,Cameron Champ,48.15,13,27
43,0,29454,Bernd Wiesberger,48.00,12,25
44,-31,31323,Gary Woodland,46.43,13,28
45,-23,23320,Ryan Palmer,46.15,12,26
46,-21,27936,Martin Laird,45.83,11,24
47,0,22405,Justin Rose,45.45,10,22
48,-19,39997,Corey Conners,45.00,9,20
49,0,50525,Collin Morikawa,42.86,9,21
50,0,30944,Jason Kokrak,41.94,13,31
51,0,30911,Tommy Fleetwood,40.91,9,22
52,0,25198,Francesco Molinari,40.00,12,30
53,0,24502,Adam Scott,39.29,11,28
54,0,31557,Jim Herman,37.04,10,27
