RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,74,25364,Paul Casey,88.46,23,26
2,0,40026,Daniel Berger,76.67,23,30
3,3,39997,Corey Conners,76.19,16,21
4,23,33141,Keegan Bradley,70.00,14,20
5,68,31420,Anirban Lahiri,68.18,15,22
6,0,33399,Adam Hadwin,67.86,19,28
7,1,35532,Tom Hoge,66.67,12,18
7,0,34466,Peter Malnati,66.67,16,24
7,0,27349,Alex Noren,66.67,16,24
10,13,30944,Jason Kokrak,65.63,21,32
11,34,47504,Sam Burns,65.38,17,26
11,0,29478,Kevin Kisner,65.38,17,26
11,15,35449,Adam Long,65.38,17,26
11,-7,24138,Ian Poulter,65.38,17,26
15,0,37189,Harold Varner III,64.71,11,17
16,18,28237,Rory McIlroy,64.00,16,25
17,1,29970,Dylan Frittelli,63.64,14,22
17,0,49298,Kramer Hickok,63.64,14,22
17,44,39977,Max Homa,63.64,14,22
17,0,27214,Kevin Streelman,63.64,14,22
17,0,33448,Justin Thomas,63.64,14,22
22,0,35891,Cameron Smith,62.96,17,27
22,0,30692,Scott Stallings,62.96,17,27
24,0,33122,Russell Knox,62.50,10,16
24,8,39546,Keith Mitchell,62.50,15,24
24,-7,48822,Sebastián Muñoz,62.50,15,24
27,0,29974,Branden Grace,62.07,18,29
28,0,29535,Brice Garnett,60.71,17,28
29,0,45526,Abraham Ancer,60.00,15,25
29,29,21209,Sergio Garcia,60.00,12,20
29,0,54628,Lee Hodges,60.00,18,30
29,12,40250,Taylor Pendrith,60.00,12,20
29,0,32150,Michael Thompson,60.00,18,30
34,13,34363,Tyrrell Hatton,59.26,16,27
35,0,45486,Joaquin Niemann,59.09,13,22
36,0,52375,Doug Ghim,58.82,10,17
36,0,49960,Sepp Straka,58.82,10,17
38,0,26329,Louis Oosthuizen,58.62,17,29
39,-26,27095,Nick Watney,58.33,14,24
40,13,32640,Troy Merritt,57.69,15,26
40,-5,24361,Pat Perez,57.69,15,26
42,0,34563,Chesson Hadley,57.58,19,33
43,-1,32757,Patton Kizzire,56.00,14,25
43,0,49766,Hank Lebioda,56.00,14,25
45,0,34360,Patrick Reed,55.56,15,27
46,-18,39971,Sungjae Im,55.17,16,29
46,28,37275,Sam Ryder,55.17,16,29
48,0,25632,Jimmy Walker,55.00,11,20
49,-38,30911,Tommy Fleetwood,54.55,12,22
49,-44,39058,Lucas Herbert,54.55,18,33
49,0,30925,Dustin Johnson,54.55,12,22
52,16,34098,Russell Henley,54.17,13,24
53,-33,47993,Denny McCarthy,53.57,15,28
54,0,28252,Seamus Power,52.63,10,19
54,13,47483,Will Zalatoris,52.63,10,19
56,0,34076,Joel Dahmen,50.00,13,26
56,-3,32791,K.H. Lee,50.00,11,22
56,20,46442,Maverick McNealy,50.00,11,22
56,0,53165,Doc Redman,50.00,11,22
56,-53,29518,Brendan Steele,50.00,11,22
61,-21,46046,Scottie Scheffler,48.28,14,29
62,0,33204,Shane Lowry,47.37,9,19
63,-50,46717,Viktor Hovland,46.67,7,15
64,0,25198,Francesco Molinari,45.83,11,24
65,0,40006,Erik van Rooyen,45.45,10,22
66,2,55708,Hayden Buckley,45.00,9,20
66,-27,46970,Jon Rahm,45.00,9,20
68,0,25804,Bubba Watson,40.74,11,27
69,0,27644,Brian Harman,40.00,10,25
70,-68,49964,Aaron Wise,35.71,5,14
