RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,34098,Russell Henley,89.29,50,56
1,0,33204,Shane Lowry,89.29,50,56
3,0,46717,Viktor Hovland,87.50,49,56
4,0,32791,K.H. Lee,85.71,48,56
4,7,32839,Hideki Matsuyama,85.71,48,56
4,0,46970,Jon Rahm,85.71,48,56
7,0,55182,Tom Kim,83.93,47,56
7,0,57366,Cameron Young,83.93,47,56
9,0,47504,Sam Burns,82.14,46,56
9,26,30926,Chris Kirk,82.14,46,56
9,0,01810,Phil Mickelson,82.14,46,56
12,0,45526,Abraham Ancer,80.36,45,56
12,0,59652,Sam Bennett,80.36,45,56
12,0,35450,Patrick Cantlay,80.36,45,56
12,23,37455,Si Woo Kim,80.36,45,56
12,0,50525,Collin Morikawa,80.36,45,56
12,0,34360,Patrick Reed,80.36,45,56
18,0,33141,Keegan Bradley,78.57,44,56
18,0,34099,Harris English,78.57,44,56
18,0,40098,Matt Fitzpatrick,78.57,44,56
18,0,46402,Talor Gooch,78.57,44,56
18,0,24024,Zach Johnson,78.57,44,56
18,0,48081,Xander Schauffele,78.57,44,56
18,0,51634,Sahith Theegala,78.57,44,56
25,0,30911,Tommy Fleetwood,76.79,43,56
25,0,39971,Sungjae Im,76.79,43,56
25,0,36689,Brooks Koepka,76.79,43,56
28,0,29725,Tony Finau,75.00,42,56
28,0,22405,Justin Rose,75.00,42,56
28,0,24502,Adam Scott,75.00,42,56
28,0,31323,Gary Woodland,75.00,42,56
32,0,01226,Fred Couples,73.21,41,56
32,0,30925,Dustin Johnson,73.21,41,56
32,0,45486,Joaquin Niemann,73.21,41,56
32,0,33293,Thomas Pieters,73.21,41,56
32,0,46046,Scottie Scheffler,73.21,41,56
32,0,34046,Jordan Spieth,73.21,41,56
32,3,49960,Sepp Straka,73.21,41,56
39,0,28089,Jason Day,71.43,40,56
39,0,34363,Tyrrell Hatton,71.43,40,56
39,0,47529,Mito Pereira,71.43,40,56
39,0,37189,Harold Varner III,71.43,40,56
43,0,49771,J.T. Poston,69.64,39,56
43,0,28252,Seamus Power,69.64,39,56
43,0,30692,Scott Stallings,69.64,39,56
46,0,39977,Max Homa,67.86,38,56
46,0,35506,Mackenzie Hughes,67.86,38,56
48,0,29420,Billy Horschel,66.07,37,56
48,0,39546,Keith Mitchell,66.07,37,56
48,0,49947,Taylor Moore,66.07,37,56
51,0,29936,Ryan Fox,64.29,36,56
52,0,35891,Cameron Smith,62.50,35,56
53,0,26331,Charl Schwartzel,55.36,31,56
