RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,37,29221,Webb Simpson,82.14,46,56
2,42,25686,Jason Dufner,80.36,45,56
2,10,35461,Beau Hossler,80.36,45,56
4,0,29908,C.T. Pan,78.57,44,56
5,0,21528,Henrik Stenson,76.79,43,56
5,0,47128,Richy Werenski,76.79,43,56
7,0,26596,Ryan Moore,75.00,42,56
8,0,27349,Alex Noren,73.21,41,56
8,-4,27556,Ted Potter Jr.,73.21,41,56
8,0,26476,Chez Reavie,73.21,41,56
8,0,22405,Justin Rose,73.21,41,56
12,0,33141,Keegan Bradley,71.43,40,56
12,8,33399,Adam Hadwin,71.43,40,56
14,-7,47959,Bryson DeChambeau,69.64,39,56
14,6,21961,Charles Howell III,69.64,39,56
14,-3,35506,Mackenzie Hughes,69.64,39,56
14,0,30926,Chris Kirk,69.64,39,56
18,0,40098,Matt Fitzpatrick,67.86,38,56
18,0,30911,Tommy Fleetwood,67.86,38,56
18,-3,29535,Brice Garnett,67.86,38,56
18,0,23353,J.J. Henry,67.86,38,56
18,0,23108,Matt Kuchar,67.86,38,56
18,0,33410,Andrew Landry,67.86,38,56
18,0,23320,Ryan Palmer,67.86,38,56
18,14,26331,Charl Schwartzel,67.86,38,56
18,0,25632,Jimmy Walker,67.86,38,56
27,0,26499,Rafa Cabrera Bello,66.07,37,56
27,-25,31646,Emiliano Grillo,66.07,37,56
27,-7,34563,Chesson Hadley,66.07,37,56
27,0,37455,Si Woo Kim,66.07,37,56
27,0,27936,Martin Laird,66.07,37,56
27,46,34213,Grayson Murray,66.07,37,56
27,11,48081,Xander Schauffele,66.07,37,56
27,17,27095,Nick Watney,66.07,37,56
35,0,29420,Billy Horschel,64.29,36,56
35,0,30925,Dustin Johnson,64.29,36,56
35,35,36689,Brooks Koepka,64.29,36,56
35,0,34046,Jordan Spieth,64.29,36,56
35,0,06527,Steve Stricker,64.29,36,56
35,3,37189,Harold Varner III,64.29,36,56
41,0,30978,Kiradech Aphibarnrat,62.50,35,56
41,-21,40026,Daniel Berger,62.50,35,56
41,0,29479,Scott Brown,62.50,35,56
41,0,24138,Ian Poulter,62.50,35,56
41,0,46970,Jon Rahm,62.50,35,56
41,-21,23621,Rory Sabbatini,62.50,35,56
41,0,24502,Adam Scott,62.50,35,56
41,-29,27963,Chris Stroud,62.50,35,56
41,22,08793,Tiger Woods,62.50,35,56
50,0,35450,Patrick Cantlay,60.71,34,56
50,0,29926,Danny Lee,60.71,34,56
50,0,25396,Kevin Na,60.71,34,56
50,7,34360,Patrick Reed,60.71,34,56
50,-18,27064,Jhonattan Vegas,60.71,34,56
55,-11,33948,Byeong Hun An,58.93,33,56
55,-6,28089,Jason Day,58.93,33,56
55,11,29725,Tony Finau,58.93,33,56
55,0,39954,Cody Gribble,58.93,33,56
55,0,25804,Bubba Watson,58.93,33,56
60,-3,27896,Ross Fisher,57.14,32,56
60,0,21209,Sergio Garcia,57.14,32,56
60,0,29461,Jamie Lovemark,57.14,32,56
60,-40,33204,Shane Lowry,57.14,32,56
64,-7,33448,Justin Thomas,55.36,31,56
65,-45,46435,Austin Cook,53.57,30,56
65,0,26851,Marc Leishman,53.57,30,56
65,0,28132,Tyrone Van Aswegen,53.57,30,56
68,0,29974,Branden Grace,51.79,29,56
68,5,35421,Brandon Harkins,51.79,29,56
70,0,30944,Jason Kokrak,50.00,28,56
71,0,32333,Kevin Tway,44.64,25,56
