RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,26476,Chez Reavie,26.75,107,4,25
2,0,48887,Matt Wallace,27.00,108,4,25
3,0,29926,Danny Lee,27.25,109,4,21
3,0,27129,Luke List,27.25,109,4,26
5,0,30925,Dustin Johnson,27.75,111,4,23
5,0,35879,Kelly Kraft,27.75,111,4,27
7,0,25900,Lucas Glover,28.00,112,4,26
7,0,29772,Michael Lorenzo-Vera,28.00,112,4,25
7,9,34046,Jordan Spieth,28.00,112,4,23
10,-3,30978,Kiradech Aphibarnrat,28.25,113,4,24
10,0,35450,Patrick Cantlay,28.25,113,4,26
10,6,32839,Hideki Matsuyama,28.25,113,4,26
10,6,24361,Pat Perez,28.25,113,4,24
14,0,24502,Adam Scott,28.50,114,4,26
15,1,45526,Abraham Ancer,28.75,115,4,25
15,0,47238,Jazz Janewattananond,28.75,115,4,28
15,0,26735,Marty Jertson,28.75,115,4,26
18,5,26499,Rafa Cabrera Bello,29.00,116,4,28
18,0,29420,Billy Horschel,29.00,116,4,28
18,-14,27974,Sung Kang,29.00,116,4,26
18,0,25431,Rob Labritz,29.00,116,4,27
18,0,35891,Cameron Smith,29.00,116,4,27
18,9,39324,J.J. Spaun,29.00,116,4,26
18,0,24964,Ryan Vermeer,29.00,116,4,26
25,0,23614,Rich Beem,29.25,117,4,26
25,0,21961,Charles Howell III,29.25,117,4,27
25,0,36326,David Lipsky,29.25,117,4,27
25,0,33204,Shane Lowry,29.25,117,4,27
25,0,25572,Graeme McDowell,29.25,117,4,27
25,0,01810,Phil Mickelson,29.25,117,4,25
25,0,27649,Brandt Snedeker,29.25,117,4,28
25,25,21528,Henrik Stenson,29.25,117,4,27
33,0,28089,Jason Day,29.50,118,4,29
33,-10,36689,Brooks Koepka,29.50,118,4,25
33,0,30944,Jason Kokrak,29.50,118,4,25
33,0,28237,Rory McIlroy,29.50,118,4,26
33,0,34256,Andrew Putnam,29.50,118,4,29
33,0,40006,Erik van Rooyen,29.50,118,4,27
39,0,33803,Lucas Bjerregaard,29.75,119,4,27
39,0,12716,Charley Hoffman,29.75,119,4,25
39,-12,35461,Beau Hossler,29.75,119,4,24
39,0,23108,Matt Kuchar,29.75,119,4,27
39,0,35296,Haotong Li,29.75,119,4,28
39,0,26329,Louis Oosthuizen,29.75,119,4,28
39,-12,33293,Thomas Pieters,29.75,119,4,27
39,0,49771,J.T. Poston,29.75,119,4,28
47,0,47504,Sam Burns,30.00,120,4,29
47,0,25364,Paul Casey,30.00,120,4,26
47,0,33399,Adam Hadwin,30.00,120,4,28
47,0,22405,Justin Rose,30.00,120,4,29
51,-1,40026,Daniel Berger,30.25,121,4,23
51,0,39058,Lucas Herbert,30.25,121,4,27
51,0,24024,Zach Johnson,30.25,121,4,28
51,-24,27349,Alex Noren,30.25,121,4,29
51,0,37189,Harold Varner III,30.25,121,4,28
51,0,31323,Gary Woodland,30.25,121,4,27
57,0,40098,Matt Fitzpatrick,30.50,122,4,28
57,0,30911,Tommy Fleetwood,30.50,122,4,28
57,0,31646,Emiliano Grillo,30.50,122,4,29
57,-49,28938,Justin Harding,30.50,122,4,30
57,0,39977,Max Homa,30.50,122,4,29
57,0,28300,Joost Luiten,30.50,122,4,27
57,10,49964,Aaron Wise,30.50,122,4,27
64,0,33141,Keegan Bradley,30.75,123,4,30
64,0,29268,Bronson Burgoon,30.75,123,4,25
64,0,32102,Rickie Fowler,30.75,123,4,29
64,-54,25818,Scott Piercy,30.75,123,4,29
64,0,29221,Webb Simpson,30.75,123,4,27
64,0,25632,Jimmy Walker,30.75,123,4,28
70,0,35449,Adam Long,31.00,124,4,29
70,0,48081,Xander Schauffele,31.00,124,4,29
70,-13,32333,Kevin Tway,31.00,124,4,30
73,0,29725,Tony Finau,31.25,125,4,28
74,0,52372,Cameron Champ,31.50,126,4,30
74,0,39997,Corey Conners,31.50,126,4,28
74,0,27896,Ross Fisher,31.50,126,4,29
74,0,34363,Tyrrell Hatton,31.50,126,4,30
74,0,48117,Kurt Kitayama,31.50,126,4,26
74,0,33968,Thorbjørn Olesen,31.50,126,4,29
74,0,32139,Danny Willett,31.50,126,4,29
81,0,34076,Joel Dahmen,31.75,127,4,28
81,0,25198,Francesco Molinari,31.75,127,4,29
