RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,43,40026,Daniel Berger,23.00,23,1
1,2,34046,Jordan Spieth,23.00,23,1
3,0,29268,Bronson Burgoon,25.00,25,1
3,0,01810,Phil Mickelson,25.00,25,1
3,0,48887,Matt Wallace,25.00,25,1
6,0,23614,Rich Beem,26.00,26,1
6,0,24502,Adam Scott,26.00,26,1
6,0,24964,Ryan Vermeer,26.00,26,1
9,0,39058,Lucas Herbert,27.00,27,1
9,0,33204,Shane Lowry,27.00,27,1
9,0,28237,Rory McIlroy,27.00,27,1
9,47,21528,Henrik Stenson,27.00,27,1
13,0,33803,Lucas Bjerregaard,28.00,28,1
13,8,26499,Rafa Cabrera Bello,28.00,28,1
13,0,29725,Tony Finau,28.00,28,1
13,0,40098,Matt Fitzpatrick,28.00,28,1
13,0,33399,Adam Hadwin,28.00,28,1
13,0,12716,Charley Hoffman,28.00,28,1
13,0,29420,Billy Horschel,28.00,28,1
13,0,21961,Charles Howell III,28.00,28,1
13,0,47238,Jazz Janewattananond,28.00,28,1
13,0,26735,Marty Jertson,28.00,28,1
13,0,24024,Zach Johnson,28.00,28,1
13,0,35879,Kelly Kraft,28.00,28,1
13,0,29926,Danny Lee,28.00,28,1
13,0,27129,Luke List,28.00,28,1
13,43,24361,Pat Perez,28.00,28,1
13,0,26476,Chez Reavie,28.00,28,1
13,0,29221,Webb Simpson,28.00,28,1
13,-1,39324,J.J. Spaun,28.00,28,1
31,-4,45526,Abraham Ancer,29.00,29,1
31,-23,30978,Kiradech Aphibarnrat,29.00,29,1
31,0,28089,Jason Day,29.00,29,1
31,0,27896,Ross Fisher,29.00,29,1
31,0,32102,Rickie Fowler,29.00,29,1
31,0,30944,Jason Kokrak,29.00,29,1
31,0,35296,Haotong Li,29.00,29,1
31,0,25572,Graeme McDowell,29.00,29,1
31,0,33968,Thorbjørn Olesen,29.00,29,1
31,8,25818,Scott Piercy,29.00,29,1
31,0,49771,J.T. Poston,29.00,29,1
31,0,34256,Andrew Putnam,29.00,29,1
31,0,48081,Xander Schauffele,29.00,29,1
31,0,35891,Cameron Smith,29.00,29,1
31,0,27649,Brandt Snedeker,29.00,29,1
31,0,37189,Harold Varner III,29.00,29,1
31,0,32139,Danny Willett,29.00,29,1
48,0,47504,Sam Burns,30.00,30,1
48,0,52372,Cameron Champ,30.00,30,1
48,-21,28938,Justin Harding,30.00,30,1
48,0,34363,Tyrrell Hatton,30.00,30,1
48,0,30925,Dustin Johnson,30.00,30,1
48,-21,36689,Brooks Koepka,30.00,30,1
48,0,25431,Rob Labritz,30.00,30,1
48,0,29772,Michael Lorenzo-Vera,30.00,30,1
48,0,28300,Joost Luiten,30.00,30,1
48,8,32839,Hideki Matsuyama,30.00,30,1
48,0,26329,Louis Oosthuizen,30.00,30,1
48,-27,32333,Kevin Tway,30.00,30,1
60,0,33141,Keegan Bradley,31.00,31,1
60,0,35450,Patrick Cantlay,31.00,31,1
60,0,25364,Paul Casey,31.00,31,1
60,0,25900,Lucas Glover,31.00,31,1
60,0,31646,Emiliano Grillo,31.00,31,1
60,0,39977,Max Homa,31.00,31,1
60,-21,35461,Beau Hossler,31.00,31,1
60,0,48117,Kurt Kitayama,31.00,31,1
60,0,23108,Matt Kuchar,31.00,31,1
60,0,36326,David Lipsky,31.00,31,1
60,-21,27349,Alex Noren,31.00,31,1
60,0,40006,Erik van Rooyen,31.00,31,1
72,0,39997,Corey Conners,32.00,32,1
72,0,34076,Joel Dahmen,32.00,32,1
72,-71,27974,Sung Kang,32.00,32,1
72,0,25198,Francesco Molinari,32.00,32,1
72,0,22405,Justin Rose,32.00,32,1
77,0,30911,Tommy Fleetwood,33.00,33,1
77,-56,33293,Thomas Pieters,33.00,33,1
77,-33,49964,Aaron Wise,33.00,33,1
77,0,31323,Gary Woodland,33.00,33,1
81,0,35449,Adam Long,34.00,34,1
81,0,25632,Jimmy Walker,34.00,34,1
