RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,25396,Kevin Na,2.523,10.091,4
2,0,27649,Brandt Snedeker,2.224,8.894,4
3,11,36689,Brooks Koepka,1.785,7.140,4
4,0,29518,Brendan Steele,1.770,7.080,4
5,0,30911,Tommy Fleetwood,1.701,6.803,4
6,0,26329,Louis Oosthuizen,1.600,6.398,4
7,0,23108,Matt Kuchar,1.583,6.333,4
8,25,48081,Xander Schauffele,1.452,5.807,4
9,0,32102,Rickie Fowler,1.443,5.771,4
10,0,34360,Patrick Reed,1.391,5.565,4
11,0,35225,Brandon Stone,1.361,5.444,4
12,18,06522,Ernie Els,1.350,5.399,4
13,0,30944,Jason Kokrak,1.298,5.191,4
14,0,46402,Talor Gooch,1.271,5.085,4
15,0,27644,Brian Harman,1.254,5.015,4
16,0,06527,Steve Stricker,1.219,4.875,4
17,0,10809,Jim Furyk,1.179,4.716,4
18,28,27141,J.B. Holmes,1.163,4.651,4
19,0,12716,Charley Hoffman,1.049,4.197,4
20,0,40098,Matt Fitzpatrick,.983,3.932,4
21,6,26476,Chez Reavie,.929,3.714,4
22,0,24924,Bill Haas,.912,3.646,4
23,0,36799,Stephan Jaeger,.909,3.635,4
24,0,27936,Martin Laird,.791,3.165,4
25,0,32816,Satoshi Kodaira,.751,3.003,4
26,0,34409,David Lingmerth,.749,2.995,4
27,0,34098,Russell Henley,.742,2.969,4
28,0,34709,Eddie Pepperell,.711,2.844,4
29,0,33448,Justin Thomas,.706,2.824,4
30,0,24461,Thomas Aiken,.693,2.771,4
31,-8,32366,Kevin Chappell,.682,2.727,4
32,0,32839,Hideki Matsuyama,.548,2.191,4
33,0,34242,Andrew Johnston,.529,2.116,4
34,0,21209,Sergio Garcia,.524,2.097,4
35,0,24024,Zach Johnson,.444,1.775,4
36,0,34358,Jonathan Randolph,.439,1.754,4
37,3,34099,Harris English,.408,1.632,4
38,0,26851,Marc Leishman,.407,1.627,4
39,0,47610,Tyler Light,.383,1.532,4
40,0,29461,Jamie Lovemark,.362,1.446,4
41,0,37455,Si Woo Kim,.305,1.221,4
42,0,46048,Jordan Niebrugge,.290,1.161,4
43,-40,37454,Whee Kim,.256,1.024,4
44,0,47996,Jack Maguire,.222,.887,4
45,0,46046,Scottie Scheffler,.199,.794,4
46,0,29454,Bernd Wiesberger,.174,.697,4
47,0,25364,Paul Casey,.040,.159,4
47,0,52372,Cameron Champ,.040,.158,4
49,13,28486,Michael Putnam,.034,.134,4
50,-42,26499,Rafa Cabrera Bello,.031,.124,4
51,0,33204,Shane Lowry,-.090,-.361,4
52,0,31202,William McGirt,-.142,-.570,4
53,0,27408,Martin Kaymer,-.210,-.841,4
54,-25,46601,Trey Mullinax,-.230,-.922,4
55,0,29221,Webb Simpson,-.364,-1.456,4
56,-15,28420,Ryan Brehm,-.469,-1.875,4
57,0,23821,Yusaku Miyazato,-.597,-2.387,4
58,0,29974,Branden Grace,-.648,-2.592,4
59,0,47663,Kevin Dougherty,-.700,-2.799,4
60,-55,20229,Stewart Cink,-.705,-2.820,4
61,0,34046,Jordan Spieth,-.708,-2.832,4
62,0,31323,Gary Woodland,-.728,-2.911,4
63,0,33399,Adam Hadwin,-.737,-2.948,4
64,0,29478,Kevin Kisner,-.821,-3.286,4
65,0,35296,Haotong Li,-1.326,-5.306,4
66,0,20396,Lee Westwood,-1.347,-5.389,4
67,0,33141,Keegan Bradley,-1.380,-5.522,4
68,0,25834,Daniel Summerhays,-1.550,-6.202,4
