RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,35506,Mackenzie Hughes,2.116,8.466,4
2,0,29725,Tony Finau,1.983,7.931,4
3,0,48119,Ben Taylor,1.809,7.235,4
4,0,46435,Austin Cook,1.799,7.197,4
5,0,63123,Travis Vick,1.644,6.578,4
6,0,36799,Stephan Jaeger,1.561,6.244,4
7,0,22405,Justin Rose,1.509,6.035,4
8,0,57975,Harry Hall,1.414,5.657,4
9,0,49964,Aaron Wise,1.276,5.104,4
10,0,54591,Ben Griffin,1.162,4.648,4
10,0,46601,Trey Mullinax,1.162,4.650,4
12,0,46414,Aaron Rai,1.119,4.478,4
13,0,50493,Justin Suh,1.062,4.249,4
14,0,25818,Scott Piercy,1.027,4.110,4
15,0,40115,Adam Svensson,1.012,4.047,4
16,0,46340,Alex Smalley,0.970,3.882,4
17,0,33408,Tyson Alexander,0.906,3.624,4
18,0,50188,S.H. Kim,0.904,3.617,4
19,0,46442,Maverick McNealy,0.831,3.323,4
20,0,52411,Kyle Westmoreland,0.706,2.825,4
21,0,27349,Alex Noren,0.600,2.400,4
22,0,33122,Russell Knox,0.590,2.360,4
23,0,55454,Carl Yuan,0.584,2.335,4
24,0,28089,Jason Day,0.557,2.229,4
25,0,51766,Wyndham Clark,0.555,2.221,4
26,0,39412,Zack Fischer,0.530,2.119,4
27,0,32333,Kevin Tway,0.439,1.758,4
28,0,36326,David Lipsky,0.407,1.629,4
29,0,47591,Eric Cole,0.363,1.452,4
30,0,19803,Ryan Armour,0.359,1.436,4
31,0,39546,Keith Mitchell,0.348,1.393,4
32,0,29289,S.Y. Noh,0.335,1.341,4
33,0,31323,Gary Woodland,0.309,1.237,4
34,0,24024,Zach Johnson,0.308,1.232,4
35,0,47993,Denny McCarthy,0.304,1.217,4
36,0,47987,Cole Hammer,0.254,1.016,4
37,0,32448,James Hahn,0.235,0.942,4
38,0,34256,Andrew Putnam,0.231,0.924,4
39,0,48699,Callum Tarren,0.224,0.898,4
40,0,35901,Paul Haley II,0.201,0.806,4
41,0,51634,Sahith Theegala,0.065,0.259,4
42,0,27936,Martin Laird,0.027,0.107,4
43,0,58168,Davis Thompson,0.019,0.076,4
44,0,34610,Matthias Schwab,0.009,0.037,4
45,0,36699,Patrick Rodgers,-0.075,-0.299,4
46,0,34099,Harris English,-0.081,-0.322,4
47,0,34076,Joel Dahmen,-0.130,-0.519,4
48,0,55789,Taylor Montgomery,-0.134,-0.536,4
49,0,25198,Francesco Molinari,-0.168,-0.672,4
50,0,34255,Joseph Bramlett,-0.178,-0.710,4
51,0,27095,Nick Watney,-0.184,-0.736,4
52,0,33399,Adam Hadwin,-0.320,-1.279,4
53,0,51950,Max McGreevy,-0.369,-1.477,4
54,0,52374,Brandon Wu,-0.379,-1.515,4
55,0,55893,Sam Stevens,-0.383,-1.532,4
56,0,36871,Matt NeSmith,-0.459,-1.834,4
57,0,46046,Scottie Scheffler,-0.526,-2.102,4
58,0,56762,Will Gordon,-0.589,-2.355,4
59,0,40250,Taylor Pendrith,-0.603,-2.412,4
60,0,39975,Michael Kim,-0.740,-2.959,4
61,0,47995,Davis Riley,-0.742,-2.968,4
62,0,34374,Erik Barnes,-0.852,-3.408,4
63,0,37455,Si Woo Kim,-0.853,-3.412,4
64,0,46441,Robby Shelton,-0.966,-3.864,4
65,0,20229,Stewart Cink,-1.024,-4.097,4
66,0,27129,Luke List,-1.397,-5.587,4
67,0,33948,Byeong Hun An,-1.520,-6.080,4
68,0,37338,Zecheng Dou,-1.663,-6.651,4
