RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,36689,Brooks Koepka,320.9,2567,8
2,0,47959,Bryson DeChambeau,320.0,2560,8
3,0,59095,Chris Gotterup,319.9,2559,8
4,0,63123,Travis Vick,319.5,2556,8
5,0,35450,Patrick Cantlay,318.9,2551,8
6,0,30925,Dustin Johnson,318.8,2550,8
7,0,34213,Grayson Murray,316.8,2534,8
8,0,33293,Thomas Pieters,314.5,2516,8
9,0,34363,Tyrrell Hatton,314.1,2513,8
10,5,46046,Scottie Scheffler,313.3,2506,8
11,0,45486,Joaquin Niemann,313.1,2505,8
12,12,36699,Patrick Rodgers,311.1,2489,8
13,0,40098,Matt Fitzpatrick,310.5,2484,8
14,0,39067,MJ Daffue,309.8,2478,8
15,0,33141,Keegan Bradley,309.6,2477,8
15,0,46970,Jon Rahm,309.6,2477,8
17,0,55708,Hayden Buckley,309.1,2473,8
17,0,35461,Beau Hossler,309.1,2473,8
17,0,34046,Jordan Spieth,309.1,2473,8
20,0,31323,Gary Woodland,309.0,2472,8
21,0,48699,Callum Tarren,307.1,2457,8
22,0,36871,Matthew NeSmith,307.0,2456,8
23,0,50525,Collin Morikawa,306.8,2454,8
24,0,28252,Seamus Power,306.6,2453,8
25,0,51491,Brandon Matthews,306.3,2450,8
25,0,55893,Sam Stevens,306.3,2450,8
25,0,47483,Will Zalatoris,306.3,2450,8
28,0,37378,Min Woo Lee,306.1,2449,8
29,0,47347,Adam Schenk,305.8,2446,8
30,0,32791,K.H. Lee,305.3,2442,8
31,0,39537,Chris Naegel,304.9,2439,8
32,0,24502,Adam Scott,304.5,2436,8
33,-28,33448,Justin Thomas,304.4,2435,8
34,0,49964,Aaron Wise,304.3,2434,8
35,0,27909,Wil Besseling,303.1,2425,8
36,0,26851,Marc Leishman,302.9,2423,8
37,0,47995,Davis Riley,302.8,2422,8
38,0,61143,Austin Greaser,302.5,2420,8
39,0,34255,Joseph Bramlett,302.0,2416,8
40,0,59652,Sam Bennett,301.8,2414,8
40,0,51586,Stewart Hagestad,301.8,2414,8
42,-41,28237,Rory McIlroy,300.9,2407,8
43,0,35986,Todd Sinnott,300.1,2401,8
44,0,34099,Harris English,299.9,2399,8
45,0,45836,Richard Bland,299.1,2393,8
46,0,48081,Xander Schauffele,299.0,2392,8
47,0,39834,Guido Migliozzi,298.0,2384,8
48,0,47993,Denny McCarthy,297.4,2379,8
48,0,33419,Cameron Tringale,297.4,2379,8
50,0,34360,Patrick Reed,297.3,2378,8
51,-31,33399,Adam Hadwin,297.0,2376,8
52,0,32839,Hideki Matsuyama,295.9,2367,8
53,0,34076,Joel Dahmen,295.8,2366,8
54,-16,35506,Mackenzie Hughes,295.5,2364,8
55,-22,47504,Sam Burns,295.4,2363,8
56,-39,22405,Justin Rose,295.3,2362,8
57,-35,48822,Sebastián Muñoz,293.5,2348,8
58,-55,47988,Nick Hardy,293.3,2346,8
59,0,55182,Tom Kim,292.3,2338,8
60,0,27644,Brian Harman,292.1,2337,8
61,0,39977,Max Homa,291.9,2335,8
62,0,34256,Andrew Putnam,291.1,2329,8
63,0,34409,David Lingmerth,289.1,2313,8
64,0,46405,Sebastian Soderberg,287.4,2299,8
