RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,55182,Tom Kim,73.21,41,56
1,0,32791,K.H. Lee,73.21,41,56
3,0,34076,Joel Dahmen,71.43,40,56
3,0,31323,Gary Woodland,71.43,40,56
5,29,40098,Matt Fitzpatrick,69.64,39,56
6,0,59652,Sam Bennett,67.86,38,56
6,28,46046,Scottie Scheffler,67.86,38,56
8,0,47993,Denny McCarthy,66.07,37,56
9,0,33419,Cameron Tringale,64.29,36,56
10,9,33399,Adam Hadwin,62.50,35,56
10,0,27644,Brian Harman,62.50,35,56
10,0,48822,Sebastián Muñoz,62.50,35,56
10,0,36871,Matthew NeSmith,62.50,35,56
14,0,45836,Richard Bland,60.71,34,56
14,0,33141,Keegan Bradley,60.71,34,56
14,0,55708,Hayden Buckley,60.71,34,56
14,0,39977,Max Homa,60.71,34,56
14,0,34256,Andrew Putnam,60.71,34,56
14,0,55893,Sam Stevens,60.71,34,56
14,0,63123,Travis Vick,60.71,34,56
14,0,49964,Aaron Wise,60.71,34,56
22,0,37378,Min Woo Lee,58.93,33,56
22,0,34409,David Lingmerth,58.93,33,56
22,0,33293,Thomas Pieters,58.93,33,56
22,0,46970,Jon Rahm,58.93,33,56
22,22,36699,Patrick Rodgers,58.93,33,56
27,0,35450,Patrick Cantlay,57.14,32,56
27,0,34099,Harris English,57.14,32,56
29,0,27909,Wil Besseling,55.36,31,56
29,0,30925,Dustin Johnson,55.36,31,56
29,33,28237,Rory McIlroy,55.36,31,56
29,0,47347,Adam Schenk,55.36,31,56
29,0,47483,Will Zalatoris,55.36,31,56
34,0,51586,Stewart Hagestad,53.57,30,56
34,0,28252,Seamus Power,53.57,30,56
36,-26,47988,Nick Hardy,51.79,29,56
36,0,35461,Beau Hossler,51.79,29,56
36,15,35506,Mackenzie Hughes,51.79,29,56
36,0,26851,Marc Leishman,51.79,29,56
36,0,32839,Hideki Matsuyama,51.79,29,56
36,0,50525,Collin Morikawa,51.79,29,56
36,0,48081,Xander Schauffele,51.79,29,56
43,0,34255,Joseph Bramlett,50.00,28,56
43,0,34363,Tyrrell Hatton,50.00,28,56
43,0,36689,Brooks Koepka,50.00,28,56
43,0,39834,Guido Migliozzi,50.00,28,56
43,0,47995,Davis Riley,50.00,28,56
43,-24,22405,Justin Rose,50.00,28,56
43,0,35986,Todd Sinnott,50.00,28,56
50,0,34213,Grayson Murray,48.21,27,56
50,0,34360,Patrick Reed,48.21,27,56
52,0,59095,Chris Gotterup,46.43,26,56
52,0,46405,Sebastian Soderberg,46.43,26,56
52,0,48699,Callum Tarren,46.43,26,56
55,-4,47504,Sam Burns,44.64,25,56
55,0,39537,Chris Naegel,44.64,25,56
55,0,45486,Joaquin Niemann,44.64,25,56
55,0,34046,Jordan Spieth,44.64,25,56
55,-29,33448,Justin Thomas,44.64,25,56
60,0,24502,Adam Scott,42.86,24,56
61,0,47959,Bryson DeChambeau,41.07,23,56
62,0,61143,Austin Greaser,37.50,21,56
63,0,39067,MJ Daffue,33.93,19,56
64,0,51491,Brandon Matthews,30.36,17,56
