RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,46046,Scottie Scheffler,26.75,107,4,23
2,0,33399,Adam Hadwin,27.75,111,4,27
2,0,27644,Brian Harman,27.75,111,4,26
2,0,34360,Patrick Reed,27.75,111,4,26
5,0,25198,Francesco Molinari,28.00,112,4,24
6,0,34099,Harris English,28.25,113,4,26
7,0,29970,Dylan Frittelli,28.50,114,4,24
7,0,35310,Lanto Griffin,28.50,114,4,26
7,0,26329,Louis Oosthuizen,28.50,114,4,26
7,0,33448,Justin Thomas,28.50,114,4,28
7,0,54783,Dylan Wu,28.50,114,4,27
12,0,33404,Chris Baker,28.75,115,4,27
12,0,55789,Taylor Montgomery,28.75,115,4,26
12,0,24138,Ian Poulter,28.75,115,4,26
15,0,35450,Patrick Cantlay,29.00,116,4,26
15,0,35506,Mackenzie Hughes,29.00,116,4,26
15,0,26300,Matt Jones,29.00,116,4,26
15,0,46970,Jon Rahm,29.00,116,4,27
19,0,45836,Richard Bland,29.25,117,4,26
19,0,25364,Paul Casey,29.25,117,4,26
19,0,29974,Branden Grace,29.25,117,4,27
19,0,47056,Rikuya Hoshino,29.25,117,4,28
19,0,30925,Dustin Johnson,29.25,117,4,24
19,0,36689,Brooks Koepka,29.25,117,4,27
19,0,39834,Guido Migliozzi,29.25,117,4,26
26,0,28679,Fabián Gómez,29.50,118,4,25
26,0,32640,Troy Merritt,29.50,118,4,26
26,0,49771,J.T. Poston,29.50,118,4,26
26,0,26331,Charl Schwartzel,29.50,118,4,28
26,0,24502,Adam Scott,29.50,118,4,26
26,0,27214,Kevin Streelman,29.50,118,4,27
26,0,25804,Bubba Watson,29.50,118,4,26
33,0,47959,Bryson DeChambeau,29.75,119,4,27
33,0,21209,Sergio Garcia,29.75,119,4,28
33,0,39971,Sungjae Im,29.75,119,4,28
33,0,37455,Si Woo Kim,29.75,119,4,27
33,0,28237,Rory McIlroy,29.75,119,4,28
33,0,48081,Xander Schauffele,29.75,119,4,29
33,0,25632,Jimmy Walker,29.75,119,4,26
33,0,20396,Lee Westwood,29.75,119,4,29
41,0,45522,Christiaan Bezuidenhout,30.00,120,4,24
41,0,56630,Akshay Bhatia,30.00,120,4,28
41,0,30911,Tommy Fleetwood,30.00,120,4,27
41,0,34098,Russell Henley,30.00,120,4,27
41,0,46732,Rick Lamb,30.00,120,4,29
41,0,26476,Chez Reavie,30.00,120,4,25
41,0,56278,Matthew Wolff,30.00,120,4,27
48,0,26499,Rafa Cabrera Bello,30.25,121,4,28
48,0,20229,Stewart Cink,30.25,121,4,28
48,0,27408,Martin Kaymer,30.25,121,4,28
48,0,29478,Kevin Kisner,30.25,121,4,28
48,0,32839,Hideki Matsuyama,30.25,121,4,26
48,0,23814,Edoardo Molinari,30.25,121,4,26
48,0,34046,Jordan Spieth,30.25,121,4,29
55,0,40026,Daniel Berger,30.50,122,4,28
55,0,12716,Charley Hoffman,30.50,122,4,28
55,0,35532,Tom Hoge,30.50,122,4,27
55,0,52215,Robert MacIntyre,30.50,122,4,30
55,0,50525,Collin Morikawa,30.50,122,4,28
55,0,45486,Joaquin Niemann,30.50,122,4,29
61,0,40098,Matt Fitzpatrick,30.75,123,4,29
61,0,26851,Marc Leishman,30.75,123,4,27
61,0,26341,Wade Ormsby,30.75,123,4,27
61,0,51890,Greyson Sigg,30.75,123,4,30
65,0,36699,Patrick Rodgers,31.00,124,4,29
65,0,52411,Kyle Westmoreland,31.00,124,4,28
65,0,31323,Gary Woodland,31.00,124,4,30
68,0,01810,Phil Mickelson,31.25,125,4,26
68,0,56272,Wilco Nienaber,31.25,125,4,30
70,0,27064,Jhonattan Vegas,31.75,127,4,29
71,0,33204,Shane Lowry,32.25,129,4,29
