RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,47917,Takumi Kanaya,85.71,48,56
2,0,29221,Webb Simpson,83.93,47,56
3,0,21528,Henrik Stenson,82.14,46,56
4,0,33410,Andrew Landry,80.36,45,56
4,0,34709,Eddie Pepperell,80.36,45,56
6,0,33803,Lucas Bjerregaard,76.79,43,56
6,9,32102,Rickie Fowler,76.79,43,56
6,0,32816,Satoshi Kodaira,76.79,43,56
6,0,01666,Bernhard Langer,76.79,43,56
6,0,27349,Alex Noren,76.79,43,56
6,0,46970,Jon Rahm,76.79,43,56
6,0,34360,Patrick Reed,76.79,43,56
13,0,28938,Justin Harding,75.00,42,56
13,0,46717,Viktor Hovland,75.00,42,56
15,-8,39997,Corey Conners,73.21,41,56
15,0,24024,Zach Johnson,73.21,41,56
15,0,29478,Kevin Kisner,73.21,41,56
15,-11,23108,Matt Kuchar,73.21,41,56
15,0,25198,Francesco Molinari,73.21,41,56
15,0,33448,Justin Thomas,73.21,41,56
21,0,33141,Keegan Bradley,71.43,40,56
21,0,31646,Emiliano Grillo,71.43,40,56
21,5,37455,Si Woo Kim,71.43,40,56
21,0,32757,Patton Kizzire,71.43,40,56
21,0,25396,Kevin Na,71.43,40,56
21,0,33968,Thorbjørn Olesen,71.43,40,56
21,0,26329,Louis Oosthuizen,71.43,40,56
21,0,24502,Adam Scott,71.43,40,56
29,0,30911,Tommy Fleetwood,69.64,39,56
29,0,34363,Tyrrell Hatton,69.64,39,56
29,0,21961,Charles Howell III,69.64,39,56
29,0,36689,Brooks Koepka,69.64,39,56
29,27,35296,Haotong Li,69.64,39,56
29,0,24138,Ian Poulter,69.64,39,56
29,-17,30110,Kyle Stanley,69.64,39,56
36,16,29725,Tony Finau,67.86,38,56
37,0,28089,Jason Day,66.07,37,56
37,0,47959,Bryson DeChambeau,66.07,37,56
37,0,27141,J.B. Holmes,66.07,37,56
37,0,22378,Trevor Immelman,66.07,37,56
37,0,39262,Alvaro Ortiz,66.07,37,56
37,32,34046,Jordan Spieth,66.07,37,56
37,0,49964,Aaron Wise,66.07,37,56
44,0,35450,Patrick Cantlay,64.29,36,56
44,-37,12716,Charley Hoffman,64.29,36,56
44,-18,27408,Martin Kaymer,64.29,36,56
47,0,55888,Devon Bling,62.50,35,56
47,0,29974,Branden Grace,62.50,35,56
47,0,29420,Billy Horschel,62.50,35,56
47,0,39546,Keith Mitchell,62.50,35,56
47,0,48081,Xander Schauffele,62.50,35,56
47,17,25632,Jimmy Walker,62.50,35,56
47,0,08793,Tiger Woods,62.50,35,56
54,0,40098,Matt Fitzpatrick,60.71,34,56
54,0,30925,Dustin Johnson,60.71,34,56
54,0,26851,Marc Leishman,60.71,34,56
54,0,32839,Hideki Matsuyama,60.71,34,56
58,0,26499,Rafa Cabrera Bello,58.93,33,56
58,0,28237,Rory McIlroy,58.93,33,56
60,0,30978,Kiradech Aphibarnrat,57.14,32,56
60,0,25804,Bubba Watson,57.14,32,56
62,0,31323,Gary Woodland,55.36,31,56
63,0,35891,Cameron Smith,53.57,30,56
64,0,01810,Phil Mickelson,51.79,29,56
65,0,32333,Kevin Tway,50.00,28,56
