RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,9,29725,Tony Finau,316.3,2530,8
2,0,28237,Rory McIlroy,314.4,2515,8
3,0,36689,Brooks Koepka,313.6,2509,8
3,0,31323,Gary Woodland,313.6,2509,8
5,0,33448,Justin Thomas,312.3,2498,8
6,0,39546,Keith Mitchell,311.5,2492,8
7,0,55888,Devon Bling,311.3,2490,8
8,0,33803,Lucas Bjerregaard,310.6,2485,8
9,0,24502,Adam Scott,310.3,2482,8
10,0,46970,Jon Rahm,308.4,2467,8
11,0,30925,Dustin Johnson,308.0,2464,8
12,15,39997,Corey Conners,305.9,2447,8
13,0,48081,Xander Schauffele,305.8,2446,8
13,0,49964,Aaron Wise,305.8,2446,8
15,0,32333,Kevin Tway,303.5,2428,8
16,0,32839,Hideki Matsuyama,303.1,2425,8
17,0,30911,Tommy Fleetwood,302.5,2420,8
18,0,27141,J.B. Holmes,301.4,2411,8
19,0,29974,Branden Grace,301.1,2409,8
20,0,26851,Marc Leishman,300.9,2407,8
21,-6,32102,Rickie Fowler,300.5,2404,8
22,0,33968,Thorbjørn Olesen,300.4,2403,8
23,0,22378,Trevor Immelman,300.3,2402,8
24,0,35450,Patrick Cantlay,299.9,2399,8
24,0,32757,Patton Kizzire,299.9,2399,8
26,0,47959,Bryson DeChambeau,299.6,2397,8
27,0,01810,Phil Mickelson,299.4,2395,8
28,35,27408,Martin Kaymer,298.8,2390,8
29,-20,35296,Haotong Li,298.6,2389,8
30,0,34363,Tyrrell Hatton,298.5,2388,8
31,0,28938,Justin Harding,298.4,2387,8
32,0,46717,Viktor Hovland,297.8,2382,8
33,-7,37455,Si Woo Kim,297.6,2381,8
33,0,39262,Alvaro Ortiz,297.6,2381,8
33,0,35891,Cameron Smith,297.6,2381,8
36,0,24138,Ian Poulter,296.8,2374,8
37,0,26499,Rafa Cabrera Bello,296.6,2373,8
38,0,28089,Jason Day,296.5,2372,8
39,0,34360,Patrick Reed,296.1,2369,8
40,0,31646,Emiliano Grillo,296.0,2368,8
41,-14,12716,Charley Hoffman,295.5,2364,8
42,0,21961,Charles Howell III,294.9,2359,8
43,0,25198,Francesco Molinari,294.8,2358,8
44,0,08793,Tiger Woods,294.6,2357,8
45,5,23108,Matt Kuchar,294.1,2353,8
46,0,40098,Matt Fitzpatrick,294.0,2352,8
47,0,26329,Louis Oosthuizen,293.4,2347,8
48,0,25804,Bubba Watson,292.9,2343,8
49,-18,34046,Jordan Spieth,292.6,2341,8
50,-29,25632,Jimmy Walker,292.5,2340,8
51,0,33141,Keegan Bradley,291.3,2330,8
51,0,47917,Takumi Kanaya,291.3,2330,8
53,0,27349,Alex Noren,291.0,2328,8
54,0,21528,Henrik Stenson,289.9,2319,8
55,0,29420,Billy Horschel,289.6,2317,8
55,0,34709,Eddie Pepperell,289.6,2317,8
57,0,30978,Kiradech Aphibarnrat,289.3,2314,8
58,0,29478,Kevin Kisner,289.0,2312,8
59,0,25396,Kevin Na,288.9,2311,8
60,0,32816,Satoshi Kodaira,288.8,2310,8
61,0,24024,Zach Johnson,288.1,2305,8
62,0,33410,Andrew Landry,287.6,2301,8
63,-6,30110,Kyle Stanley,286.6,2293,8
64,0,29221,Webb Simpson,283.1,2265,8
65,0,01666,Bernhard Langer,272.6,2181,8
