RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,30911,Tommy Fleetwood,81.94%,59,72,-0.20
2,0,27139,David Skinns,80.56%,58,72,-0.19
3,0,47504,Sam Burns,79.17%,57,72,-0.28
3,0,28237,Rory McIlroy,79.17%,57,72,-0.30
3,0,46414,Aaron Rai,79.17%,57,72,-0.21
6,0,54591,Ben Griffin,77.78%,56,72,-0.36
6,31,24502,Adam Scott,77.78%,56,72,-0.14
6,0,40006,Erik van Rooyen,77.78%,56,72,-0.18
9,0,20229,Stewart Cink,76.39%,55,72,-0.29
9,0,54421,Garrick Higgo,76.39%,55,72,-0.22
9,0,39975,Michael Kim,76.39%,55,72,-0.29
12,0,40058,Zac Blair,75.00%,54,72,-0.26
12,17,29936,Ryan Fox,75.00%,54,72,-0.41
12,0,51287,Ryo Hisatsune,75.00%,54,72,-0.17
12,57,36801,Mark Hubbard,75.00%,54,72,-0.20
12,0,51997,Andrew Novak,75.00%,54,72,-0.31
12,0,26476,Chez Reavie,75.00%,54,72,-0.13
12,0,52666,Sami Valimaki,75.00%,54,72,-0.28
12,0,52513,Carson Young,75.00%,54,72,-0.28
20,39,47988,Nick Hardy,73.61%,53,72,-0.19
20,17,55182,Tom Kim,73.61%,53,72,-0.36
20,0,28775,Nate Lashley,73.61%,53,72,-0.25
20,0,33204,Shane Lowry,73.61%,53,72,-0.25
20,51,26596,Ryan Moore,73.61%,53,72,-0.19
20,0,55893,Sam Stevens,73.61%,53,72,-0.19
20,3,45242,Kevin Yu,73.61%,53,72,-0.25
27,21,34255,Joseph Bramlett,72.22%,52,72,-0.21
27,2,34076,Joel Dahmen,72.22%,52,72,-0.37
27,21,45609,Tyler Duncan,72.22%,52,72,-0.27
27,0,35310,Lanto Griffin,72.22%,52,72,-0.19
27,0,35879,Kelly Kraft,72.22%,52,72,-0.23
27,36,57900,Chandler Phillips,72.22%,52,72,-0.40
33,0,39997,Corey Conners,70.83%,51,72,-0.39
33,0,52215,Robert MacIntyre,70.83%,51,72,-0.43
33,-14,59143,Mac Meissner,70.83%,51,72,-0.24
33,0,33968,Thorbjørn Olesen,70.83%,51,72,-0.33
33,-20,40115,Adam Svensson,70.83%,51,72,-0.16
33,0,48887,Matt Wallace,70.83%,51,72,-0.25
39,0,60004,Jacob Bridgeman,69.44%,50,72,-0.28
39,0,50497,Adrien Dumont de Chassart,69.44%,50,72,-0.30
39,0,52453,Nicolai Højgaard,69.44%,50,72,-0.28
39,0,23320,Ryan Palmer,69.44%,50,72,-0.24
39,9,47679,Victor Perez,69.44%,50,72,-0.40
39,24,39327,Ben Silverman,69.44%,50,72,-0.28
39,-16,27214,Kevin Streelman,69.44%,50,72,-0.26
39,0,27064,Jhonattan Vegas,69.44%,50,72,-0.36
47,0,32367,Jorge Campillo,68.06%,49,72,-0.20
47,0,35461,Beau Hossler,68.06%,49,72,-0.33
47,0,24140,Sean O'Hair,68.06%,49,72,-0.37
47,0,40250,Taylor Pendrith,68.06%,49,72,-0.41
47,-18,32333,Kevin Tway,68.06%,49,72,-0.18
52,0,57975,Harry Hall,66.67%,48,72,-0.27
52,-29,51070,Vincent Norrman,66.67%,48,72,-0.13
54,0,35490,Wil Bateman,65.28%,47,72,-0.17
54,0,56630,Akshay Bhatia,65.28%,47,72,-0.30
54,-35,59836,Pierceson Coody,65.28%,47,72,-0.28
54,0,34563,Chesson Hadley,65.28%,47,72,-0.17
54,7,39546,Keith Mitchell,65.28%,47,72,-0.38
54,0,47983,Chad Ramey,65.28%,47,72,-0.34
54,13,31323,Gary Woodland,65.28%,47,72,-0.30
61,0,34374,Erik Barnes,63.89%,46,72,-0.13
61,0,51894,Vince Whaley,63.89%,46,72,-0.28
63,0,56555,Myles Creighton,62.50%,45,72,-0.24
63,-40,46442,Maverick McNealy,62.50%,45,72,-0.33
65,0,52514,Trace Crowe,61.11%,44,72,-0.39
65,-52,29908,C.T. Pan,61.11%,44,72,-0.32
67,0,35506,Mackenzie Hughes,59.72%,43,72,-0.44
68,0,52374,Brandon Wu,58.33%,42,72,-0.24
69,0,26758,David Hearn,54.17%,39,72,-0.26
