RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01666,Bernhard Langer,85.71,48,56
2,0,26596,Ryan Moore,83.93,47,56
2,0,25804,Bubba Watson,83.93,47,56
4,0,40098,Matt Fitzpatrick,82.14,46,56
5,2,40026,Daniel Berger,76.79,43,56
5,0,47959,Bryson DeChambeau,76.79,43,56
5,47,34098,Russell Henley,76.79,43,56
5,0,25198,Francesco Molinari,76.79,43,56
5,-2,24138,Ian Poulter,76.79,43,56
5,0,26476,Chez Reavie,76.79,43,56
5,5,21528,Henrik Stenson,76.79,43,56
12,0,29478,Kevin Kisner,75.00,42,56
13,0,46970,Jon Rahm,73.21,41,56
13,0,34360,Patrick Reed,73.21,41,56
13,24,22405,Justin Rose,73.21,41,56
16,0,01226,Fred Couples,71.43,40,56
16,26,32102,Rickie Fowler,71.43,40,56
16,0,32816,Satoshi Kodaira,71.43,40,56
16,26,23108,Matt Kuchar,71.43,40,56
16,0,32839,Hideki Matsuyama,71.43,40,56
21,0,26499,Rafa Cabrera Bello,69.64,39,56
21,0,33399,Adam Hadwin,69.64,39,56
21,0,27644,Brian Harman,69.64,39,56
21,0,12716,Charley Hoffman,69.64,39,56
21,0,24502,Adam Scott,69.64,39,56
26,0,30911,Tommy Fleetwood,67.86,38,56
26,16,34046,Jordan Spieth,67.86,38,56
26,0,30110,Kyle Stanley,67.86,38,56
29,0,30978,Kiradech Aphibarnrat,66.07,37,56
29,0,52375,Doug Ghim,66.07,37,56
29,0,30925,Dustin Johnson,66.07,37,56
29,0,27408,Martin Kaymer,66.07,37,56
29,0,35296,Haotong Li,66.07,37,56
29,0,29221,Webb Simpson,66.07,37,56
29,0,27064,Jhonattan Vegas,66.07,37,56
36,0,28089,Jason Day,64.29,36,56
37,0,34363,Tyrrell Hatton,62.50,35,56
37,0,24024,Zach Johnson,62.50,35,56
37,0,37455,Si Woo Kim,62.50,35,56
37,0,28237,Rory McIlroy,62.50,35,56
37,0,26329,Louis Oosthuizen,62.50,35,56
42,0,48081,Xander Schauffele,60.71,34,56
42,0,33448,Justin Thomas,60.71,34,56
44,0,29974,Branden Grace,58.93,33,56
44,0,35891,Cameron Smith,58.93,33,56
44,0,25632,Jimmy Walker,58.93,33,56
44,0,29454,Bernd Wiesberger,58.93,33,56
48,0,06567,Vijay Singh,57.14,32,56
49,23,29725,Tony Finau,55.36,31,56
50,0,26851,Marc Leishman,53.57,30,56
50,0,08793,Tiger Woods,53.57,30,56
52,0,25364,Paul Casey,50.00,28,56
52,21,01810,Phil Mickelson,50.00,28,56
