RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,9,46414,Aaron Rai,2.230,8.918,4
2,0,30927,Brendon Todd,1.971,7.883,4
3,0,52666,Sami Valimaki,1.941,7.762,4
4,44,54591,Ben Griffin,1.928,7.711,4
5,32,58168,Davis Thompson,1.860,7.438,4
6,-3,51997,Andrew Novak,1.781,7.125,4
7,0,49771,J.T. Poston,1.469,5.877,4
8,0,50188,S.H. Kim,1.337,5.347,4
9,29,59836,Pierceson Coody,1.295,5.178,4
10,0,52513,Carson Young,1.082,4.329,4
11,16,57900,Chandler Phillips,1.020,4.079,4
12,0,24980,Scott Gutschewski,0.956,3.822,4
13,0,47993,Denny McCarthy,0.946,3.785,4
14,0,28089,Jason Day,0.882,3.529,4
15,0,29970,Dylan Frittelli,0.878,3.510,4
16,20,47591,Eric Cole,0.851,3.404,4
17,-4,50484,Hayden Springer,0.817,3.267,4
18,0,29908,C.T. Pan,0.795,3.180,4
19,0,34046,Jordan Spieth,0.776,3.104,4
20,13,57975,Harry Hall,0.743,2.972,4
21,-6,36699,Patrick Rodgers,0.695,2.778,4
22,0,34587,Chan Kim,0.687,2.747,4
23,0,57364,Michael Thorbjornsen,0.652,2.608,4
24,21,45242,Kevin Yu,0.651,2.603,4
25,-20,55893,Sam Stevens,0.650,2.601,4
26,15,24024,Zach Johnson,0.627,2.507,4
27,0,59143,Mac Meissner,0.592,2.368,4
28,-5,39327,Ben Silverman,0.552,2.209,4
29,-18,39324,J.J. Spaun,0.544,2.176,4
30,0,48119,Ben Taylor,0.542,2.169,4
31,0,39971,Sungjae Im,0.541,2.162,4
32,-11,66743,Luke Clanton,0.480,1.921,4
33,0,25900,Lucas Glover,0.473,1.891,4
34,0,32448,James Hahn,0.472,1.886,4
35,0,33968,Thorbjørn Olesen,0.465,1.861,4
36,0,32366,Kevin Chappell,0.437,1.747,4
37,-28,40162,Justin Lower,0.425,1.701,4
38,0,24924,Bill Haas,0.374,1.497,4
39,8,36801,Mark Hubbard,0.365,1.459,4
40,-32,60767,Blaine Hale Jr.,0.349,1.396,4
41,-35,51696,Rico Hoey,0.334,1.335,4
42,0,20229,Stewart Cink,0.314,1.255,4
43,23,51349,Nico Echavarria,0.289,1.157,4
44,0,28252,Seamus Power,0.272,1.088,4
45,0,47663,Kevin Dougherty,0.265,1.059,4
45,0,50497,Adrien Dumont de Chassart,0.265,1.060,4
47,22,35461,Beau Hossler,0.255,1.018,4
48,-4,36884,Ben Kohles,0.123,0.490,4
49,19,47420,Jake Knapp,0.114,0.456,4
50,-32,33486,Roger Sloan,0.050,0.198,4
51,0,50493,Justin Suh,0.032,0.129,4
52,0,37275,Sam Ryder,-0.039,-0.158,4
53,0,23320,Ryan Palmer,-0.046,-0.184,4
54,0,34563,Chesson Hadley,-0.121,-0.483,4
55,-33,34021,Bud Cauley,-0.176,-0.704,4
56,0,29535,Brice Garnett,-0.180,-0.719,4
57,0,36326,David Lipsky,-0.207,-0.830,4
58,0,40058,Zac Blair,-0.237,-0.950,4
59,-28,46441,Robby Shelton,-0.280,-1.122,4
60,-7,27214,Kevin Streelman,-0.298,-1.194,4
61,0,52514,Trace Crowe,-0.302,-1.209,4
62,0,39546,Keith Mitchell,-0.337,-1.349,4
63,-11,55708,Hayden Buckley,-0.382,-1.529,4
64,-48,51977,Max Greyserman,-0.404,-1.615,4
65,-2,27064,Jhonattan Vegas,-0.521,-2.084,4
66,0,52375,Doug Ghim,-0.539,-2.157,4
67,0,49960,Sepp Straka,-0.758,-3.031,4
68,0,30163,Henrik Norlander,-0.864,-3.457,4
69,0,40115,Adam Svensson,-0.931,-3.725,4
70,0,50095,Austin Smotherman,-0.958,-3.833,4
71,0,56149,Wilson Furr,-0.991,-3.964,4
72,0,52411,Kyle Westmoreland,-1.026,-4.106,4
73,-18,51287,Ryo Hisatsune,-1.053,-4.212,4
74,0,39436,Joshua Creel,-1.172,-4.687,4
75,-15,34076,Joel Dahmen,-1.357,-5.430,4
76,0,36871,Matt NeSmith,-1.377,-5.507,4
77,0,54628,Lee Hodges,-2.061,-8.244,4
