RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,34563,Chesson Hadley,2.220,8.880,4
2,0,51680,Alistair Docherty,2.091,8.365,4
3,26,59095,Chris Gotterup,1.872,7.489,4
4,0,40006,Erik van Rooyen,1.661,6.643,4
5,15,35461,Beau Hossler,1.619,6.478,4
6,53,32367,Jorge Campillo,1.521,6.083,4
7,43,52513,Carson Young,1.376,5.503,4
8,0,29936,Ryan Fox,1.330,5.321,4
9,5,46113,Ryan McCormick,1.278,5.113,4
10,0,39327,Ben Silverman,1.251,5.006,4
11,51,34076,Joel Dahmen,1.250,5.002,4
12,0,33968,Thorbjørn Olesen,1.176,4.706,4
13,0,39975,Michael Kim,1.151,4.603,4
14,11,54591,Ben Griffin,1.121,4.485,4
15,34,55893,Sam Stevens,1.113,4.453,4
16,0,33486,Roger Sloan,1.094,4.378,4
17,-11,32640,Troy Merritt,1.024,4.096,4
18,0,37212,Paul Barjon,0.902,3.607,4
19,0,50493,Justin Suh,0.819,3.276,4
20,35,48887,Matt Wallace,0.811,3.246,4
21,15,50497,Adrien Dumont de Chassart,0.808,3.231,4
22,0,45242,Kevin Yu,0.794,3.176,4
23,0,60004,Jacob Bridgeman,0.767,3.069,4
24,0,59442,Parker Coody,0.746,2.986,4
25,-1,32757,Patton Kizzire,0.744,2.978,4
26,0,46441,Robby Shelton,0.726,2.906,4
27,0,52215,Robert MacIntyre,0.698,2.793,4
28,0,37338,Zecheng Dou,0.692,2.770,4
29,0,59143,Mac Meissner,0.594,2.376,4
30,-13,54783,Dylan Wu,0.538,2.154,4
31,0,39324,J.J. Spaun,0.528,2.111,4
32,21,30163,Henrik Norlander,0.523,2.091,4
33,0,52514,Trace Crowe,0.500,2.000,4
34,0,31202,William McGirt,0.488,1.954,4
35,16,46340,Alex Smalley,0.440,1.760,4
36,-26,29289,S.Y. Noh,0.414,1.657,4
37,-19,27139,David Skinns,0.393,1.571,4
38,0,51977,Max Greyserman,0.365,1.462,4
39,0,35617,Martin Trainer,0.346,1.384,4
40,0,26476,Chez Reavie,0.329,1.317,4
41,0,58168,Davis Thompson,0.286,1.145,4
42,0,45523,Thriston Lawrence,0.259,1.036,4
43,0,49303,Anders Albertson,0.234,0.937,4
44,0,66417,Blades Brown,0.201,0.806,4
45,0,34310,Alexander Björk,0.179,0.716,4
46,0,57975,Harry Hall,0.111,0.443,4
47,0,33597,Harry Higgs,0.025,0.100,4
48,0,47679,Victor Perez,-0.005,-0.021,4
49,-6,40026,Daniel Berger,-0.079,-0.314,4
50,0,37275,Sam Ryder,-0.101,-0.402,4
51,0,27214,Kevin Streelman,-0.109,-0.434,4
52,0,59836,Pierceson Coody,-0.141,-0.564,4
53,0,24140,Sean O'Hair,-0.143,-0.570,4
54,0,36871,Matt NeSmith,-0.152,-0.606,4
55,0,51890,Greyson Sigg,-0.246,-0.982,4
56,-33,47995,Davis Riley,-0.250,-1.000,4
57,1,55708,Hayden Buckley,-0.272,-1.088,4
58,0,57900,Chandler Phillips,-0.413,-1.652,4
59,0,38991,Alejandro Tosti,-0.463,-1.850,4
60,-58,50188,S.H. Kim,-0.466,-1.865,4
61,0,51690,Taylor Dickson,-0.600,-2.399,4
62,0,54576,Patrick Fishburn,-0.644,-2.575,4
63,0,34255,Joseph Bramlett,-0.711,-2.842,4
64,-7,25818,Scott Piercy,-0.738,-2.952,4
65,0,47125,Matt Atkins,-0.801,-3.205,4
66,-36,51997,Andrew Novak,-1.057,-4.228,4
67,0,55454,Carl Yuan,-1.358,-5.432,4
68,0,34587,Chan Kim,-1.368,-5.473,4
69,0,35310,Lanto Griffin,-1.381,-5.524,4
70,0,50095,Austin Smotherman,-1.894,-7.576,4
