PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS,R2_PUTTS
46046,Scottie Scheffler,2023 THE PLAYERS Championship,75.0,305.9,67.86,72.22,28.25,29,31
46414,Aaron Rai,2023 THE PLAYERS Championship,73.61,289.5,69.64,63.16,29.0,31,27
31323,Gary Woodland,2023 THE PLAYERS Championship,73.61,295.9,67.86,47.37,32.25,35,30
45609,Tyler Duncan,2023 THE PLAYERS Championship,70.83,283.9,75.0,47.62,29.75,31,27
56762,Will Gordon,2023 THE PLAYERS Championship,70.83,296.5,58.93,52.38,29.0,32,25
34363,Tyrrell Hatton,2023 THE PLAYERS Championship,70.83,288.1,55.36,61.9,27.5,27,29
50525,Collin Morikawa,2023 THE PLAYERS Championship,70.83,286.4,67.86,61.9,29.25,27,31
33399,Adam Hadwin,2023 THE PLAYERS Championship,69.44,290.6,67.86,63.64,29.0,30,29
22405,Justin Rose,2023 THE PLAYERS Championship,69.44,290.3,73.21,63.64,28.0,27,31
29725,Tony Finau,2023 THE PLAYERS Championship,68.06,291.5,62.5,47.83,28.0,29,29
34098,Russell Henley,2023 THE PLAYERS Championship,68.06,287.9,75.0,47.83,28.25,30,30
54421,Garrick Higgo,2023 THE PLAYERS Championship,68.06,299.0,58.93,52.17,29.0,29,29
39977,Max Homa,2023 THE PLAYERS Championship,68.06,287.8,64.29,65.22,28.25,30,28
46717,Viktor Hovland,2023 THE PLAYERS Championship,68.06,289.1,64.29,65.22,27.5,26,28
36799,Stephan Jaeger,2023 THE PLAYERS Championship,68.06,290.5,58.93,69.57,29.25,29,30
25198,Francesco Molinari,2023 THE PLAYERS Championship,68.06,283.3,53.57,65.22,28.75,28,24
32102,Rickie Fowler,2023 THE PLAYERS Championship,66.67,287.3,55.36,50.0,27.25,26,28
34563,Chesson Hadley,2023 THE PLAYERS Championship,66.67,290.9,71.43,66.67,29.0,27,31
35532,Tom Hoge,2023 THE PLAYERS Championship,66.67,291.0,73.21,58.33,27.25,30,24
28775,Nate Lashley,2023 THE PLAYERS Championship,66.67,273.4,53.57,62.5,29.5,31,28
49960,Sepp Straka,2023 THE PLAYERS Championship,66.67,288.1,62.5,45.83,29.0,32,27
35450,Patrick Cantlay,2023 THE PLAYERS Championship,65.28,297.6,69.64,52.0,29.0,33,24
28089,Jason Day,2023 THE PLAYERS Championship,65.28,292.5,46.43,68.0,27.0,27,27
29936,Ryan Fox,2023 THE PLAYERS Championship,65.28,294.8,55.36,60.0,28.25,31,26
37455,Si Woo Kim,2023 THE PLAYERS Championship,65.28,277.8,64.29,48.0,28.25,28,27
37378,Min Woo Lee,2023 THE PLAYERS Championship,65.28,296.6,66.07,56.0,26.75,26,29
47993,Denny McCarthy,2023 THE PLAYERS Championship,65.28,284.4,73.21,64.0,27.5,26,27
34046,Jordan Spieth,2023 THE PLAYERS Championship,65.28,291.8,57.14,60.0,27.25,25,28
36801,Mark Hubbard,2023 THE PLAYERS Championship,63.89,280.6,66.07,65.38,28.25,27,30
39971,Sungjae Im,2023 THE PLAYERS Championship,63.89,284.0,73.21,57.69,27.5,26,31
8075,Jerry Kelly,2023 THE PLAYERS Championship,63.89,259.1,83.93,65.38,28.0,27,28
55182,Tom Kim,2023 THE PLAYERS Championship,63.89,288.5,80.36,65.38,28.25,29,30
54783,Dylan Wu,2023 THE PLAYERS Championship,63.89,287.4,71.43,53.85,28.25,25,25
45522,Christiaan Bezuidenhout,2023 THE PLAYERS Championship,62.5,274.9,62.5,74.07,27.5,26,29
34076,Joel Dahmen,2023 THE PLAYERS Championship,62.5,282.8,57.14,40.74,28.5,28,27
30911,Tommy Fleetwood,2023 THE PLAYERS Championship,62.5,282.6,55.36,62.96,27.0,28,28
49298,Kramer Hickok,2023 THE PLAYERS Championship,62.5,291.6,71.43,59.26,27.75,30,25
34409,David Lingmerth,2023 THE PLAYERS Championship,62.5,274.4,73.21,66.67,26.5,30,23
33204,Shane Lowry,2023 THE PLAYERS Championship,62.5,298.6,58.93,48.15,28.0,31,26
32839,Hideki Matsuyama,2023 THE PLAYERS Championship,62.5,288.5,67.86,62.96,26.5,28,27
47504,Sam Burns,2023 THE PLAYERS Championship,61.11,293.8,66.07,57.14,28.0,27,31
